RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.738931e+02	1.321802e-01	3.703202e-01	2.759083e-01	1.093104e-01	8.593118e-02
3	-1.810917e+02	1.224827e-01	3.657880e-01	2.832530e-01	1.099830e-01	9.493060e-02
4	-1.857692e+02	1.117177e-01	3.733254e-01	2.856529e-01	1.100751e-01	9.825410e-02
5	-1.904284e+02	9.452964e-02	3.784465e-01	2.919902e-01	1.098590e-01	1.084082e-01
6	-1.897791e+02	9.852414e-02	3.816983e-01	2.887054e-01	1.099135e-01	1.033176e-01
7	-1.825173e+02	1.203332e-01	3.506187e-01	2.908463e-01	1.102697e-01	1.054602e-01
8	-1.840534e+02	1.163750e-01	3.680518e-01	2.855057e-01	1.101078e-01	9.793526e-02
9	-1.846892e+02	1.154925e-01	3.594325e-01	2.896343e-01	1.102625e-01	1.036641e-01
10	-1.906636e+02	9.306751e-02	3.851001e-01	2.898923e-01	1.097340e-01	1.056362e-01
11	-1.905477e+02	8.125361e-02	3.974009e-01	2.901546e-01	1.090110e-01	1.081987e-01
12	-1.906532e+02	9.264615e-02	3.805964e-01	2.919787e-01	1.097733e-01	1.086480e-01
13	-1.900885e+02	9.357061e-02	3.728508e-01	2.947493e-01	1.098440e-01	1.125919e-01
14	-1.896902e+02	9.577470e-02	3.696042e-01	2.950567e-01	1.099345e-01	1.127814e-01
15	-1.907633e+02	9.175564e-02	3.824618e-01	2.916166e-01	1.097218e-01	1.082595e-01
16	-1.908764e+02	8.436310e-02	3.924698e-01	2.908277e-01	1.092616e-01	1.084565e-01
17	-1.895468e+02	7.645929e-02	4.036412e-01	2.896390e-01	1.085845e-01	1.087051e-01
18	-1.897966e+02	9.870398e-02	3.763639e-01	2.908697e-01	1.099942e-01	1.063219e-01
19	-1.902301e+02	8.755141e-02	4.018095e-01	2.853781e-01	1.092018e-01	1.004618e-01
20	-1.890126e+02	7.493684e-02	4.078433e-01	2.885269e-01	1.083946e-01	1.076066e-01
