RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.030755e+00	7.948148e+01
2	4.114930e+00	8.195553e+01
3	4.309520e+00	8.403471e+01
4	4.583790e+00	8.831055e+01
5	4.557079e+00	8.696459e+01
6	4.027138e+00	8.349544e+01
7	4.208132e+00	8.324377e+01
8	4.152121e+00	8.404077e+01
9	4.664261e+00	8.830470e+01
10	4.956402e+00	9.120238e+01
11	4.629408e+00	8.871996e+01
12	4.547369e+00	8.895621e+01
13	4.489012e+00	8.853514e+01
14	4.658914e+00	8.886225e+01
15	4.860766e+00	9.050026e+01
16	5.094867e+00	9.244675e+01
17	4.508029e+00	8.726298e+01
18	4.902968e+00	8.890810e+01
19	5.163299e+00	9.272595e+01
20	5.257855e+00	9.297822e+01
