RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue
0							2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	
1	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	2.774262e+08	3.671102e+13	8.236002e+03	1.248926e+04	1.649091e+04
2	-1.790277e+02	1.306946e-01	4.075626e-01	2.720579e-01	1.092010e-01	8.048382e-02	2.591352e+08	3.711293e+13	8.236715e+03	1.253702e+04	1.115573e+04
3	-1.848779e+02	1.204695e-01	4.152665e-01	2.732924e-01	1.094835e-01	8.148808e-02	2.598279e+08	3.638301e+13	8.251387e+03	1.255458e+04	8.669821e+03
4	-1.881380e+02	1.144187e-01	4.179144e-01	2.747676e-01	1.096261e-01	8.327323e-02	2.518734e+08	3.661988e+13	8.248030e+03	1.257174e+04	7.664583e+03
5	-1.905047e+02	1.109400e-01	4.186063e-01	2.760025e-01	1.097762e-01	8.467501e-02	2.473490e+08	3.811652e+13	8.245918e+03	1.259522e+04	7.260425e+03
6	-1.922837e+02	1.089638e-01	4.186008e-01	2.769105e-01	1.099205e-01	8.560439e-02	2.468032e+08	3.713653e+13	8.247799e+03	1.259197e+04	6.583837e+03
7	-1.936080e+02	1.076215e-01	4.184573e-01	2.775958e-01	1.100341e-01	8.629135e-02	2.381556e+08	3.713593e+13	8.236146e+03	1.259554e+04	6.304944e+03
8	-1.948438e+02	1.068367e-01	4.182135e-01	2.781090e-01	1.101613e-01	8.667951e-02	2.409794e+08	3.643041e+13	8.241238e+03	1.259039e+04	6.076389e+03
9	-1.950910e+02	1.062739e-01	4.180960e-01	2.783880e-01	1.101700e-01	8.707213e-02	2.457853e+08	3.598635e+13	8.249103e+03	1.258767e+04	6.261803e+03
10	-1.953850e+02	1.058287e-01	4.180552e-01	2.785972e-01	1.101885e-01	8.733033e-02	2.523706e+08	3.559600e+13	8.258632e+03	1.258400e+04	5.966937e+03
11	-1.954713e+02	1.053941e-01	4.179870e-01	2.787927e-01	1.101814e-01	8.764474e-02	2.468763e+08	3.688956e+13	8.251647e+03	1.259879e+04	6.173063e+03
12	-1.958897e+02	1.053827e-01	4.180075e-01	2.788310e-01	1.102339e-01	8.754485e-02	2.481554e+08	3.495993e+13	8.254128e+03	1.257896e+04	6.044409e+03
13	-1.948898e+02	1.052898e-01	4.180137e-01	2.787606e-01	1.101025e-01	8.783349e-02	2.549661e+08	3.593755e+13	8.263392e+03	1.258966e+04	6.319299e+03
14	-1.958377e+02	1.050413e-01	4.179202e-01	2.789862e-01	1.102135e-01	8.783877e-02	2.508444e+08	3.461084e+13	8.257767e+03	1.257719e+04	5.888424e+03
15	-1.962719e+02	1.048572e-01	4.179534e-01	2.790839e-01	1.102602e-01	8.784540e-02	2.528887e+08	3.638636e+13	8.260570e+03	1.259492e+04	6.027356e+03
16	-1.962615e+02	1.048441e-01	4.179202e-01	2.791013e-01	1.102587e-01	8.787565e-02	2.498438e+08	3.612694e+13	8.256795e+03	1.259267e+04	5.792426e+03
17	-1.959075e+02	1.049565e-01	4.179630e-01	2.790066e-01	1.102181e-01	8.785578e-02	2.469127e+08	3.679557e+13	8.252950e+03	1.260046e+04	5.864221e+03
18	-1.963218e+02	1.050629e-01	4.179499e-01	2.790154e-01	1.102756e-01	8.769620e-02	2.433263e+08	3.741374e+13	8.246654e+03	1.260463e+04	5.775164e+03
19	-1.962028e+02	1.051327e-01	4.177756e-01	2.790496e-01	1.102661e-01	8.777601e-02	2.478477e+08	3.508404e+13	8.253081e+03	1.258122e+04	5.905576e+03
20	-1.961142e+02	1.049792e-01	4.178262e-01	2.790757e-01	1.102473e-01	8.787154e-02	2.485037e+08	3.611382e+13	8.253753e+03	1.259268e+04	5.757793e+03
