RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
0												2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	-1.792546e+02	1.456398e-01	1.456398e-01	3.793878e-01	3.793878e-01	2.781069e-01	2.781069e-01	1.101474e-01	1.101474e-01	8.671814e-02	8.671814e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.478395e-03	9.285210e-03	4.005969e-04	1.194400e-02	1.514360e-02	-6.831797e-05	-2.125480e-02	-1.022078e-02	1.226930e-03	-3.635046e-03	-4.896124e-03	8.885309e-04	-1.987727e-02	-2.999796e-03	-1.393308e-03
2	-1.742306e+02	1.191015e-01	1.246017e-01	3.660615e-01	3.806295e-01	2.928768e-01	2.762904e-01	1.086776e-01	1.089191e-01	1.132826e-01	8.521366e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	5.500817e-03	8.881684e-03	4.660219e-04	1.448648e-02	1.390238e-02	-1.504225e-04	-1.721753e-02	-9.463188e-03	9.441688e-04	7.987549e-04	-5.020236e-03	9.028338e-04	-2.791287e-02	-3.030575e-03	-1.592448e-03
3	-1.832079e+02	1.064527e-01	1.141638e-01	3.605783e-01	3.760645e-01	2.987716e-01	2.832271e-01	1.069801e-01	1.097901e-01	1.272172e-01	9.454262e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	7.906603e-03	6.814691e-03	3.513314e-04	1.560172e-02	1.357778e-02	-2.766693e-04	-1.562224e-02	-9.012172e-03	1.108801e-03	2.981091e-03	-4.235000e-03	9.322736e-04	-3.188528e-02	-4.747058e-03	-1.755899e-03
4	-1.873610e+02	9.352205e-02	1.035216e-01	3.637603e-01	3.812075e-01	3.014015e-01	2.867563e-01	1.053931e-01	1.098120e-01	1.359230e-01	9.898325e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.019457e-02	5.348115e-03	8.001240e-05	1.771051e-02	8.918331e-03	-2.168556e-04	-1.511288e-02	-7.289832e-03	9.700361e-04	4.300165e-03	-4.046820e-03	1.226302e-03	-3.620791e-02	1.221305e-05	-1.455001e-03
5	-2.012165e+02	6.238417e-02	7.582053e-02	3.731695e-01	3.937690e-01	3.051020e-01	2.933242e-01	9.915440e-02	1.102481e-01	1.601899e-01	1.135332e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.465076e-02	3.349053e-03	2.423454e-04	2.058110e-02	7.053851e-03	-3.747282e-04	-1.174328e-02	-7.295597e-03	1.045267e-03	9.480814e-03	-4.175495e-03	7.666758e-04	-4.633246e-02	7.660894e-04	-1.178427e-03
6	-1.963720e+02	7.723881e-02	9.017518e-02	3.702168e-01	3.906417e-01	3.032910e-01	2.891423e-01	1.028416e-01	1.102883e-01	1.464118e-01	1.045029e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.272185e-02	5.374945e-03	3.034747e-04	1.999568e-02	8.461546e-03	-3.962261e-04	-1.370325e-02	-1.044320e-02	8.059015e-04	7.086293e-03	-7.486212e-03	6.512525e-04	-4.120715e-02	1.335832e-03	-1.438655e-03
7	-2.104369e+02	1.025304e-01	1.114326e-01	3.536355e-01	3.713872e-01	3.021702e-01	2.898699e-01	1.057957e-01	1.135705e-01	1.358682e-01	1.002413e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	7.868912e-03	8.347796e-03	5.974943e-04	1.521192e-02	1.150897e-02	-5.727950e-06	-1.400082e-02	-9.484354e-03	1.026945e-03	4.607506e-03	-4.365276e-03	7.073322e-04	-3.422358e-02	-2.298505e-03	-1.522110e-03
8	-1.885521e+02	1.035283e-01	1.112828e-01	3.582613e-01	3.738006e-01	3.003957e-01	2.855273e-01	1.063895e-01	1.104604e-01	1.314252e-01	9.802711e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	8.229836e-03	6.230860e-03	3.891933e-04	1.538670e-02	1.271881e-02	2.036455e-04	-1.505232e-02	-8.474902e-03	1.132396e-03	3.862514e-03	-6.017442e-03	9.261034e-04	-3.366953e-02	7.434751e-04	-1.344490e-03
9	-1.879040e+02	1.024258e-01	1.106932e-01	3.521785e-01	3.672116e-01	3.026615e-01	2.887684e-01	1.056290e-01	1.104035e-01	1.371052e-01	1.024271e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	8.077919e-03	6.696817e-03	4.230786e-04	1.510599e-02	1.080189e-02	-1.881681e-04	-1.395934e-02	-8.402151e-03	9.960733e-04	4.315858e-03	-2.900310e-03	1.203245e-03	-3.449119e-02	-1.909298e-03	-1.487624e-03
10	-2.082169e+02	6.250269e-02	7.891231e-02	3.783367e-01	4.002401e-01	3.034889e-01	2.907245e-01	9.978086e-02	1.110654e-01	1.558908e-01	1.085957e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.494480e-02	3.709392e-03	1.074366e-05	2.139868e-02	4.201463e-03	-4.157728e-04	-1.218377e-02	-1.058414e-02	9.837328e-04	8.869595e-03	-2.703829e-03	1.125911e-03	-4.541964e-02	2.606275e-03	-1.337684e-03
11	-1.929569e+02	4.845596e-02	6.474230e-02	3.914042e-01	4.126901e-01	3.010030e-01	2.888606e-01	9.618388e-02	1.084001e-01	1.629529e-01	1.133446e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.610524e-02	5.874902e-03	1.610809e-04	2.177981e-02	4.730994e-03	-3.259268e-04	-1.045314e-02	-8.328183e-03	1.062215e-03	1.125095e-02	-5.190523e-03	7.981144e-04	-4.957615e-02	4.365293e-03	-1.007120e-03
