RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue	profit_eps	Fb_profit_lam	Tr_profit_lam
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04		0.000000e+00	0.000000e+00	0.000000e+00
1	-1.683906e+02	-1.683906e+02	1.572808e-01	3.975174e-01	2.651296e-01	1.088111e-01	7.126108e-02	2.774262e+08	3.671102e+13	8.236002e+03	1.248926e+04	1.649091e+04	1.656697e+01	2.876734e+01	-3.152045e+00
2	-1.886400e+02	-1.886400e+02	1.413451e-01	3.794737e-01	2.807397e-01	1.113341e-01	8.710744e-02	2.671117e+08	3.649266e+13	8.226919e+03	1.251589e+04	1.175349e+04	1.484053e+01	2.652363e+01	-2.787266e+00
3	-1.944262e+02	-1.944262e+02	1.312642e-01	3.744199e-01	2.871686e-01	1.118027e-01	9.534461e-02	2.698929e+08	3.539280e+13	8.237788e+03	1.252350e+04	9.401941e+03	1.419819e+01	1.948678e+01	-2.923514e+00
4	-1.981253e+02	-1.981253e+02	1.195557e-01	3.809605e-01	2.891605e-01	1.117088e-01	9.861451e-02	2.594927e+08	3.557029e+13	8.238402e+03	1.254961e+04	7.644027e+03	1.487390e+01	1.700011e+01	-4.952230e+00
5	-2.014960e+02	-2.014960e+02	1.030029e-01	3.884771e-01	2.924496e-01	1.113020e-01	1.047684e-01	2.487516e+08	3.702659e+13	8.245405e+03	1.260306e+04	5.489092e+03	1.230368e+01	1.720498e+01	-2.122950e+00
6	-2.014408e+02	-2.014408e+02	1.052680e-01	3.863238e-01	2.925086e-01	1.114316e-01	1.044681e-01	2.504894e+08	3.597151e+13	8.244544e+03	1.258759e+04	5.505963e+03	9.042858e+00	4.103442e+01	-9.002137e-01
7	-1.963200e+02	-1.963200e+02	1.271062e-01	3.538293e-01	2.973798e-01	1.121925e-01	1.094922e-01	2.571650e+08	3.629015e+13	8.214873e+03	1.253841e+04	8.337539e+03	1.213719e+01	1.782344e+01	-1.581670e+00
8	-1.984089e+02	-1.984089e+02	1.215078e-01	3.721253e-01	2.921217e-01	1.119687e-01	1.022764e-01	2.548149e+08	3.559145e+13	8.225764e+03	1.254503e+04	7.636180e+03	1.207943e+01	3.009086e+01	-2.941614e+00
9	-1.985269e+02	-1.985269e+02	1.208106e-01	3.659419e-01	2.949371e-01	1.120477e-01	1.062627e-01	2.600422e+08	3.492401e+13	8.231113e+03	1.253926e+04	7.710962e+03	1.494571e+01	8.004259e+00	-4.869175e+00
10	-2.018770e+02	-2.018770e+02	9.843031e-02	3.940316e-01	2.918601e-01	1.110561e-01	1.046219e-01	2.534231e+08	3.427409e+13	8.259687e+03	1.258676e+04	4.653720e+03	1.180330e+01	5.834709e+00	-4.612281e+00
11	-2.010568e+02	-2.010568e+02	8.704154e-02	4.066354e-01	2.907180e-01	1.102359e-01	1.053693e-01	2.424729e+08	3.577223e+13	8.265127e+03	1.263578e+04	3.658777e+03	9.694610e+00	2.488268e+01	-2.534378e+00
12	-2.009532e+02	-2.009532e+02	9.741206e-02	3.845046e-01	2.960643e-01	1.110386e-01	1.109804e-01	2.508609e+08	3.308247e+13	8.254421e+03	1.257596e+04	4.544934e+03	1.146511e+01	2.441288e+01	-3.944513e+00
13	-2.012772e+02	-2.012772e+02	9.806448e-02	3.779877e-01	2.985494e-01	1.112128e-01	1.141857e-01	2.583381e+08	3.408250e+13	8.260840e+03	1.258461e+04	4.821723e+03	1.196191e+01	2.493505e+01	-3.706392e+00
14	-2.012982e+02	-2.012982e+02	9.955818e-02	3.743316e-01	2.995167e-01	1.113407e-01	1.152529e-01	2.558636e+08	3.229916e+13	8.253784e+03	1.256134e+04	4.599272e+03	1.023440e+01	1.338041e+01	-3.581961e+00
15	-2.020396e+02	-2.020396e+02	9.452244e-02	3.872101e-01	2.961121e-01	1.110064e-01	1.111490e-01	2.539002e+08	3.481291e+13	8.262816e+03	1.260243e+04	4.294539e+03	1.221830e+01	8.741163e+00	-4.254655e+00
16	-2.009948e+02	-2.009948e+02	8.736611e-02	3.992507e-01	2.936398e-01	1.103581e-01	1.093853e-01	2.469856e+08	3.462121e+13	8.268593e+03	1.262203e+04	3.414929e+03	1.144123e+01	2.958029e+00	-4.544727e+00
17	-1.992134e+02	-1.992134e+02	7.986711e-02	4.115815e-01	2.911079e-01	1.096092e-01	1.078342e-01	2.401311e+08	3.556929e+13	8.275490e+03	1.265721e+04	2.809580e+03	6.367241e+00	2.922686e+01	-8.398639e-01
18	-2.016157e+02	-2.016157e+02	1.008163e-01	3.773200e-01	2.978603e-01	1.113935e-01	1.126099e-01	2.484795e+08	3.611481e+13	8.242519e+03	1.259825e+04	4.718790e+03	1.243732e+01	-9.911662e-01	-3.444795e+00
19	-2.011519e+02	-2.011519e+02	8.895700e-02	4.072304e-01	2.897854e-01	1.103254e-01	1.037018e-01	2.443035e+08	3.384498e+13	8.264937e+03	1.260960e+04	3.715647e+03	1.276450e+01	4.768512e-01	-4.803921e+00
20	-1.992686e+02	-1.992686e+02	7.879072e-02	4.185201e-01	2.886449e-01	1.094615e-01	1.045827e-01	2.404406e+08	3.505183e+13	8.278662e+03	1.265451e+04	2.686549e+03	1.283281e+01	8.911743e-01	-3.853238e+00
