RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.397983e+00	7.837486e+01
2	4.601058e+00	8.065299e+01
3	4.709552e+00	8.217255e+01
4	4.766017e+00	8.312870e+01
5	4.794984e+00	8.371257e+01
6	4.813532e+00	8.411184e+01
7	4.823169e+00	8.434183e+01
8	4.830255e+00	8.450266e+01
9	4.836432e+00	8.463166e+01
10	4.842078e+00	8.472754e+01
11	4.842699e+00	8.476995e+01
12	4.843477e+00	8.480847e+01
13	4.846739e+00	8.485367e+01
14	4.849984e+00	8.490046e+01
15	4.849845e+00	8.490103e+01
16	4.848419e+00	8.489704e+01
17	4.847016e+00	8.489599e+01
18	4.844249e+00	8.484822e+01
19	4.846895e+00	8.486761e+01
20	4.849374e+00	8.488670e+01
