RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.257789e+00	7.735835e+01
2	4.448600e+00	7.928459e+01
3	4.591084e+00	8.086349e+01
4	4.696005e+00	8.213343e+01
5	4.773665e+00	8.315623e+01
6	4.831884e+00	8.398739e+01
7	4.874103e+00	8.464040e+01
8	4.906329e+00	8.517330e+01
9	4.931619e+00	8.561617e+01
10	4.951958e+00	8.598558e+01
11	4.966382e+00	8.627468e+01
12	4.977003e+00	8.650597e+01
13	4.986904e+00	8.671144e+01
14	4.993906e+00	8.687060e+01
15	4.999544e+00	8.700021e+01
16	5.003051e+00	8.709781e+01
17	5.005374e+00	8.717429e+01
18	5.006333e+00	8.721946e+01
19	5.008099e+00	8.726814e+01
20	5.010125e+00	8.731328e+01
