RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.608464e+02	1.325600e-01	4.013550e-01	2.611524e-01	1.071892e-01	7.016105e-02
3	-1.677211e+02	1.221922e-01	4.077092e-01	2.642300e-01	1.076789e-01	7.330824e-02
4	-1.726568e+02	1.145363e-01	4.117310e-01	2.667301e-01	1.079914e-01	7.612092e-02
5	-1.761799e+02	1.088698e-01	4.142117e-01	2.687530e-01	1.081921e-01	7.855310e-02
6	-1.787347e+02	1.046029e-01	4.157080e-01	2.704095e-01	1.083250e-01	8.063914e-02
7	-1.806286e+02	1.013217e-01	4.165792e-01	2.717859e-01	1.084162e-01	8.243024e-02
8	-1.820075e+02	9.886088e-02	4.170195e-01	2.728989e-01	1.084791e-01	8.391110e-02
9	-1.830576e+02	9.692392e-02	4.172290e-01	2.738264e-01	1.085243e-01	8.516673e-02
10	-1.838766e+02	9.536037e-02	4.173047e-01	2.746096e-01	1.085574e-01	8.624222e-02
11	-1.845161e+02	9.408272e-02	4.173220e-01	2.752641e-01	1.085807e-01	8.715408e-02
12	-1.850076e+02	9.311537e-02	4.172293e-01	2.758041e-01	1.086003e-01	8.790537e-02
13	-1.853937e+02	9.236109e-02	4.170903e-01	2.762530e-01	1.086165e-01	8.852989e-02
14	-1.857101e+02	9.168736e-02	4.170066e-01	2.766339e-01	1.086269e-01	8.907011e-02
15	-1.859556e+02	9.117829e-02	4.168935e-01	2.769430e-01	1.086361e-01	8.950624e-02
16	-1.861490e+02	9.076617e-02	4.167983e-01	2.771941e-01	1.086428e-01	8.986262e-02
17	-1.863030e+02	9.046809e-02	4.166714e-01	2.774014e-01	1.086502e-01	9.015147e-02
18	-1.864281e+02	9.024152e-02	4.165404e-01	2.775742e-01	1.086572e-01	9.038965e-02
19	-1.865078e+02	9.011420e-02	4.164318e-01	2.776869e-01	1.086628e-01	9.054199e-02
20	-1.865801e+02	8.996591e-02	4.163709e-01	2.777886e-01	1.086658e-01	9.068535e-02
