RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue
0							2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	
1	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	3.680066e+08	8.620000e+12	8.334308e+03	1.198369e+04	6.572092e+04
2	-1.783768e+02	1.389742e-01	4.029306e-01	2.708295e-01	1.094893e-01	7.777632e-02	3.387027e+08	8.620000e+12	8.322082e+03	1.200981e+04	5.050088e+04
3	-1.837381e+02	1.284438e-01	4.098435e-01	2.724645e-01	1.097243e-01	7.952392e-02	3.311850e+08	8.620000e+12	8.327193e+03	1.202914e+04	4.082083e+04
4	-1.869499e+02	1.206561e-01	4.142950e-01	2.738418e-01	1.097777e-01	8.142942e-02	3.129759e+08	8.620000e+12	8.317022e+03	1.204415e+04	3.504578e+04
5	-1.892935e+02	1.148932e-01	4.170841e-01	2.750550e-01	1.098074e-01	8.316035e-02	3.003154e+08	8.620000e+12	8.309828e+03	1.205597e+04	3.132333e+04
6	-1.911427e+02	1.105507e-01	4.187937e-01	2.761336e-01	1.098392e-01	8.468277e-02	2.944001e+08	8.620000e+12	8.308588e+03	1.206552e+04	2.762148e+04
7	-1.926350e+02	1.072190e-01	4.198300e-01	2.770788e-01	1.098730e-01	8.599910e-02	2.783585e+08	8.620000e+12	8.292753e+03	1.207275e+04	2.532267e+04
8	-1.939073e+02	1.046970e-01	4.203464e-01	2.779173e-01	1.099183e-01	8.712102e-02	2.793558e+08	8.620000e+12	8.297363e+03	1.207813e+04	2.351916e+04
9	-1.946160e+02	1.027040e-01	4.206202e-01	2.786040e-01	1.099172e-01	8.815448e-02	2.839668e+08	8.620000e+12	8.305955e+03	1.208268e+04	2.282874e+04
10	-1.952487e+02	1.011004e-01	4.207495e-01	2.791999e-01	1.099248e-01	8.902542e-02	2.917135e+08	8.620000e+12	8.317524e+03	1.208581e+04	2.142414e+04
11	-1.956756e+02	9.974129e-02	4.207417e-01	2.797419e-01	1.099188e-01	8.985630e-02	2.822933e+08	8.620000e+12	8.307718e+03	1.208933e+04	2.116085e+04
12	-1.961988e+02	9.879489e-02	4.207410e-01	2.801398e-01	1.099427e-01	9.038165e-02	2.834636e+08	8.620000e+12	8.310787e+03	1.209117e+04	2.037637e+04
13	-1.959573e+02	9.803896e-02	4.206881e-01	2.804132e-01	1.098800e-01	9.097977e-02	2.922489e+08	8.620000e+12	8.322515e+03	1.209319e+04	2.045958e+04
14	-1.966419e+02	9.730470e-02	4.205346e-01	2.808124e-01	1.099352e-01	9.141299e-02	2.860386e+08	8.620000e+12	8.315692e+03	1.209506e+04	1.932684e+04
15	-1.970482e+02	9.679285e-02	4.204404e-01	2.810783e-01	1.099645e-01	9.172388e-02	2.881310e+08	8.620000e+12	8.318824e+03	1.209592e+04	1.934666e+04
16	-1.971604e+02	9.634033e-02	4.203168e-01	2.813054e-01	1.099603e-01	9.207718e-02	2.833903e+08	8.620000e+12	8.313697e+03	1.209707e+04	1.868995e+04
17	-1.971116e+02	9.607430e-02	4.202699e-01	2.814168e-01	1.099431e-01	9.229581e-02	2.786798e+08	8.620000e+12	8.308281e+03	1.209843e+04	1.863959e+04
18	-1.974256e+02	9.588267e-02	4.201941e-01	2.815491e-01	1.099748e-01	9.239935e-02	2.730780e+08	8.620000e+12	8.300720e+03	1.209809e+04	1.835611e+04
19	-1.974416e+02	9.569205e-02	4.200039e-01	2.816985e-01	1.099711e-01	9.263441e-02	2.800479e+08	8.620000e+12	8.309986e+03	1.209844e+04	1.843719e+04
20	-1.974998e+02	9.553099e-02	4.199344e-01	2.817916e-01	1.099722e-01	9.277072e-02	2.806662e+08	8.620000e+12	8.310748e+03	1.209919e+04	1.812183e+04
