RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.647560e+02	1.389434e-01	3.806558e-01	2.672386e-01	1.081602e-01	7.637723e-02
3	-1.727646e+02	1.322308e-01	3.743383e-01	2.740543e-01	1.091090e-01	8.375455e-02
4	-1.782625e+02	1.252346e-01	3.727886e-01	2.786684e-01	1.096196e-01	8.914365e-02
5	-1.834406e+02	1.165832e-01	3.729812e-01	2.832563e-01	1.099720e-01	9.496837e-02
6	-1.850565e+02	1.132397e-01	3.735075e-01	2.847840e-01	1.100422e-01	9.704934e-02
7	-1.846766e+02	1.151662e-01	3.670789e-01	2.865539e-01	1.101534e-01	9.937070e-02
8	-1.856027e+02	1.126178e-01	3.702688e-01	2.865036e-01	1.101300e-01	9.936536e-02
9	-1.864909e+02	1.105454e-01	3.691447e-01	2.880460e-01	1.101743e-01	1.015461e-01
10	-1.887266e+02	1.032832e-01	3.756534e-01	2.889294e-01	1.100689e-01	1.031874e-01
11	-1.899372e+02	9.793768e-02	3.806091e-01	2.894525e-01	1.099219e-01	1.044129e-01
12	-1.898440e+02	9.851932e-02	3.784508e-01	2.900817e-01	1.099647e-01	1.052286e-01
13	-1.900317e+02	9.740287e-02	3.771861e-01	2.911509e-01	1.099551e-01	1.068609e-01
14	-1.900820e+02	9.689411e-02	3.763073e-01	2.917613e-01	1.099501e-01	1.077918e-01
15	-1.903956e+02	9.511169e-02	3.794342e-01	2.913026e-01	1.098684e-01	1.073488e-01
16	-1.907329e+02	9.238638e-02	3.831168e-01	2.910474e-01	1.097382e-01	1.073566e-01
17	-1.909448e+02	8.932014e-02	3.873404e-01	2.907080e-01	1.095678e-01	1.073587e-01
18	-1.906004e+02	9.369311e-02	3.823898e-01	2.907362e-01	1.097907e-01	1.067322e-01
19	-1.908234e+02	9.097725e-02	3.885210e-01	2.894360e-01	1.096127e-01	1.053158e-01
20	-1.909551e+02	8.745103e-02	3.918966e-01	2.896569e-01	1.094217e-01	1.062202e-01
