RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.023605e+00	7.735322e+01
2	4.059445e+00	7.920070e+01
3	4.133892e+00	8.085521e+01
4	4.244192e+00	8.286395e+01
5	4.291291e+00	8.364452e+01
6	4.215717e+00	8.360194e+01
7	4.273347e+00	8.401415e+01
8	4.290908e+00	8.460746e+01
9	4.440023e+00	8.606054e+01
10	4.555638e+00	8.719942e+01
11	4.528715e+00	8.717767e+01
12	4.532989e+00	8.757325e+01
13	4.532272e+00	8.777445e+01
14	4.584486e+00	8.807828e+01
15	4.655918e+00	8.863315e+01
16	4.738851e+00	8.928002e+01
17	4.630836e+00	8.829693e+01
18	4.725753e+00	8.870434e+01
19	4.809194e+00	8.956347e+01
20	4.852322e+00	8.988159e+01
