RTO_iter	cost	con	merit
1	2.250000e+00	-1.250000e+00	2.250000e+00
2	2.042888e+00	-1.243248e+00	2.042888e+00
3	1.658667e+00	-1.200837e+00	1.658667e+00
4	1.314439e+00	-1.119870e+00	1.314439e+00
5	1.010202e+00	-9.999847e-01	1.010202e+00
6	7.459569e-01	-8.408694e-01	7.459569e-01
7	5.217032e-01	-6.422660e-01	5.217032e-01
8	3.374425e-01	-4.039678e-01	3.374425e-01
9	1.931762e-01	-1.258197e-01	1.931762e-01
10	1.890304e-01	7.371942e-03	2.627498e-01
11	1.478879e-01	8.965978e-04	1.568539e-01
12	1.485405e-01	7.468448e-03	2.232249e-01
13	1.450294e-01	1.448898e-03	1.595184e-01
14	1.457787e-01	1.845708e-04	1.476244e-01
15	1.454586e-01	1.891500e-04	1.473501e-01
16	1.455633e-01	8.010311e-04	1.535736e-01
17	1.453308e-01	2.822710e-04	1.481535e-01
18	1.453737e-01	1.119270e-04	1.464929e-01
19	1.453899e-01	1.111421e-04	1.465013e-01
20	1.453876e-01	4.849119e-05	1.458725e-01
21	1.454118e-01	4.774343e-05	1.458892e-01
22	1.454046e-01	2.221450e-05	1.456268e-01
23	1.454208e-01	2.193282e-05	1.456401e-01
24	1.454157e-01	1.065722e-05	1.455223e-01
25	1.454248e-01	1.053945e-05	1.455302e-01
26	1.454219e-01	5.321930e-06	1.454752e-01
27	1.454269e-01	5.263629e-06	1.454795e-01
28	1.454254e-01	2.852170e-06	1.454539e-01
29	1.454282e-01	2.827902e-06	1.454565e-01
30	1.454275e-01	1.799570e-06	1.454455e-01
