RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	profit_eps	Fb_profit_lam	Tr_profit_lam	$residue
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	
1	-1.792546e+02	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	2.144896e+08	4.346078e+13	8.244960e+03	1.271050e+04	-3.927141e-05	1.282568e-02	3.886030e-04	1.013053e+01
2	-1.780249e+02	-1.780180e+02	1.393115e-01	4.186405e-01	2.642392e-01	1.092749e-01	6.853393e-02	2.106279e+08	4.385982e+13	8.262829e+03	1.275392e+04	-6.666413e-05	2.333542e-02	7.196392e-04	6.795417e+00
3	-1.851852e+02	-1.851784e+02	1.257429e-01	4.202864e-01	2.693298e-01	1.096769e-01	7.496394e-02	2.085212e+08	4.408955e+13	8.279204e+03	1.278819e+04	-7.962069e-05	2.874595e-02	8.940582e-04	1.810870e+00
4	-1.880434e+02	-1.880388e+02	1.189175e-01	4.207423e-01	2.719478e-01	1.097646e-01	7.862790e-02	2.084831e+08	4.408269e+13	8.315860e+03	1.284901e+04	-7.958917e-05	2.874092e-02	8.933793e-04	4.459885e-03
5	-1.907202e+02	-1.907170e+02	1.164393e-01	4.228270e-01	2.722777e-01	1.099803e-01	7.847579e-02	2.068527e+08	4.428862e+13	8.294382e+03	1.281865e+04	-8.847423e-05	3.269124e-02	1.029199e-03	9.797483e-01
6	-1.899377e+02	-1.899365e+02	1.115868e-01	4.179839e-01	2.759630e-01	1.097390e-01	8.472740e-02	1.996965e+08	4.513189e+13	8.279739e+03	1.282560e+04	-1.248247e-04	4.903983e-02	1.595335e-03	1.679513e+01
7	-1.918982e+02	-1.918974e+02	1.103829e-01	4.173271e-01	2.768757e-01	1.099496e-01	8.546468e-02	1.977974e+08	4.535609e+13	8.273003e+03	1.282149e+04	-1.342609e-04	5.330279e-02	1.744285e-03	1.144551e+00
8	-1.914098e+02	-1.914097e+02	1.097708e-01	4.168453e-01	2.772473e-01	1.098672e-01	8.626945e-02	1.945981e+08	4.570119e+13	8.292474e+03	1.286416e+04	-1.501693e-04	6.053601e-02	1.988103e-03	3.270368e+00
9	-1.916389e+02	-1.916379e+02	1.115333e-01	4.195741e-01	2.755045e-01	1.099343e-01	8.345380e-02	1.976367e+08	4.535631e+13	8.319005e+03	1.289217e+04	-1.343956e-04	5.336924e-02	1.747677e-03	3.205738e+00
10	-1.905312e+02	-1.905301e+02	1.121210e-01	4.204846e-01	2.748011e-01	1.098042e-01	8.278915e-02	2.007124e+08	4.499646e+13	8.325942e+03	1.289182e+04	-1.185940e-04	4.619942e-02	1.502369e-03	3.220889e+00
11	-1.909865e+02	-1.909859e+02	1.109324e-01	4.189126e-01	2.759290e-01	1.098338e-01	8.439221e-02	1.986378e+08	4.524761e+13	8.308314e+03	1.287298e+04	-1.289222e-04	5.087500e-02	1.667454e-03	1.380654e+00
12	-1.914182e+02	-1.914185e+02	1.092990e-01	4.165470e-01	2.775434e-01	1.098522e-01	8.675840e-02	1.975806e+08	4.536399e+13	8.323551e+03	1.289898e+04	-1.341258e-04	5.324227e-02	1.748637e-03	3.522242e-01
13	-1.904356e+02	-1.904353e+02	1.107818e-01	4.185659e-01	2.760699e-01	1.097612e-01	8.482132e-02	1.963307e+08	4.550788e+13	8.320974e+03	1.289962e+04	-1.403217e-04	5.605028e-02	1.846250e-03	4.959688e-01
14	-1.904076e+02	-1.904076e+02	1.103730e-01	4.177502e-01	2.765518e-01	1.097513e-01	8.557371e-02	1.974002e+08	4.538409e+13	8.316364e+03	1.289012e+04	-1.350907e-04	5.368200e-02	1.763001e-03	3.538283e-01
15	-1.914531e+02	-1.914532e+02	1.095724e-01	4.167105e-01	2.773798e-01	1.098661e-01	8.647122e-02	1.998129e+08	4.509625e+13	8.327277e+03	1.289604e+04	-1.229154e-04	4.816808e-02	1.570584e-03	1.913884e+00
16	-1.903293e+02	-1.903293e+02	1.101208e-01	4.175535e-01	2.767168e-01	1.097332e-01	8.587567e-02	2.033243e+08	4.466768e+13	8.335372e+03	1.289518e+04	-1.049474e-04	4.003290e-02	1.286381e-03	4.166205e+00
17	-1.902640e+02	-1.902639e+02	1.099853e-01	4.175071e-01	2.767788e-01	1.097197e-01	8.600913e-02	1.992130e+08	4.518711e+13	8.293819e+03	1.285129e+04	-1.248399e-04	4.901089e-02	1.615164e-03	5.138439e+00
18	-1.930247e+02	-1.930256e+02	1.072078e-01	4.137928e-01	2.796058e-01	1.100075e-01	8.938607e-02	2.028079e+08	4.474141e+13	8.312708e+03	1.286254e+04	-1.066886e-04	4.077539e-02	1.324633e-03	4.280356e+00
19	-1.905050e+02	-1.905053e+02	1.091972e-01	4.167273e-01	2.774125e-01	1.097279e-01	8.693519e-02	2.066432e+08	4.426468e+13	8.338331e+03	1.288740e+04	-8.640256e-05	3.155871e-02	1.007981e-03	5.327096e+00
20	-1.902395e+02	-1.902392e+02	1.105998e-01	4.188920e-01	2.759823e-01	1.097237e-01	8.480219e-02	2.096374e+08	4.388135e+13	8.335200e+03	1.287096e+04	-7.081362e-05	2.448579e-02	7.596125e-04	3.152540e+00
