RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.744546e+02	1.204665e-01	3.967071e-01	2.704161e-01	1.086321e-01	7.972784e-02
3	-1.837064e+02	1.070735e-01	3.975926e-01	2.773784e-01	1.092925e-01	8.819004e-02
4	-1.877333e+02	9.958114e-02	3.964935e-01	2.817726e-01	1.095002e-01	9.415848e-02
5	-1.901300e+02	9.361313e-02	3.930097e-01	2.862599e-01	1.095845e-01	1.006362e-01
6	-1.904578e+02	9.201109e-02	3.928356e-01	2.871082e-01	1.095555e-01	1.019958e-01
7	-1.905714e+02	9.126089e-02	3.929292e-01	2.874273e-01	1.095343e-01	1.025379e-01
8	-1.905663e+02	9.116897e-02	3.931866e-01	2.873611e-01	1.095260e-01	1.024636e-01
9	-1.908504e+02	8.976964e-02	3.911081e-01	2.889091e-01	1.095259e-01	1.047861e-01
10	-1.909746e+02	8.799944e-02	3.883071e-01	2.909130e-01	1.094977e-01	1.078763e-01
11	-1.909249e+02	8.694907e-02	3.869039e-01	2.919796e-01	1.094617e-01	1.095842e-01
12	-1.909460e+02	8.716690e-02	3.873365e-01	2.917002e-01	1.094687e-01	1.091443e-01
13	-1.908656e+02	8.649448e-02	3.860414e-01	2.925442e-01	1.094447e-01	1.104821e-01
14	-1.908109e+02	8.620793e-02	3.853891e-01	2.929437e-01	1.094332e-01	1.111159e-01
15	-1.908330e+02	8.627152e-02	3.857079e-01	2.927831e-01	1.094347e-01	1.108705e-01
16	-1.907902e+02	8.603374e-02	3.852941e-01	2.930614e-01	1.094238e-01	1.113206e-01
17	-1.907456e+02	8.575215e-02	3.850110e-01	2.933047e-01	1.094089e-01	1.117304e-01
18	-1.909575e+02	8.717792e-02	3.878189e-01	2.914939e-01	1.094642e-01	1.088482e-01
19	-1.909683e+02	8.746022e-02	3.880657e-01	2.912616e-01	1.094753e-01	1.084666e-01
20	-1.908961e+02	8.654034e-02	3.866984e-01	2.922506e-01	1.094419e-01	1.100501e-01
