RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.702327e+02	1.171514e-01	4.118798e-01	2.651618e-01	1.077749e-01	7.441810e-02
3	-1.789654e+02	1.031913e-01	4.174568e-01	2.703661e-01	1.082745e-01	8.072578e-02
4	-1.831589e+02	9.590469e-02	4.184449e-01	2.738044e-01	1.084775e-01	8.527410e-02
5	-1.852343e+02	9.203426e-02	4.179985e-01	2.760089e-01	1.085708e-01	8.830103e-02
6	-1.863202e+02	8.991513e-02	4.172934e-01	2.773998e-01	1.086197e-01	9.024074e-02
7	-1.869288e+02	8.867187e-02	4.167050e-01	2.782848e-01	1.086466e-01	9.148751e-02
8	-1.872492e+02	8.807814e-02	4.162322e-01	2.787903e-01	1.086654e-01	9.218926e-02
9	-1.874389e+02	8.767948e-02	4.159689e-01	2.791045e-01	1.086742e-01	9.263404e-02
10	-1.875655e+02	8.735290e-02	4.158401e-01	2.793224e-01	1.086768e-01	9.295340e-02
11	-1.876481e+02	8.706328e-02	4.158261e-01	2.794708e-01	1.086740e-01	9.318416e-02
12	-1.877032e+02	8.697201e-02	4.157072e-01	2.795684e-01	1.086782e-01	9.331791e-02
13	-1.877412e+02	8.692581e-02	4.156065e-01	2.796357e-01	1.086821e-01	9.340723e-02
14	-1.877691e+02	8.675684e-02	4.156682e-01	2.796910e-01	1.086771e-01	9.350513e-02
15	-1.877882e+02	8.670132e-02	4.156490e-01	2.797266e-01	1.086772e-01	9.355836e-02
16	-1.877961e+02	8.665609e-02	4.156630e-01	2.797425e-01	1.086759e-01	9.358593e-02
17	-1.878057e+02	8.668516e-02	4.155964e-01	2.797579e-01	1.086793e-01	9.359894e-02
18	-1.878135e+02	8.672541e-02	4.155254e-01	2.797697e-01	1.086830e-01	9.360560e-02
19	-1.877886e+02	8.684285e-02	4.155051e-01	2.797214e-01	1.086855e-01	9.352547e-02
20	-1.877805e+02	8.681774e-02	4.155623e-01	2.797082e-01	1.086826e-01	9.351440e-02
