RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue
0							2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	
1	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	5.376188e+08	8.620000e+12	8.471044e+03	1.199056e+04	6.520420e+04
2	-1.885647e+02	1.199884e-01	4.091031e-01	2.763894e-01	1.100325e-01	8.448652e-02	4.264025e+08	8.620000e+12	8.427988e+03	1.204644e+04	3.692387e+04
3	-1.922241e+02	1.077718e-01	4.185371e-01	2.773664e-01	1.098625e-01	8.646217e-02	3.935196e+08	8.620000e+12	8.419056e+03	1.207556e+04	2.654670e+04
4	-1.942371e+02	1.011919e-01	4.211932e-01	2.788823e-01	1.097954e-01	8.893736e-02	3.659688e+08	8.620000e+12	8.403478e+03	1.209174e+04	2.221143e+04
5	-1.955489e+02	9.768354e-02	4.215860e-01	2.801325e-01	1.098003e-01	9.079768e-02	3.514149e+08	8.620000e+12	8.394395e+03	1.210078e+04	2.051161e+04
6	-1.964960e+02	9.574277e-02	4.212935e-01	2.810550e-01	1.098369e-01	9.207190e-02	3.480367e+08	8.620000e+12	8.394029e+03	1.210618e+04	1.886336e+04
7	-1.971950e+02	9.459359e-02	4.209208e-01	2.816968e-01	1.098781e-01	9.291074e-02	3.324677e+08	8.620000e+12	8.378919e+03	1.210911e+04	1.811185e+04
8	-1.978396e+02	9.405034e-02	4.205424e-01	2.821144e-01	1.099394e-01	9.335346e-02	3.373029e+08	8.620000e+12	8.384911e+03	1.211038e+04	1.761253e+04
9	-1.979495e+02	9.365081e-02	4.203089e-01	2.823671e-01	1.099387e-01	9.373452e-02	3.453763e+08	8.620000e+12	8.394106e+03	1.211146e+04	1.781636e+04
10	-1.980481e+02	9.332211e-02	4.201998e-01	2.825415e-01	1.099379e-01	9.399871e-02	3.568631e+08	8.620000e+12	8.406176e+03	1.211179e+04	1.735113e+04
11	-1.980323e+02	9.298060e-02	4.201328e-01	2.826920e-01	1.099217e-01	9.427293e-02	3.459833e+08	8.620000e+12	8.395651e+03	1.211304e+04	1.771527e+04
12	-1.982363e+02	9.295990e-02	4.201159e-01	2.827266e-01	1.099462e-01	9.425133e-02	3.493118e+08	8.620000e+12	8.399503e+03	1.211286e+04	1.745751e+04
13	-1.977196e+02	9.293656e-02	4.200872e-01	2.826960e-01	1.098818e-01	9.439848e-02	3.606140e+08	8.620000e+12	8.410803e+03	1.211318e+04	1.789782e+04
14	-1.981497e+02	9.270412e-02	4.200396e-01	2.828427e-01	1.099253e-01	9.448833e-02	3.538091e+08	8.620000e+12	8.404177e+03	1.211390e+04	1.711009e+04
15	-1.983882e+02	9.267489e-02	4.200494e-01	2.828728e-01	1.099532e-01	9.444960e-02	3.566618e+08	8.620000e+12	8.406974e+03	1.211367e+04	1.740940e+04
16	-1.983375e+02	9.260056e-02	4.200265e-01	2.829044e-01	1.099440e-01	9.452455e-02	3.512627e+08	8.620000e+12	8.401827e+03	1.211396e+04	1.697989e+04
17	-1.981710e+02	9.268213e-02	4.200475e-01	2.828496e-01	1.099268e-01	9.449403e-02	3.455036e+08	8.620000e+12	8.396022e+03	1.211454e+04	1.707431e+04
18	-1.983980e+02	9.276638e-02	4.200262e-01	2.828501e-01	1.099589e-01	9.439848e-02	3.398415e+08	8.620000e+12	8.389402e+03	1.211353e+04	1.694720e+04
19	-1.983468e+02	9.283286e-02	4.199244e-01	2.828627e-01	1.099571e-01	9.442292e-02	3.489245e+08	8.620000e+12	8.398807e+03	1.211331e+04	1.715056e+04
20	-1.983260e+02	9.278115e-02	4.199442e-01	2.828714e-01	1.099519e-01	9.445143e-02	3.494295e+08	8.620000e+12	8.399160e+03	1.211376e+04	1.687446e+04
