RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.554654e+00	8.021683e+01
2	4.811298e+00	8.342604e+01
3	4.934037e+00	8.538980e+01
4	4.991131e+00	8.654750e+01
5	5.018072e+00	8.722718e+01
6	5.032170e+00	8.764274e+01
7	5.036985e+00	8.785456e+01
8	5.040756e+00	8.799409e+01
9	5.044719e+00	8.810345e+01
10	5.049240e+00	8.819459e+01
11	5.049514e+00	8.823036e+01
12	5.049246e+00	8.825095e+01
13	5.052588e+00	8.830006e+01
14	5.053290e+00	8.831862e+01
15	5.054160e+00	8.833194e+01
16	5.053020e+00	8.832690e+01
17	5.051656e+00	8.831862e+01
18	5.049561e+00	8.828309e+01
19	5.050541e+00	8.828746e+01
20	5.052217e+00	8.830125e+01
