RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.044105e+00	7.983317e+01
2	4.177104e+00	8.279877e+01
3	4.330835e+00	8.481708e+01
4	4.476761e+00	8.677453e+01
5	4.522380e+00	8.704795e+01
6	4.421863e+00	8.650794e+01
7	4.487034e+00	8.663112e+01
8	4.485742e+00	8.704419e+01
9	4.628776e+00	8.826209e+01
10	4.709273e+00	8.897825e+01
11	4.632152e+00	8.843574e+01
12	4.611109e+00	8.850655e+01
13	4.595508e+00	8.840968e+01
14	4.641015e+00	8.850745e+01
15	4.692842e+00	8.890416e+01
16	4.750009e+00	8.934358e+01
17	4.609299e+00	8.809938e+01
18	4.706064e+00	8.854942e+01
19	4.768003e+00	8.935924e+01
20	4.785730e+00	8.947117e+01
