RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
0												2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	-1.792546e+02	1.456398e-01	1.456398e-01	3.793878e-01	3.793878e-01	2.781069e-01	2.781069e-01	1.101474e-01	1.101474e-01	8.671814e-02	8.671814e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.449895e-03	8.771913e-03	4.347475e-04	1.189590e-02	1.438073e-02	-7.918618e-05	-2.105380e-02	-1.084364e-02	1.100142e-03	-3.693946e-03	-4.778409e-03	9.432476e-04	-1.994897e-02	-2.519481e-03	-1.321557e-03
2	-1.775822e+02	1.147877e-01	1.211646e-01	3.671561e-01	3.822668e-01	2.939201e-01	2.768308e-01	1.083720e-01	1.092402e-01	1.157640e-01	8.705187e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	6.385581e-03	7.512569e-03	4.223269e-04	1.519525e-02	1.249535e-02	-1.206658e-04	-1.724244e-02	-9.821014e-03	1.013805e-03	1.126541e-03	-4.659665e-03	9.792076e-04	-2.908843e-02	-1.726652e-03	-1.491965e-03
3	-1.867145e+02	9.736112e-02	1.066623e-01	3.641350e-01	3.811804e-01	3.002316e-01	2.848836e-01	1.060376e-01	1.098783e-01	1.322346e-01	9.739332e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	9.477382e-03	6.076713e-03	3.473256e-04	1.714610e-02	1.111725e-02	-1.960778e-04	-1.545344e-02	-8.952568e-03	1.050007e-03	3.907297e-03	-4.373075e-03	9.828825e-04	-3.465638e-02	-1.293077e-03	-1.529207e-03
4	-1.893639e+02	8.704624e-02	9.812168e-02	3.654182e-01	3.837006e-01	3.025366e-01	2.880856e-01	1.044030e-01	1.098101e-01	1.405960e-01	1.024715e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.119935e-02	5.190319e-03	2.452094e-04	1.848028e-02	9.204304e-03	-2.154662e-04	-1.460236e-02	-8.065319e-03	1.015426e-03	5.333288e-03	-4.272511e-03	1.046140e-03	-3.822246e-02	4.211802e-04	-1.423069e-03
5	-1.905984e+02	7.737075e-02	8.986305e-02	3.679562e-01	3.873468e-01	3.039743e-01	2.903315e-01	1.026313e-01	1.095534e-01	1.480675e-01	1.068823e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.259074e-02	4.578487e-03	2.782503e-04	1.945492e-02	8.578226e-03	-2.624926e-04	-1.366967e-02	-7.970977e-03	1.034266e-03	6.909609e-03	-4.292882e-03	9.292109e-04	-4.137088e-02	7.179313e-04	-1.347809e-03
6	-1.906503e+02	7.969838e-02	9.198480e-02	3.677918e-01	3.871230e-01	3.035164e-01	2.895116e-01	1.031406e-01	1.096577e-01	1.458528e-01	1.052267e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.229792e-02	4.945698e-03	2.819401e-04	1.941485e-02	8.724298e-03	-2.799264e-04	-1.381166e-02	-8.624699e-03	9.753581e-04	6.716545e-03	-5.104078e-03	8.950474e-04	-4.056382e-02	1.010685e-03	-1.395542e-03
7	-1.931769e+02	8.653613e-02	9.781564e-02	3.626002e-01	3.811588e-01	3.035560e-01	2.897457e-01	1.040132e-01	1.103460e-01	1.432945e-01	1.042804e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.095894e-02	5.728793e-03	3.640003e-04	1.811495e-02	9.555703e-03	-1.722169e-04	-1.396941e-02	-8.444322e-03	1.027559e-03	6.013672e-03	-4.343673e-03	9.131585e-04	-3.869505e-02	7.258590e-05	-1.433269e-03
8	-1.908708e+02	8.544444e-02	9.662311e-02	3.646042e-01	3.830160e-01	3.031874e-01	2.890340e-01	1.040086e-01	1.099620e-01	1.427553e-01	1.039345e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.138067e-02	5.083495e-03	3.058676e-04	1.832233e-02	9.689550e-03	-1.268367e-04	-1.425261e-02	-8.086860e-03	1.055733e-03	5.945611e-03	-4.744001e-03	9.677299e-04	-3.896750e-02	9.525869e-04	-1.385783e-03
9	-1.908940e+02	8.411741e-02	9.565366e-02	3.635469e-01	3.818839e-01	3.038376e-01	2.899499e-01	1.036291e-01	1.099271e-01	1.448690e-01	1.053577e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.148948e-02	5.095650e-03	3.084721e-04	1.848292e-02	9.063707e-03	-2.306930e-04	-1.393849e-02	-7.984114e-03	1.021725e-03	6.091740e-03	-3.966394e-03	1.034522e-03	-3.948525e-02	4.212611e-04	-1.413979e-03
