RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.787172e+02	1.212574e-01	3.822907e-01	2.765903e-01	1.094088e-01	8.665919e-02
3	-1.871265e+02	1.067365e-01	3.812277e-01	2.847970e-01	1.099377e-01	9.738224e-02
4	-1.897754e+02	9.814930e-02	3.837905e-01	2.879982e-01	1.098683e-01	1.023924e-01
5	-1.909127e+02	9.002849e-02	3.874308e-01	2.903405e-01	1.095951e-01	1.067254e-01
6	-1.907512e+02	9.200740e-02	3.870796e-01	2.895588e-01	1.096702e-01	1.053277e-01
7	-1.899977e+02	9.763107e-02	3.806897e-01	2.895670e-01	1.099148e-01	1.046060e-01
8	-1.901123e+02	9.677471e-02	3.830336e-01	2.889893e-01	1.098597e-01	1.039048e-01
9	-1.903407e+02	9.562188e-02	3.819738e-01	2.899927e-01	1.098509e-01	1.054364e-01
10	-1.909784e+02	8.788911e-02	3.890707e-01	2.906437e-01	1.094829e-01	1.075169e-01
11	-1.909281e+02	8.528120e-02	3.925391e-01	2.903823e-01	1.093096e-01	1.076446e-01
12	-1.909031e+02	9.009717e-02	3.880628e-01	2.900424e-01	1.095886e-01	1.062979e-01
13	-1.908927e+02	9.040383e-02	3.861121e-01	2.907194e-01	1.096275e-01	1.071965e-01
14	-1.908368e+02	9.119666e-02	3.847191e-01	2.909334e-01	1.096755e-01	1.073737e-01
15	-1.909159e+02	8.999022e-02	3.870712e-01	2.905095e-01	1.095986e-01	1.069685e-01
16	-1.909791e+02	8.760540e-02	3.899302e-01	2.904135e-01	1.094583e-01	1.072453e-01
17	-1.909248e+02	8.529378e-02	3.930022e-01	2.901820e-01	1.093035e-01	1.073623e-01
18	-1.906863e+02	9.263965e-02	3.866648e-01	2.894345e-01	1.096964e-01	1.050625e-01
19	-1.909086e+02	8.850810e-02	3.920133e-01	2.891165e-01	1.094630e-01	1.052857e-01
20	-1.908537e+02	8.439054e-02	3.951729e-01	2.896796e-01	1.092237e-01	1.068481e-01
