RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.750899e+02	1.307366e-01	3.697645e-01	2.769696e-01	1.094293e-01	8.716668e-02
3	-1.830996e+02	1.184271e-01	3.673655e-01	2.847242e-01	1.100722e-01	9.686956e-02
4	-1.869576e+02	1.090506e-01	3.716842e-01	2.877237e-01	1.101396e-01	1.011666e-01
5	-1.894032e+02	1.006193e-01	3.757543e-01	2.901968e-01	1.100372e-01	1.051836e-01
6	-1.897490e+02	9.898436e-02	3.784559e-01	2.898539e-01	1.099732e-01	1.048612e-01
7	-1.889475e+02	1.024634e-01	3.722114e-01	2.907849e-01	1.101060e-01	1.058592e-01
8	-1.893541e+02	1.007914e-01	3.772211e-01	2.894938e-01	1.100193e-01	1.041828e-01
9	-1.895884e+02	9.972471e-02	3.753906e-01	2.907845e-01	1.100259e-01	1.060991e-01
10	-1.905860e+02	9.381952e-02	3.823591e-01	2.906893e-01	1.097951e-01	1.066487e-01
11	-1.908828e+02	9.057826e-02	3.861156e-01	2.906365e-01	1.096342e-01	1.070521e-01
12	-1.906343e+02	9.331620e-02	3.819461e-01	2.911003e-01	1.097837e-01	1.072992e-01
13	-1.905679e+02	9.352209e-02	3.799299e-01	2.918460e-01	1.098113e-01	1.083350e-01
14	-1.904919e+02	9.405757e-02	3.790236e-01	2.919721e-01	1.098380e-01	1.084440e-01
15	-1.906727e+02	9.297314e-02	3.823906e-01	2.910757e-01	1.097670e-01	1.073125e-01
16	-1.908490e+02	9.105009e-02	3.850690e-01	2.908552e-01	1.096656e-01	1.072860e-01
17	-1.909571e+02	8.897392e-02	3.879956e-01	2.905936e-01	1.095446e-01	1.072565e-01
18	-1.904872e+02	9.459405e-02	3.814037e-01	2.907229e-01	1.098305e-01	1.065930e-01
19	-1.907734e+02	9.170830e-02	3.875355e-01	2.895076e-01	1.096532e-01	1.053019e-01
20	-1.909615e+02	8.863276e-02	3.893829e-01	2.901686e-01	1.095108e-01	1.067205e-01
