RTO_iter	cost	con	merit
1	2.250000e+00	-1.250000e+00	2.250000e+00
2	2.042888e+00	-1.243248e+00	2.042888e+00
3	1.658667e+00	-1.200837e+00	1.658667e+00
4	1.314439e+00	-1.119870e+00	1.314439e+00
5	1.010202e+00	-9.999847e-01	1.010202e+00
6	7.459569e-01	-8.408694e-01	7.459569e-01
7	5.217032e-01	-6.422660e-01	5.217032e-01
8	3.374425e-01	-4.039678e-01	3.374425e-01
9	1.931762e-01	-1.258197e-01	1.931762e-01
10	1.933542e-01	-5.114723e-09	1.933542e-01
11	1.483263e-01	-6.428409e-09	1.483263e-01
12	1.508094e-01	-6.940739e-09	1.508094e-01
13	1.455004e-01	-6.735361e-09	1.455004e-01
14	1.483263e-01	-6.622575e-09	1.483263e-01
15	1.458903e-01	-6.742806e-09	1.458903e-01
16	1.454404e-01	-6.802705e-09	1.454404e-01
17	1.458903e-01	-6.711462e-09	1.458903e-01
18	1.456015e-01	-6.740400e-09	1.456015e-01
19	1.455050e-01	-6.754481e-09	1.455050e-01
20	1.454688e-01	-6.628462e-09	1.454688e-01
21	1.454537e-01	-6.764179e-09	1.454537e-01
22	1.454469e-01	-6.755914e-09	1.454469e-01
23	1.454439e-01	-6.765245e-09	1.454439e-01
24	1.454426e-01	-6.748762e-09	1.454426e-01
25	1.454422e-01	-6.683159e-09	1.454422e-01
26	1.454420e-01	-6.702037e-09	1.454420e-01
27	1.454420e-01	-6.717584e-09	1.454420e-01
28	1.454420e-01	-6.721758e-09	1.454420e-01
29	1.454420e-01	-6.711259e-09	1.454420e-01
30	1.454420e-01	-6.712308e-09	1.454420e-01
