RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	profit_eps	Fb_profit_lam	Tr_profit_lam	$residue
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	
1	-1.792546e+02	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	2.145278e+08	4.345737e+13	8.245018e+03	1.271047e+04	-3.892236e-04	1.271195e-01	3.851410e-03	1.004149e+01
2	-1.779956e+02	-1.779269e+02	1.394371e-01	4.185139e-01	2.642414e-01	1.092773e-01	6.853033e-02	2.149330e+08	4.347394e+13	8.269411e+03	1.274973e+04	-2.729332e-04	1.049381e-01	3.287336e-03	6.946991e+00
3	-1.852041e+02	-1.851732e+02	1.257105e-01	4.200873e-01	2.694254e-01	1.096806e-01	7.509616e-02	2.166178e+08	4.330574e+13	8.291749e+03	1.277993e+04	-1.313394e-04	5.523721e-02	1.757519e-03	2.044846e+00
4	-1.880739e+02	-1.880647e+02	1.186615e-01	4.206037e-01	2.721017e-01	1.097597e-01	7.887343e-02	2.185583e+08	4.306417e+13	8.331636e+03	1.283852e+04	-3.288627e-06	2.046558e-03	3.069949e-05	2.053171e-01
5	-1.907513e+02	-1.907512e+02	1.159978e-01	4.228234e-01	2.724440e-01	1.099655e-01	7.876931e-02	2.169962e+08	4.327624e+13	8.310419e+03	1.280832e+04	-9.179038e-05	4.150872e-02	1.390636e-03	1.256482e+00
6	-1.899447e+02	-1.899432e+02	1.111018e-01	4.180264e-01	2.761238e-01	1.097188e-01	8.502925e-02	2.118201e+08	4.393687e+13	8.299522e+03	1.281352e+04	-3.645137e-04	1.649433e-01	5.687057e-03	1.739320e+01
7	-1.919032e+02	-1.919006e+02	1.098996e-01	4.172547e-01	2.770828e-01	1.099305e-01	8.583249e-02	2.167558e+08	4.331610e+13	8.303390e+03	1.280068e+04	-1.015992e-04	4.652984e-02	1.596254e-03	1.533349e+00
8	-1.914153e+02	-1.914149e+02	1.089141e-01	4.167897e-01	2.775841e-01	1.098320e-01	8.688011e-02	2.155880e+08	4.344684e+13	8.326969e+03	1.284173e+04	-1.663983e-04	7.653207e-02	2.554499e-03	3.883482e+00
9	-1.916504e+02	-1.916488e+02	1.105365e-01	4.196405e-01	2.758429e-01	1.098922e-01	8.408786e-02	2.211454e+08	4.271315e+13	8.357058e+03	1.286604e+04	1.454542e-04	-6.582835e-02	-2.254884e-03	2.974094e+00
10	-1.905496e+02	-1.905515e+02	1.108402e-01	4.207493e-01	2.751630e-01	1.097485e-01	8.349909e-02	2.212109e+08	4.269524e+13	8.359267e+03	1.286960e+04	1.464228e-04	-6.634024e-02	-2.316913e-03	3.033244e+00
11	-1.910003e+02	-1.910014e+02	1.096684e-01	4.193496e-01	2.762133e-01	1.097756e-01	8.499306e-02	2.165294e+08	4.333632e+13	8.338028e+03	1.285485e+04	-1.097797e-04	5.084301e-02	1.753295e-03	1.854303e+00
12	-1.914226e+02	-1.914230e+02	1.082031e-01	4.169014e-01	2.777990e-01	1.098010e-01	8.729548e-02	2.174818e+08	4.319885e+13	8.356578e+03	1.287829e+04	-5.988133e-05	2.809009e-02	9.254689e-04	7.402161e-01
13	-1.904370e+02	-1.904369e+02	1.096353e-01	4.188395e-01	2.763772e-01	1.097089e-01	8.543909e-02	2.172825e+08	4.322715e+13	8.355795e+03	1.287773e+04	-7.016816e-05	3.272458e-02	1.097073e-03	9.184987e-01
14	-1.904062e+02	-1.904062e+02	1.091812e-01	4.179993e-01	2.768855e-01	1.096971e-01	8.623696e-02	2.193657e+08	4.294563e+13	8.352444e+03	1.286653e+04	4.186813e-05	-1.843293e-02	-6.947467e-04	4.539950e-01
15	-1.914542e+02	-1.914542e+02	1.082831e-01	4.170033e-01	2.777311e-01	1.098071e-01	8.717546e-02	2.206070e+08	4.277165e+13	8.361348e+03	1.287379e+04	1.107206e-04	-4.992002e-02	-1.790180e-03	1.836499e+00
16	-1.903279e+02	-1.903280e+02	1.088282e-01	4.179450e-01	2.770290e-01	1.096728e-01	8.652509e-02	2.216561e+08	4.262186e+13	8.365321e+03	1.287586e+04	1.689027e-04	-7.651470e-02	-2.722472e-03	3.980678e+00
17	-1.902611e+02	-1.902614e+02	1.087565e-01	4.179714e-01	2.770375e-01	1.096608e-01	8.657377e-02	2.146347e+08	4.360913e+13	8.319617e+03	1.283652e+04	-2.025056e-04	9.294838e-02	3.361200e-03	5.727091e+00
18	-1.930340e+02	-1.930364e+02	1.062312e-01	4.140804e-01	2.798454e-01	1.099625e-01	8.988063e-02	2.217611e+08	4.260799e+13	8.343172e+03	1.284178e+04	1.711289e-04	-7.756935e-02	-2.785926e-03	4.056125e+00
19	-1.905025e+02	-1.905022e+02	1.080211e-01	4.170184e-01	2.777230e-01	1.096736e-01	8.756387e-02	2.220546e+08	4.257471e+13	8.363378e+03	1.287151e+04	1.935990e-04	-8.805680e-02	-3.069841e-03	5.162965e+00
20	-1.902382e+02	-1.902391e+02	1.095352e-01	4.193296e-01	2.761920e-01	1.096724e-01	8.527074e-02	2.213294e+08	4.266952e+13	8.354341e+03	1.285988e+04	1.491003e-04	-6.755187e-02	-2.417860e-03	3.143863e+00
