RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue
0							2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	
1	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	2.791179e+08	3.694573e+13	8.235775e+03	1.248742e+04	6.685833e+04
2	-1.788171e+02	1.305555e-01	4.072941e-01	2.721960e-01	1.091699e-01	8.078446e-02	2.606911e+08	3.730866e+13	8.236744e+03	1.253402e+04	4.575613e+04
3	-1.838674e+02	1.205580e-01	4.151573e-01	2.731978e-01	1.093549e-01	8.173206e-02	2.612443e+08	3.663736e+13	8.250849e+03	1.255211e+04	3.590117e+04
4	-1.874045e+02	1.145453e-01	4.178111e-01	2.746873e-01	1.095373e-01	8.341891e-02	2.531435e+08	3.687251e+13	8.247272e+03	1.256936e+04	3.138152e+04
5	-1.899118e+02	1.110808e-01	4.185386e-01	2.759176e-01	1.097067e-01	8.475629e-02	2.485986e+08	3.833031e+13	8.245121e+03	1.259232e+04	2.910907e+04
6	-1.916909e+02	1.091063e-01	4.185551e-01	2.768164e-01	1.098512e-01	8.567107e-02	2.480514e+08	3.734572e+13	8.246842e+03	1.258870e+04	2.692189e+04
7	-1.929313e+02	1.077658e-01	4.184094e-01	2.774935e-01	1.099545e-01	8.637683e-02	2.393168e+08	3.734616e+13	8.235350e+03	1.259224e+04	2.588742e+04
8	-1.939252e+02	1.070388e-01	4.182015e-01	2.779463e-01	1.100530e-01	8.676045e-02	2.421024e+08	3.665974e+13	8.240300e+03	1.258739e+04	2.515260e+04
9	-1.942784e+02	1.064795e-01	4.180722e-01	2.782398e-01	1.100756e-01	8.713288e-02	2.469186e+08	3.623598e+13	8.248039e+03	1.258476e+04	2.535755e+04
10	-1.945861e+02	1.060312e-01	4.180213e-01	2.784558e-01	1.100961e-01	8.739556e-02	2.534300e+08	3.588731e+13	8.257637e+03	1.258197e+04	2.453879e+04
11	-1.947402e+02	1.056145e-01	4.179816e-01	2.786400e-01	1.100981e-01	8.766585e-02	2.480559e+08	3.710628e+13	8.250649e+03	1.259543e+04	2.480356e+04
12	-1.950406e+02	1.055855e-01	4.179724e-01	2.786850e-01	1.101352e-01	8.762193e-02	2.492459e+08	3.526749e+13	8.252711e+03	1.257706e+04	2.453035e+04
13	-1.945796e+02	1.054292e-01	4.179596e-01	2.787004e-01	1.100698e-01	8.784101e-02	2.560869e+08	3.620297e+13	8.262301e+03	1.258708e+04	2.501279e+04
14	-1.950978e+02	1.052262e-01	4.179182e-01	2.788442e-01	1.101275e-01	8.788374e-02	2.519467e+08	3.488457e+13	8.256668e+03	1.257450e+04	2.411346e+04
15	-1.953443e+02	1.050723e-01	4.179390e-01	2.789169e-01	1.101519e-01	8.791982e-02	2.540051e+08	3.663783e+13	8.259608e+03	1.259213e+04	2.433321e+04
16	-1.953697e+02	1.050807e-01	4.179142e-01	2.789267e-01	1.101558e-01	8.792260e-02	2.509911e+08	3.638110e+13	8.255604e+03	1.258976e+04	2.387564e+04
17	-1.952031e+02	1.051519e-01	4.179192e-01	2.788817e-01	1.101377e-01	8.790951e-02	2.481865e+08	3.698580e+13	8.251747e+03	1.259624e+04	2.404597e+04
18	-1.954138e+02	1.052553e-01	4.178955e-01	2.788752e-01	1.101694e-01	8.780469e-02	2.444293e+08	3.764603e+13	8.245704e+03	1.260157e+04	2.390534e+04
19	-1.953462e+02	1.053752e-01	4.177855e-01	2.788698e-01	1.101676e-01	8.780190e-02	2.489055e+08	3.537039e+13	8.252007e+03	1.257885e+04	2.419895e+04
20	-1.952722e+02	1.052158e-01	4.178161e-01	2.789079e-01	1.101508e-01	8.790951e-02	2.496206e+08	3.634229e+13	8.252981e+03	1.258925e+04	2.389836e+04
