RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.036571e+00	7.947212e+01
2	4.127232e+00	8.198425e+01
3	4.327458e+00	8.411417e+01
4	4.607956e+00	8.847850e+01
5	4.584882e+00	8.715950e+01
6	4.054743e+00	8.368623e+01
7	4.236304e+00	8.343143e+01
8	4.180734e+00	8.423824e+01
9	4.696448e+00	8.856009e+01
10	4.987318e+00	9.150352e+01
11	4.660481e+00	8.899209e+01
12	4.582448e+00	8.925383e+01
13	4.526617e+00	8.884582e+01
14	4.693457e+00	8.916277e+01
15	4.895479e+00	9.081728e+01
16	5.128979e+00	9.278768e+01
17	4.537548e+00	8.752620e+01
18	4.933266e+00	8.916234e+01
19	5.193300e+00	9.304742e+01
20	5.289406e+00	9.328941e+01
