RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.738493e+02	1.320447e-01	3.708954e-01	2.757245e-01	1.092926e-01	8.570883e-02
3	-1.812079e+02	1.220762e-01	3.667539e-01	2.830495e-01	1.099708e-01	9.466193e-02
4	-1.859442e+02	1.110839e-01	3.745217e-01	2.854639e-01	1.100560e-01	9.802791e-02
5	-1.905524e+02	9.365157e-02	3.797805e-01	2.918475e-01	1.098173e-01	1.083194e-01
6	-1.899580e+02	9.748027e-02	3.832016e-01	2.885754e-01	1.098695e-01	1.032547e-01
7	-1.830993e+02	1.190360e-01	3.522612e-01	2.908264e-01	1.102776e-01	1.054068e-01
8	-1.845050e+02	1.151519e-01	3.696720e-01	2.854457e-01	1.100972e-01	9.787685e-02
9	-1.851914e+02	1.142177e-01	3.610932e-01	2.895855e-01	1.102565e-01	1.036086e-01
10	-1.907752e+02	9.185021e-02	3.867126e-01	2.897880e-01	1.096709e-01	1.056693e-01
11	-1.903669e+02	8.010379e-02	3.987162e-01	2.901126e-01	1.089181e-01	1.084147e-01
12	-1.907693e+02	9.140171e-02	3.820824e-01	2.919398e-01	1.097114e-01	1.087755e-01
13	-1.902638e+02	9.216092e-02	3.746162e-01	2.946746e-01	1.097792e-01	1.126744e-01
14	-1.899431e+02	9.424746e-02	3.715440e-01	2.949716e-01	1.098729e-01	1.128386e-01
15	-1.908652e+02	9.039354e-02	3.841123e-01	2.915613e-01	1.096503e-01	1.083912e-01
16	-1.907708e+02	8.307242e-02	3.940388e-01	2.907515e-01	1.091678e-01	1.086239e-01
17	-1.891930e+02	7.524602e-02	4.050519e-01	2.895693e-01	1.084673e-01	1.089520e-01
18	-1.900363e+02	9.743659e-02	3.777597e-01	2.908943e-01	1.099497e-01	1.064923e-01
19	-1.901921e+02	8.645997e-02	4.031915e-01	2.852984e-01	1.091285e-01	1.005622e-01
20	-1.886495e+02	7.384550e-02	4.089948e-01	2.885094e-01	1.082859e-01	1.079063e-01
