RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.633699e+02	1.262460e-01	4.083034e-01	2.615584e-01	1.072407e-01	7.061558e-02
3	-1.709003e+02	1.152853e-01	4.138310e-01	2.653051e-01	1.077689e-01	7.465107e-02
4	-1.755497e+02	1.089144e-01	4.154508e-01	2.681461e-01	1.080988e-01	7.792281e-02
5	-1.783119e+02	1.052439e-01	4.156080e-01	2.701050e-01	1.082991e-01	8.026007e-02
6	-1.799399e+02	1.031436e-01	4.153049e-01	2.713914e-01	1.084216e-01	8.182227e-02
7	-1.809833e+02	1.017645e-01	4.150213e-01	2.722673e-01	1.084988e-01	8.290463e-02
8	-1.815808e+02	1.010093e-01	4.147454e-01	2.727996e-01	1.085454e-01	8.356308e-02
9	-1.819803e+02	1.004645e-01	4.145979e-01	2.731585e-01	1.085744e-01	8.401463e-02
10	-1.822770e+02	1.000242e-01	4.145301e-01	2.734242e-01	1.085937e-01	8.435517e-02
11	-1.824923e+02	9.966051e-02	4.145415e-01	2.736122e-01	1.086051e-01	8.460311e-02
12	-1.826053e+02	9.955098e-02	4.144166e-01	2.737276e-01	1.086161e-01	8.474297e-02
13	-1.827117e+02	9.940241e-02	4.143689e-01	2.738282e-01	1.086237e-01	8.487118e-02
14	-1.827950e+02	9.923900e-02	4.144037e-01	2.738988e-01	1.086267e-01	8.496802e-02
15	-1.828719e+02	9.908956e-02	4.144323e-01	2.739648e-01	1.086296e-01	8.505837e-02
16	-1.828834e+02	9.909143e-02	4.143987e-01	2.739792e-01	1.086315e-01	8.507415e-02
17	-1.828905e+02	9.912149e-02	4.143329e-01	2.739934e-01	1.086345e-01	8.508645e-02
18	-1.828879e+02	9.917634e-02	4.142539e-01	2.740005e-01	1.086376e-01	8.508809e-02
19	-1.828098e+02	9.933534e-02	4.142131e-01	2.739351e-01	1.086351e-01	8.499725e-02
20	-1.828279e+02	9.923589e-02	4.143210e-01	2.739383e-01	1.086318e-01	8.501222e-02
