RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue	profit_eps	Fb_profit_lam	Tr_profit_lam
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04		0.000000e+00	0.000000e+00	0.000000e+00
1	-1.674832e+02	-1.674832e+02	1.572988e-01	3.976108e-01	2.649788e-01	1.086783e-01	7.143324e-02	1.094500e+09	8.620000e+12	8.714239e+03	1.198365e+04	6.530388e+08	1.638375e+01	2.822002e+01	-1.584502e+00
2	-1.802603e+02	-1.802603e+02	1.455841e-01	3.906607e-01	2.736295e-01	1.101592e-01	7.996655e-02	1.094500e+09	8.620000e+12	8.724074e+03	1.200077e+04	5.230225e+08	1.483824e+01	2.541625e+01	-1.408284e+00
3	-1.879173e+02	-1.879173e+02	1.359471e-01	3.871743e-01	2.794735e-01	1.109025e-01	8.650268e-02	1.094500e+09	8.620000e+12	8.733900e+03	1.201577e+04	4.318847e+08	1.366913e+01	2.323105e+01	-1.292002e+00
4	-1.926390e+02	-1.926390e+02	1.280565e-01	3.857157e-01	2.834920e-01	1.112511e-01	9.148470e-02	1.094500e+09	8.620000e+12	8.743143e+03	1.202888e+04	3.666444e+08	1.276636e+01	2.153840e+01	-1.211082e+00
5	-1.956013e+02	-1.956013e+02	1.216179e-01	3.853940e-01	2.863043e-01	1.113863e-01	9.529749e-02	1.094500e+09	8.620000e+12	8.751510e+03	1.204023e+04	3.190336e+08	1.205887e+01	2.022162e+01	-1.152487e+00
6	-1.974729e+02	-1.974729e+02	1.163723e-01	3.856727e-01	2.883075e-01	1.114069e-01	9.824057e-02	1.094500e+09	8.620000e+12	8.758891e+03	1.204996e+04	2.836687e+08	1.149832e+01	1.918880e+01	-1.108847e+00
7	-1.986532e+02	-1.986532e+02	1.120988e-01	3.862372e-01	2.897599e-01	1.113679e-01	1.005362e-01	1.094500e+09	8.620000e+12	8.765291e+03	1.205825e+04	2.569762e+08	1.105042e+01	1.837138e+01	-1.075694e+00
8	-1.993897e+02	-1.993897e+02	1.086140e-01	3.869083e-01	2.908313e-01	1.113003e-01	1.023461e-01	1.094500e+09	8.620000e+12	8.770774e+03	1.206525e+04	2.365396e+08	1.069010e+01	1.771891e+01	-1.050150e+00
9	-1.998397e+02	-1.998397e+02	1.057677e-01	3.875879e-01	2.916352e-01	1.112218e-01	1.037874e-01	1.094500e+09	8.620000e+12	8.775431e+03	1.207114e+04	2.206952e+08	1.039861e+01	1.719422e+01	-1.030262e+00
10	-2.001050e+02	-2.001050e+02	1.034387e-01	3.882257e-01	2.922479e-01	1.111421e-01	1.049456e-01	1.094500e+09	8.620000e+12	8.779365e+03	1.207609e+04	2.082761e+08	1.016171e+01	1.676959e+01	-1.014650e+00
11	-2.002519e+02	-2.002519e+02	1.015294e-01	3.887990e-01	2.927217e-01	1.110663e-01	1.058836e-01	1.094500e+09	8.620000e+12	8.782674e+03	1.208023e+04	1.984500e+08	9.968434e+00	1.642412e+01	-1.002313e+00
12	-2.003240e+02	-2.003240e+02	9.996123e-02	3.893007e-01	2.930929e-01	1.109971e-01	1.066480e-01	1.094500e+09	8.620000e+12	8.785448e+03	1.208369e+04	1.906125e+08	9.810220e+00	1.614181e+01	-9.925084e-01
13	-2.003497e+02	-2.003497e+02	9.867093e-02	3.897322e-01	2.933871e-01	1.109355e-01	1.072742e-01	1.094500e+09	8.620000e+12	8.787769e+03	1.208658e+04	1.843181e+08	9.680352e+00	1.591029e+01	-9.846780e-01
14	-2.003475e+02	-2.003475e+02	9.760757e-02	3.900988e-01	2.936226e-01	1.108815e-01	1.077895e-01	1.094500e+09	8.620000e+12	8.789708e+03	1.208898e+04	1.792336e+08	9.573499e+00	1.571986e+01	-9.783965e-01
15	-2.003295e+02	-2.003295e+02	9.672998e-02	3.904079e-01	2.938126e-01	1.108347e-01	1.082149e-01	1.094500e+09	8.620000e+12	8.791326e+03	1.209099e+04	1.751061e+08	9.485407e+00	1.556284e+01	-9.733372e-01
16	-2.003034e+02	-2.003034e+02	9.600476e-02	3.906668e-01	2.939670e-01	1.107945e-01	1.085670e-01	1.094500e+09	8.620000e+12	8.792676e+03	1.209266e+04	1.717415e+08	9.412661e+00	1.543313e+01	-9.692475e-01
17	-2.002740e+02	-2.002740e+02	9.540477e-02	3.908829e-01	2.940931e-01	1.107602e-01	1.088590e-01	1.094500e+09	8.620000e+12	8.793800e+03	1.209405e+04	1.689892e+08	9.352501e+00	1.532579e+01	-9.659304e-01
18	-2.002442e+02	-2.002442e+02	9.490790e-02	3.910628e-01	2.941966e-01	1.107311e-01	1.091016e-01	1.094500e+09	8.620000e+12	8.794737e+03	1.209521e+04	1.667310e+08	9.302690e+00	1.523686e+01	-9.632319e-01
19	-2.002157e+02	-2.002157e+02	9.449607e-02	3.912123e-01	2.942819e-01	1.107065e-01	1.093033e-01	1.094500e+09	8.620000e+12	8.795517e+03	1.209617e+04	1.648736e+08	9.261406e+00	1.516309e+01	-9.610304e-01
20	-2.001894e+02	-2.001894e+02	9.415445e-02	3.913363e-01	2.943523e-01	1.106858e-01	1.094711e-01	1.094500e+09	8.620000e+12	8.796167e+03	1.209697e+04	1.633427e+08	9.227159e+00	1.510185e+01	-9.592300e-01
