RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
0												2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	-1.792546e+02	1.456398e-01	1.456398e-01	3.793878e-01	3.793878e-01	2.781069e-01	2.781069e-01	1.101474e-01	1.101474e-01	8.671814e-02	8.671814e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.421395e-03	9.274210e-03	4.451969e-04	1.184780e-02	1.508860e-02	-8.641797e-05	-2.085280e-02	-1.162878e-02	1.063230e-03	-3.752846e-03	-4.774124e-03	9.492509e-04	-2.002067e-02	-3.120796e-03	-1.252908e-03
2	-1.669879e+02	1.296532e-01	1.336554e-01	3.727247e-01	3.862624e-01	2.867757e-01	2.677048e-01	1.096585e-01	1.082241e-01	1.011879e-01	7.688497e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	4.025562e-03	8.556114e-03	4.423298e-04	1.357608e-02	1.412154e-02	-8.424245e-05	-1.910103e-02	-1.113084e-02	1.053144e-03	-1.397054e-03	-4.654610e-03	9.841404e-04	-2.446038e-02	-2.732436e-03	-1.372705e-03
3	-1.770556e+02	1.164139e-01	1.226466e-01	3.689361e-01	3.840341e-01	2.927592e-01	2.750287e-01	1.086239e-01	1.092163e-01	1.132669e-01	8.489411e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	6.244114e-03	7.835680e-03	4.250595e-04	1.511689e-02	1.312679e-02	-9.841043e-05	-1.774554e-02	-1.058222e-02	1.046940e-03	6.148473e-04	-4.560715e-03	1.003076e-03	-2.846286e-02	-2.191193e-03	-1.438819e-03
4	-1.830914e+02	1.058675e-01	1.138782e-01	3.670291e-01	3.833757e-01	2.967813e-01	2.801093e-01	1.074249e-01	1.096802e-01	1.228972e-01	9.112346e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	8.021828e-03	7.180005e-03	4.007027e-04	1.636195e-02	1.220829e-02	-1.210766e-04	-1.668025e-02	-1.005657e-02	1.043559e-03	2.269268e-03	-4.488724e-03	1.010350e-03	-3.182817e-02	-1.618687e-03	-1.465713e-03
5	-1.865782e+02	9.776495e-02	1.071267e-01	3.662725e-01	3.835547e-01	2.994143e-01	2.835732e-01	1.062865e-01	1.098519e-01	1.302618e-01	9.580398e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	9.377272e-03	6.625952e-03	3.750127e-04	1.730097e-02	1.142456e-02	-1.460016e-04	-1.584740e-02	-9.597224e-03	1.042029e-03	3.575529e-03	-4.433799e-03	1.010587e-03	-3.449769e-02	-1.094440e-03	-1.468718e-03
6	-1.885311e+02	9.171160e-02	1.020683e-01	3.661617e-01	3.841198e-01	3.011034e-01	2.859006e-01	1.053159e-01	1.098780e-01	1.357075e-01	9.921698e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.037587e-02	6.182349e-03	3.515575e-04	1.798035e-02	1.079272e-02	-1.692422e-04	-1.520896e-02	-9.220740e-03	1.041599e-03	4.570532e-03	-4.392145e-03	1.007466e-03	-3.652503e-02	-6.546756e-04	-1.459998e-03
7	-1.896050e+02	8.727209e-02	9.834921e-02	3.663753e-01	3.848150e-01	3.021740e-01	2.874488e-01	1.045412e-01	1.098417e-01	1.396374e-01	1.016483e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.109719e-02	5.839875e-03	3.319031e-04	1.846282e-02	1.030250e-02	-1.889780e-04	-1.473127e-02	-8.925247e-03	1.041762e-03	5.307834e-03	-4.360890e-03	1.003307e-03	-3.802041e-02	-3.052004e-04	-1.447279e-03
8	-1.901926e+02	8.405071e-02	9.564565e-02	3.667244e-01	3.855074e-01	3.028487e-01	2.884725e-01	1.039485e-01	1.097859e-01	1.424277e-01	1.033512e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.161360e-02	5.581472e-03	3.162897e-04	1.880458e-02	9.931325e-03	-2.048127e-04	-1.438195e-02	-8.699705e-03	1.042205e-03	5.843673e-03	-4.337729e-03	9.992982e-04	-3.910394e-02	-3.637206e-05	-1.434587e-03
9	-1.905162e+02	8.172565e-02	9.369216e-02	3.671062e-01	3.861359e-01	3.032729e-01	2.891467e-01	1.035071e-01	1.097300e-01	1.443881e-01	1.045300e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.198255e-02	5.389136e-03	3.042961e-04	1.904823e-02	9.654386e-03	-2.170786e-04	-1.413137e-02	-8.530501e-03	1.042749e-03	6.228041e-03	-4.320763e-03	9.959089e-04	-3.988117e-02	1.665385e-04	-1.423603e-03
