RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue
0							2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	
1	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	1.094500e+09	8.620000e+12	8.714239e+03	1.198365e+04	6.530388e+08
2	-1.829968e+02	1.346390e-01	4.031286e-01	2.728585e-01	1.099569e-01	7.941714e-02	1.094500e+09	8.620000e+12	8.738568e+03	1.201524e+04	4.747969e+08
3	-1.882532e+02	1.219518e-01	4.114035e-01	2.746921e-01	1.100428e-01	8.190971e-02	1.094500e+09	8.620000e+12	8.757445e+03	1.203967e+04	3.661637e+08
4	-1.915885e+02	1.126883e-01	4.166220e-01	2.762904e-01	1.100182e-01	8.438112e-02	1.094500e+09	8.620000e+12	8.772255e+03	1.205879e+04	2.964614e+08
5	-1.936680e+02	1.057953e-01	4.198923e-01	2.776787e-01	1.099421e-01	8.669170e-02	1.094500e+09	8.620000e+12	8.783932e+03	1.207385e+04	2.498270e+08
6	-1.949425e+02	1.005916e-01	4.218937e-01	2.788839e-01	1.098475e-01	8.878327e-02	9.979188e+08	8.620000e+12	8.759977e+03	1.208574e+04	2.175398e+08
7	-1.955945e+02	9.687562e-02	4.230349e-01	2.798353e-01	1.097494e-01	9.050481e-02	9.021590e+08	8.620000e+12	8.730452e+03	1.209469e+04	1.955898e+08
8	-1.960019e+02	9.422080e-02	4.235355e-01	2.806380e-01	1.096757e-01	9.192996e-02	8.456342e+08	8.620000e+12	8.711993e+03	1.210126e+04	1.805610e+08
9	-1.963077e+02	9.226357e-02	4.236356e-01	2.813408e-01	1.096256e-01	9.313450e-02	8.106970e+08	8.620000e+12	8.700316e+03	1.210616e+04	1.699303e+08
10	-1.965388e+02	9.080124e-02	4.235223e-01	2.819434e-01	1.095910e-01	9.414210e-02	7.884111e+08	8.620000e+12	8.692870e+03	1.210983e+04	1.622250e+08
11	-1.967155e+02	8.969709e-02	4.233049e-01	2.824528e-01	1.095670e-01	9.497825e-02	7.738734e+08	8.620000e+12	8.688101e+03	1.211261e+04	1.565355e+08
12	-1.968521e+02	8.885629e-02	4.230468e-01	2.828790e-01	1.095503e-01	9.566765e-02	7.642326e+08	8.620000e+12	8.685042e+03	1.211473e+04	1.522737e+08
13	-1.969589e+02	8.821162e-02	4.227841e-01	2.832326e-01	1.095386e-01	9.623303e-02	7.577580e+08	8.620000e+12	8.683081e+03	1.211636e+04	1.490451e+08
14	-1.970430e+02	8.771453e-02	4.225362e-01	2.835241e-01	1.095305e-01	9.669463e-02	7.533660e+08	8.620000e+12	8.681830e+03	1.211761e+04	1.465775e+08
15	-1.971099e+02	8.732942e-02	4.223124e-01	2.837632e-01	1.095249e-01	9.707008e-02	7.503618e+08	8.620000e+12	8.681037e+03	1.211857e+04	1.446781e+08
16	-1.971632e+02	8.702990e-02	4.221162e-01	2.839584e-01	1.095210e-01	9.737448e-02	7.482919e+08	8.620000e+12	8.680539e+03	1.211932e+04	1.432075e+08
17	-1.972060e+02	8.679618e-02	4.219477e-01	2.841172e-01	1.095184e-01	9.762060e-02	7.468566e+08	8.620000e+12	8.680233e+03	1.211991e+04	1.420638e+08
18	-1.972404e+02	8.661330e-02	4.218051e-01	2.842459e-01	1.095166e-01	9.781914e-02	7.458552e+08	8.620000e+12	8.680048e+03	1.212036e+04	1.411709e+08
19	-1.972681e+02	8.646986e-02	4.216858e-01	2.843500e-01	1.095153e-01	9.797897e-02	7.451524e+08	8.620000e+12	8.679941e+03	1.212072e+04	1.404717e+08
20	-1.972904e+02	8.635713e-02	4.215869e-01	2.844340e-01	1.095145e-01	9.810743e-02	7.446565e+08	8.620000e+12	8.679883e+03	1.212099e+04	1.399227e+08
