RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.643796e+02	1.362945e-01	3.872192e-01	2.657018e-01	1.079474e-01	7.471065e-02
3	-1.735111e+02	1.270355e-01	3.849679e-01	2.721289e-01	1.088941e-01	8.151098e-02
4	-1.796841e+02	1.192353e-01	3.839047e-01	2.769743e-01	1.094383e-01	8.714674e-02
5	-1.837708e+02	1.128012e-01	3.835979e-01	2.805895e-01	1.097232e-01	9.171443e-02
6	-1.864203e+02	1.075928e-01	3.837408e-01	2.832607e-01	1.098492e-01	9.534336e-02
7	-1.881082e+02	1.034393e-01	3.841266e-01	2.852195e-01	1.098835e-01	9.817873e-02
8	-1.891698e+02	1.001630e-01	3.846230e-01	2.866486e-01	1.098693e-01	1.003651e-01
9	-1.898325e+02	9.759741e-02	3.851499e-01	2.876880e-01	1.098326e-01	1.020342e-01
10	-1.902452e+02	9.559776e-02	3.856619e-01	2.884424e-01	1.097883e-01	1.032989e-01
11	-1.905025e+02	9.404336e-02	3.861352e-01	2.889894e-01	1.097442e-01	1.042517e-01
12	-1.906639e+02	9.283671e-02	3.865594e-01	2.893854e-01	1.097040e-01	1.049663e-01
13	-1.907660e+02	9.190048e-02	3.869318e-01	2.896718e-01	1.096691e-01	1.055003e-01
14	-1.908313e+02	9.117402e-02	3.872540e-01	2.898783e-01	1.096398e-01	1.058981e-01
15	-1.908736e+02	9.061006e-02	3.875298e-01	2.900269e-01	1.096156e-01	1.061936e-01
16	-1.909015e+02	9.017194e-02	3.877640e-01	2.901333e-01	1.095958e-01	1.064125e-01
17	-1.909202e+02	8.983130e-02	3.879617e-01	2.902092e-01	1.095799e-01	1.065741e-01
18	-1.909329e+02	8.956618e-02	3.881276e-01	2.902629e-01	1.095671e-01	1.066932e-01
19	-1.909418e+02	8.935962e-02	3.882664e-01	2.903007e-01	1.095568e-01	1.067806e-01
20	-1.909480e+02	8.919851e-02	3.883821e-01	2.903270e-01	1.095486e-01	1.068446e-01
