RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.627448e+02	1.400725e-01	3.828326e-01	2.655417e-01	1.078936e-01	7.463176e-02
3	-1.706382e+02	1.335647e-01	3.776575e-01	2.717684e-01	1.088245e-01	8.117911e-02
4	-1.761256e+02	1.276334e-01	3.747758e-01	2.764457e-01	1.093953e-01	8.648251e-02
5	-1.800238e+02	1.223265e-01	3.734618e-01	2.799606e-01	1.097371e-01	9.072956e-02
6	-1.828388e+02	1.176481e-01	3.731801e-01	2.826038e-01	1.099324e-01	9.410851e-02
7	-1.848948e+02	1.135703e-01	3.735497e-01	2.845932e-01	1.100340e-01	9.678778e-02
8	-1.864080e+02	1.100458e-01	3.743065e-01	2.860915e-01	1.100759e-01	9.890949e-02
9	-1.875275e+02	1.070183e-01	3.752716e-01	2.872208e-01	1.100805e-01	1.005897e-01
10	-1.883588e+02	1.044292e-01	3.763264e-01	2.880728e-01	1.100626e-01	1.019215e-01
11	-1.889781e+02	1.022220e-01	3.773941e-01	2.887162e-01	1.100319e-01	1.029786e-01
12	-1.894408e+02	1.003445e-01	3.784271e-01	2.892024e-01	1.099947e-01	1.038195e-01
13	-1.897876e+02	9.874994e-02	3.793972e-01	2.895704e-01	1.099553e-01	1.044898e-01
14	-1.900484e+02	9.739695e-02	3.802895e-01	2.898492e-01	1.099161e-01	1.050255e-01
15	-1.902453e+02	9.624973e-02	3.810978e-01	2.900608e-01	1.098788e-01	1.054549e-01
16	-1.903946e+02	9.527736e-02	3.818217e-01	2.902217e-01	1.098441e-01	1.058001e-01
17	-1.905083e+02	9.445339e-02	3.824640e-01	2.903442e-01	1.098127e-01	1.060784e-01
18	-1.905954e+02	9.375523e-02	3.830300e-01	2.904378e-01	1.097844e-01	1.063035e-01
19	-1.906625e+02	9.316370e-02	3.835258e-01	2.905095e-01	1.097593e-01	1.064863e-01
20	-1.907145e+02	9.266249e-02	3.839580e-01	2.905646e-01	1.097373e-01	1.066350e-01
