RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.575936e+02	1.371073e-01	3.986612e-01	2.597179e-01	1.069217e-01	6.881181e-02
3	-1.627769e+02	1.292641e-01	4.039507e-01	2.618670e-01	1.073112e-01	7.086695e-02
4	-1.669317e+02	1.229975e-01	4.077318e-01	2.637485e-01	1.076036e-01	7.281185e-02
5	-1.702740e+02	1.179366e-01	4.104330e-01	2.653984e-01	1.078261e-01	7.461944e-02
6	-1.729719e+02	1.138150e-01	4.123531e-01	2.668458e-01	1.079970e-01	7.627763e-02
7	-1.751577e+02	1.104358e-01	4.137052e-01	2.681156e-01	1.081299e-01	7.778373e-02
8	-1.769355e+02	1.076500e-01	4.146427e-01	2.692289e-01	1.082341e-01	7.914097e-02
9	-1.783872e+02	1.053432e-01	4.152779e-01	2.702043e-01	1.083168e-01	8.035622e-02
10	-1.795776e+02	1.034259e-01	4.156933e-01	2.710580e-01	1.083829e-01	8.143841e-02
11	-1.805576e+02	1.018275e-01	4.159499e-01	2.718044e-01	1.084363e-01	8.239765e-02
12	-1.813676e+02	1.004914e-01	4.160928e-01	2.724561e-01	1.084799e-01	8.324443e-02
13	-1.820395e+02	9.937232e-02	4.161555e-01	2.730243e-01	1.085157e-01	8.398925e-02
14	-1.825990e+02	9.843317e-02	4.161629e-01	2.735191e-01	1.085454e-01	8.464228e-02
15	-1.830663e+02	9.764384e-02	4.161331e-01	2.739493e-01	1.085702e-01	8.521320e-02
16	-1.834578e+02	9.697954e-02	4.160795e-01	2.743228e-01	1.085911e-01	8.571102e-02
17	-1.837867e+02	9.641983e-02	4.160116e-01	2.746467e-01	1.086086e-01	8.614410e-02
18	-1.840635e+02	9.594780e-02	4.159365e-01	2.749272e-01	1.086236e-01	8.652004e-02
19	-1.842971e+02	9.554937e-02	4.158590e-01	2.751697e-01	1.086363e-01	8.684576e-02
20	-1.844945e+02	9.521283e-02	4.157823e-01	2.753792e-01	1.086471e-01	8.712747e-02
