RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.178213e+00	7.655761e+01
2	4.321766e+00	7.791596e+01
3	4.437591e+00	7.909618e+01
4	4.531184e+00	8.011869e+01
5	4.606917e+00	8.100250e+01
6	4.668282e+00	8.176497e+01
7	4.718071e+00	8.242169e+01
8	4.758524e+00	8.298653e+01
9	4.791436e+00	8.347177e+01
10	4.818252e+00	8.388818e+01
11	4.840132e+00	8.424519e+01
12	4.858011e+00	8.455100e+01
13	4.872643e+00	8.481277e+01
14	4.884635e+00	8.503668e+01
15	4.894479e+00	8.522808e+01
16	4.902572e+00	8.539161e+01
17	4.909235e+00	8.553125e+01
18	4.914729e+00	8.565044e+01
19	4.919267e+00	8.575212e+01
20	4.923019e+00	8.583883e+01
