RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue	profit_eps	Fb_profit_lam	Tr_profit_lam
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04		0.000000e+00	0.000000e+00	0.000000e+00
1	-1.685392e+02	-1.685392e+02	1.572280e-01	3.974279e-01	2.652030e-01	1.088317e-01	7.130935e-02	3.283500e+08	2.155000e+13	8.294304e+03	1.230344e+04	6.559364e+08	1.743975e+01	2.832626e+01	-3.109995e+00
2	-1.784194e+02	-1.784194e+02	1.492983e-01	3.906614e-01	2.720481e-01	1.100400e-01	7.795214e-02	3.283500e+08	2.155000e+13	8.297829e+03	1.231640e+04	5.629688e+08	1.634083e+01	2.626172e+01	-3.024766e+00
3	-1.851388e+02	-1.851388e+02	1.421690e-01	3.865393e-01	2.771346e-01	1.107724e-01	8.338467e-02	3.283500e+08	2.155000e+13	8.302249e+03	1.232848e+04	4.893758e+08	1.544330e+01	2.452117e+01	-2.966665e+00
4	-1.898248e+02	-1.898248e+02	1.358270e-01	3.842167e-01	2.809485e-01	1.112074e-01	8.780036e-02	3.283500e+08	2.155000e+13	8.307110e+03	1.233968e+04	4.308200e+08	1.470027e+01	2.306944e+01	-2.925730e+00
5	-1.931553e+02	-1.931553e+02	1.302330e-01	3.830905e-01	2.838341e-01	1.114544e-01	9.138801e-02	3.283500e+08	2.155000e+13	8.312086e+03	1.235001e+04	3.839540e+08	1.407886e+01	2.186119e+01	-2.896012e+00
6	-1.955533e+02	-1.955533e+02	1.253290e-01	3.827397e-01	2.860376e-01	1.115813e-01	9.431236e-02	3.283500e+08	2.155000e+13	8.316962e+03	1.235943e+04	3.462011e+08	1.355512e+01	2.085317e+01	-2.873881e+00
7	-1.972929e+02	-1.972929e+02	1.210479e-01	3.828755e-01	2.877359e-01	1.116316e-01	9.670908e-02	3.283500e+08	2.155000e+13	8.321600e+03	1.236798e+04	3.155822e+08	1.311103e+01	2.000839e+01	-2.857056e+00
8	-1.985589e+02	-1.985589e+02	1.173205e-01	3.833026e-01	2.890573e-01	1.116331e-01	9.868651e-02	3.283500e+08	2.155000e+13	8.325925e+03	1.237567e+04	2.905778e+08	1.273266e+01	1.929664e+01	-2.844061e+00
9	-1.994794e+02	-1.994794e+02	1.140798e-01	3.838909e-01	2.900952e-01	1.116044e-01	1.003297e-01	3.283500e+08	2.155000e+13	8.329901e+03	1.238257e+04	2.700199e+08	1.240897e+01	1.869373e+01	-2.833903e+00
10	-2.001459e+02	-2.001459e+02	1.112643e-01	3.845548e-01	2.909184e-01	1.115575e-01	1.017050e-01	3.283500e+08	2.155000e+13	8.333517e+03	1.238872e+04	2.530078e+08	1.213114e+01	1.818046e+01	-2.825892e+00
11	-2.006248e+02	-2.006248e+02	1.088182e-01	3.852396e-01	2.915775e-01	1.115007e-01	1.028640e-01	3.283500e+08	2.155000e+13	8.336780e+03	1.239420e+04	2.388434e+08	1.189197e+01	1.774150e+01	-2.819535e+00
12	-2.009649e+02	-2.009649e+02	1.066924e-01	3.859110e-01	2.921102e-01	1.114394e-01	1.038470e-01	3.283500e+08	2.155000e+13	8.339708e+03	1.239906e+04	2.269826e+08	1.168554e+01	1.736459e+01	-2.814467e+00
13	-2.012024e+02	-2.012024e+02	1.048440e-01	3.865488e-01	2.925446e-01	1.113771e-01	1.046855e-01	3.283500e+08	2.155000e+13	8.342324e+03	1.240336e+04	2.169986e+08	1.150699e+01	1.703983e+01	-2.810414e+00
14	-2.013642e+02	-2.013642e+02	1.032357e-01	3.871419e-01	2.929019e-01	1.113161e-01	1.054044e-01	3.283500e+08	2.155000e+13	8.344653e+03	1.240716e+04	2.085541e+08	1.135224e+01	1.675915e+01	-2.807164e+00
15	-2.014704e+02	-2.014704e+02	1.018351e-01	3.876852e-01	2.931982e-01	1.112579e-01	1.060235e-01	3.283500e+08	2.155000e+13	8.346721e+03	1.241053e+04	2.013807e+08	1.121788e+01	1.651594e+01	-2.804554e+00
16	-2.015362e+02	-2.015362e+02	1.006145e-01	3.881776e-01	2.934458e-01	1.112033e-01	1.065588e-01	3.283500e+08	2.155000e+13	8.348553e+03	1.241349e+04	1.952630e+08	1.110104e+01	1.630472e+01	-2.802453e+00
17	-2.015727e+02	-2.015727e+02	9.954981e-02	3.886203e-01	2.936541e-01	1.111526e-01	1.070232e-01	3.283500e+08	2.155000e+13	8.350174e+03	1.241611e+04	1.900272e+08	1.099929e+01	1.612095e+01	-2.800762e+00
18	-2.015885e+02	-2.015885e+02	9.862045e-02	3.890159e-01	2.938304e-01	1.111061e-01	1.074271e-01	3.283500e+08	2.155000e+13	8.351606e+03	1.241842e+04	1.855321e+08	1.091059e+01	1.596079e+01	-2.799398e+00
19	-2.015898e+02	-2.015898e+02	9.780858e-02	3.893678e-01	2.939805e-01	1.110638e-01	1.077794e-01	3.283500e+08	2.155000e+13	8.352870e+03	1.242045e+04	1.816620e+08	1.083316e+01	1.582100e+01	-2.798297e+00
20	-2.015812e+02	-2.015812e+02	9.709886e-02	3.896797e-01	2.941089e-01	1.110254e-01	1.080871e-01	3.283500e+08	2.155000e+13	8.353985e+03	1.242224e+04	1.783215e+08	1.076552e+01	1.569886e+01	-2.797406e+00
