RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.718763e+02	1.136903e-01	4.146940e-01	2.658071e-01	1.078241e-01	7.523839e-02
3	-1.810202e+02	9.752855e-02	4.213707e-01	2.716010e-01	1.082455e-01	8.266512e-02
4	-1.849022e+02	8.920887e-02	4.224322e-01	2.754362e-01	1.083489e-01	8.810771e-02
5	-1.865562e+02	8.538472e-02	4.213573e-01	2.778263e-01	1.083937e-01	9.155817e-02
6	-1.873469e+02	8.342683e-02	4.201880e-01	2.792997e-01	1.084167e-01	9.369937e-02
7	-1.877529e+02	8.236530e-02	4.193139e-01	2.801958e-01	1.084293e-01	9.500563e-02
8	-1.879720e+02	8.177023e-02	4.187323e-01	2.807352e-01	1.084365e-01	9.579324e-02
9	-1.880944e+02	8.142987e-02	4.183652e-01	2.810577e-01	1.084407e-01	9.626453e-02
10	-1.881643e+02	8.123279e-02	4.181397e-01	2.812497e-01	1.084432e-01	9.654515e-02
11	-1.882047e+02	8.111781e-02	4.180034e-01	2.813637e-01	1.084446e-01	9.671173e-02
12	-1.882283e+02	8.105042e-02	4.179218e-01	2.814312e-01	1.084455e-01	9.681042e-02
13	-1.882422e+02	8.101082e-02	4.178731e-01	2.814712e-01	1.084460e-01	9.686882e-02
14	-1.882503e+02	8.098749e-02	4.178442e-01	2.814948e-01	1.084463e-01	9.690335e-02
15	-1.882551e+02	8.097374e-02	4.178271e-01	2.815088e-01	1.084465e-01	9.692375e-02
16	-1.882580e+02	8.096564e-02	4.178170e-01	2.815171e-01	1.084466e-01	9.693581e-02
17	-1.882596e+02	8.096085e-02	4.178110e-01	2.815219e-01	1.084467e-01	9.694293e-02
18	-1.882606e+02	8.095803e-02	4.178075e-01	2.815248e-01	1.084467e-01	9.694714e-02
19	-1.882612e+02	8.095636e-02	4.178054e-01	2.815265e-01	1.084467e-01	9.694962e-02
20	-1.882616e+02	8.095537e-02	4.178041e-01	2.815275e-01	1.084467e-01	9.695109e-02
