RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue	profit_eps	Fb_profit_lam	Tr_profit_lam
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04		0.000000e+00	0.000000e+00	0.000000e+00
1	-1.674832e+02	-1.674832e+02	1.572988e-01	3.976108e-01	2.649788e-01	1.086783e-01	7.143324e-02	1.094500e+09	8.620000e+12	8.714239e+03	1.198365e+04	6.530388e+08	1.638375e+01	2.822002e+01	-1.584502e+00
2	-1.895597e+02	-1.895597e+02	1.343863e-01	3.844284e-01	2.813590e-01	1.111061e-01	8.872024e-02	1.094500e+09	8.620000e+12	8.734819e+03	1.201789e+04	4.159308e+08	1.341689e+01	2.266966e+01	-1.280870e+00
3	-1.966986e+02	-1.966986e+02	1.192436e-01	3.839372e-01	2.878909e-01	1.114541e-01	9.747421e-02	1.094500e+09	8.620000e+12	8.754266e+03	1.204429e+04	3.015133e+08	1.176535e+01	1.961099e+01	-1.138764e+00
4	-1.992408e+02	-1.992408e+02	1.096349e-01	3.859420e-01	2.908420e-01	1.113410e-01	1.022401e-01	1.094500e+09	8.620000e+12	8.768890e+03	1.206303e+04	2.419529e+08	1.077851e+01	1.784331e+01	-1.061416e+00
5	-2.001012e+02	-2.001012e+02	1.035680e-01	3.878572e-01	2.923524e-01	1.111531e-01	1.050693e-01	1.094500e+09	8.620000e+12	8.779034e+03	1.207575e+04	2.087806e+08	1.016801e+01	1.676520e+01	-1.017417e+00
6	-2.003322e+02	-2.003322e+02	9.970366e-02	3.892501e-01	2.932084e-01	1.109874e-01	1.068505e-01	1.094500e+09	8.620000e+12	8.785864e+03	1.208424e+04	1.892812e+08	9.781631e+00	1.608446e+01	-9.917567e-01
7	-2.003408e+02	-2.003408e+02	9.721534e-02	3.901849e-01	2.937291e-01	1.108615e-01	1.080091e-01	1.094500e+09	8.620000e+12	8.790413e+03	1.208987e+04	1.773586e+08	9.533150e+00	1.564554e+01	-9.764455e-01
8	-2.002839e+02	-2.002839e+02	9.559792e-02	3.907956e-01	2.940599e-01	1.107716e-01	1.087750e-01	1.094500e+09	8.620000e+12	8.793432e+03	1.209360e+04	1.698647e+08	9.371543e+00	1.535896e+01	-9.671048e-01
9	-2.002187e+02	-2.002187e+02	9.453890e-02	3.911917e-01	2.942751e-01	1.107092e-01	1.092851e-01	1.094500e+09	8.620000e+12	8.795434e+03	1.209607e+04	1.650641e+08	9.265610e+00	1.517037e+01	-9.612905e-01
10	-2.001632e+02	-2.001632e+02	9.384175e-02	3.914489e-01	2.944170e-01	1.106665e-01	1.096258e-01	1.094500e+09	8.620000e+12	8.796763e+03	1.209771e+04	1.619488e+08	9.195793e+00	1.504568e+01	-9.576087e-01
11	-2.001209e+02	-2.001209e+02	9.338104e-02	3.916166e-01	2.945111e-01	1.106377e-01	1.098535e-01	1.094500e+09	8.620000e+12	8.797646e+03	1.209880e+04	1.599092e+08	9.149608e+00	1.496299e+01	-9.552448e-01
12	-2.000904e+02	-2.000904e+02	9.307573e-02	3.917265e-01	2.945737e-01	1.106183e-01	1.100057e-01	1.094500e+09	8.620000e+12	8.798233e+03	1.209952e+04	1.585659e+08	9.118979e+00	1.490804e+01	-9.537108e-01
13	-2.000691e+02	-2.000691e+02	9.287303e-02	3.917988e-01	2.946155e-01	1.106053e-01	1.101074e-01	1.094500e+09	8.620000e+12	8.798624e+03	1.210001e+04	1.576777e+08	9.098631e+00	1.487149e+01	-9.527075e-01
14	-2.000543e+02	-2.000543e+02	9.273827e-02	3.918465e-01	2.946433e-01	1.105966e-01	1.101753e-01	1.094500e+09	8.620000e+12	8.798884e+03	1.210033e+04	1.570887e+08	9.085097e+00	1.484715e+01	-9.520473e-01
15	-2.000443e+02	-2.000443e+02	9.264860e-02	3.918781e-01	2.946619e-01	1.105908e-01	1.102206e-01	1.094500e+09	8.620000e+12	8.799057e+03	1.210054e+04	1.566975e+08	9.076088e+00	1.483094e+01	-9.516112e-01
16	-2.000376e+02	-2.000376e+02	9.258889e-02	3.918991e-01	2.946743e-01	1.105869e-01	1.102509e-01	1.094500e+09	8.620000e+12	8.799172e+03	1.210068e+04	1.564374e+08	9.070088e+00	1.482014e+01	-9.513223e-01
17	-2.000330e+02	-2.000330e+02	9.254912e-02	3.919130e-01	2.946826e-01	1.105843e-01	1.102710e-01	1.094500e+09	8.620000e+12	8.799249e+03	1.210078e+04	1.562642e+08	9.066091e+00	1.481294e+01	-9.511305e-01
18	-2.000300e+02	-2.000300e+02	9.252262e-02	3.919223e-01	2.946881e-01	1.105825e-01	1.102845e-01	1.094500e+09	8.620000e+12	8.799300e+03	1.210084e+04	1.561489e+08	9.063427e+00	1.480814e+01	-9.510030e-01
19	-2.000279e+02	-2.000279e+02	9.250496e-02	3.919284e-01	2.946918e-01	1.105814e-01	1.102935e-01	1.094500e+09	8.620000e+12	8.799334e+03	1.210088e+04	1.560720e+08	9.061652e+00	1.480494e+01	-9.509181e-01
20	-2.000266e+02	-2.000266e+02	9.249318e-02	3.919325e-01	2.946942e-01	1.105806e-01	1.102995e-01	1.094500e+09	8.620000e+12	8.799357e+03	1.210091e+04	1.560208e+08	9.060468e+00	1.480281e+01	-9.508616e-01
