RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.754129e+02	1.298829e-01	3.710238e-01	2.768805e-01	1.094270e-01	8.703955e-02
3	-1.840709e+02	1.159297e-01	3.703425e-01	2.847488e-01	1.100629e-01	9.693444e-02
4	-1.878249e+02	1.063284e-01	3.741285e-01	2.880571e-01	1.101044e-01	1.017723e-01
5	-1.894976e+02	1.001459e-01	3.779097e-01	2.895185e-01	1.100000e-01	1.042778e-01
6	-1.902453e+02	9.625853e-02	3.808077e-01	2.901788e-01	1.098830e-01	1.056191e-01
7	-1.905857e+02	9.383613e-02	3.828361e-01	2.904810e-01	1.097894e-01	1.063531e-01
8	-1.907462e+02	9.233166e-02	3.841927e-01	2.906219e-01	1.097230e-01	1.067637e-01
9	-1.908255e+02	9.139829e-02	3.850757e-01	2.906895e-01	1.096785e-01	1.069987e-01
10	-1.908667e+02	9.081936e-02	3.856408e-01	2.907232e-01	1.096496e-01	1.071360e-01
11	-1.908891e+02	9.046024e-02	3.859984e-01	2.907408e-01	1.096312e-01	1.072176e-01
12	-1.909018e+02	9.023745e-02	3.862232e-01	2.907503e-01	1.096195e-01	1.072669e-01
13	-1.909092e+02	9.009922e-02	3.863638e-01	2.907557e-01	1.096122e-01	1.072969e-01
14	-1.909136e+02	9.001344e-02	3.864515e-01	2.907588e-01	1.096077e-01	1.073152e-01
15	-1.909163e+02	8.996021e-02	3.865061e-01	2.907607e-01	1.096048e-01	1.073265e-01
16	-1.909179e+02	8.992718e-02	3.865401e-01	2.907618e-01	1.096031e-01	1.073335e-01
17	-1.909189e+02	8.990668e-02	3.865612e-01	2.907625e-01	1.096020e-01	1.073379e-01
18	-1.909196e+02	8.989396e-02	3.865743e-01	2.907629e-01	1.096013e-01	1.073405e-01
19	-1.909199e+02	8.988606e-02	3.865824e-01	2.907632e-01	1.096009e-01	1.073422e-01
20	-1.909202e+02	8.988116e-02	3.865875e-01	2.907633e-01	1.096006e-01	1.073432e-01
