RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	profit_eps	Fb_profit_lam	Tr_profit_lam	$residue
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	
1	-1.792546e+02	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	4.378000e+07	1.779791e+14	7.723863e+03	1.328159e+04	-1.882630e-03	6.252214e-01	1.754607e-02	1.032504e+04
2	-1.729676e+02	-1.727680e+02	1.554269e-01	4.203572e-01	2.570235e-01	1.091715e-01	5.802094e-02	4.378000e+07	1.312960e+14	7.739885e+03	1.320823e+04	-6.463194e-04	2.323591e-01	6.918236e-03	1.776850e+03
3	-1.817387e+02	-1.816896e+02	1.437914e-01	4.183728e-01	2.631072e-01	1.099661e-01	6.476243e-02	4.378003e+07	7.171463e+13	7.750008e+03	1.301341e+04	-9.217789e-05	3.489804e-02	1.095048e-03	1.378971e+02
4	-1.861767e+02	-1.861712e+02	1.354950e-01	4.173041e-01	2.670802e-01	1.102498e-01	6.987086e-02	6.332376e+07	4.787860e+13	7.883300e+03	1.287174e+04	-8.770251e-06	3.442546e-03	1.128547e-04	5.220962e+01
5	-1.885950e+02	-1.885945e+02	1.278183e-01	4.163429e-01	2.705506e-01	1.102689e-01	7.501918e-02	1.008588e+08	4.900268e+13	8.052081e+03	1.288304e+04	-9.875642e-06	4.020155e-03	1.344128e-04	3.147878e+01
6	-1.898917e+02	-1.898913e+02	1.219831e-01	4.163006e-01	2.728434e-01	1.101961e-01	7.867682e-02	1.348657e+08	4.888971e+13	8.159478e+03	1.288670e+04	-8.898141e-06	3.740490e-03	1.265862e-04	1.702548e+01
7	-1.905464e+02	-1.905461e+02	1.178594e-01	4.166497e-01	2.742784e-01	1.101026e-01	8.110992e-02	1.632691e+08	4.791433e+13	8.231059e+03	1.288347e+04	-6.833539e-06	2.945447e-03	1.005703e-04	8.083879e+00
8	-1.908567e+02	-1.908565e+02	1.148977e-01	4.169774e-01	2.752600e-01	1.100126e-01	8.285234e-02	1.855919e+08	4.650010e+13	8.279530e+03	1.287588e+04	-4.494007e-06	1.973937e-03	6.785999e-05	3.219947e+00
9	-1.909880e+02	-1.909879e+02	1.127479e-01	4.172139e-01	2.759630e-01	1.099347e-01	8.414039e-02	2.023963e+08	4.498197e+13	8.312577e+03	1.286634e+04	-2.351131e-06	1.047738e-03	3.618323e-05	9.893451e-01
10	-1.910298e+02	-1.910298e+02	1.111762e-01	4.173712e-01	2.764778e-01	1.098709e-01	8.510384e-02	2.147128e+08	4.356536e+13	8.335253e+03	1.285659e+04	-5.881028e-07	2.660305e-04	9.146677e-06	2.649945e-01
11	-1.910298e+02	-1.910298e+02	1.100217e-01	4.174729e-01	2.768584e-01	1.098203e-01	8.582669e-02	2.236153e+08	4.234542e+13	8.350940e+03	1.284767e+04	7.801525e-07	-3.513996e-04	-1.239529e-05	3.031040e-01
12	-1.910124e+02	-1.910124e+02	1.091710e-01	4.175386e-01	2.771409e-01	1.097809e-01	8.636872e-02	2.300171e+08	4.134588e+13	8.361895e+03	1.284003e+04	1.809260e-06	-8.216940e-04	-2.891795e-05	6.686073e-01
13	-1.909898e+02	-1.909898e+02	1.085429e-01	4.175814e-01	2.773508e-01	1.097506e-01	8.677441e-02	2.346214e+08	4.055280e+13	8.369620e+03	1.283375e+04	2.571133e-06	-1.173116e-03	-4.133252e-05	1.131067e+00
14	-1.909677e+02	-1.909677e+02	1.080786e-01	4.176097e-01	2.775067e-01	1.097276e-01	8.707740e-02	2.379426e+08	3.993672e+13	8.375118e+03	1.282875e+04	3.131207e-06	-1.433250e-03	-5.056211e-05	1.580617e+00
15	-1.909484e+02	-1.909484e+02	1.077351e-01	4.176289e-01	2.776226e-01	1.097102e-01	8.730328e-02	2.403478e+08	3.946491e+13	8.379064e+03	1.282485e+04	3.541980e-06	-1.625030e-03	-5.738952e-05	1.972718e+00
16	-1.909324e+02	-1.909324e+02	1.074809e-01	4.176420e-01	2.777085e-01	1.096971e-01	8.747140e-02	2.420969e+08	3.910709e+13	8.381915e+03	1.282185e+04	3.843267e-06	-1.766242e-03	-6.242980e-05	2.295635e+00
17	-1.909197e+02	-1.909197e+02	1.072928e-01	4.176512e-01	2.777723e-01	1.096874e-01	8.759638e-02	2.433736e+08	3.883752e+13	8.383986e+03	1.281956e+04	4.064493e-06	-1.870231e-03	-6.614889e-05	2.552628e+00
18	-1.909098e+02	-1.909098e+02	1.071535e-01	4.176577e-01	2.778196e-01	1.096801e-01	8.768920e-02	2.443086e+08	3.863542e+13	8.385499e+03	1.281783e+04	4.227165e-06	-1.946863e-03	-6.889372e-05	2.752732e+00
19	-1.909022e+02	-1.909022e+02	1.070503e-01	4.176623e-01	2.778546e-01	1.096746e-01	8.775809e-02	2.449950e+08	3.848439e+13	8.386607e+03	1.281653e+04	4.346950e-06	-2.003383e-03	-7.092050e-05	2.906285e+00
20	-1.908964e+02	-1.908964e+02	1.069739e-01	4.176657e-01	2.778806e-01	1.096706e-01	8.780919e-02	2.455001e+08	3.837181e+13	8.387420e+03	1.281556e+04	4.435265e-06	-2.045105e-03	-7.241791e-05	3.022942e+00
