RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.788680e+02	1.210623e-01	3.822361e-01	2.767227e-01	1.094220e-01	8.681792e-02
3	-1.878247e+02	1.046443e-01	3.825168e-01	2.853056e-01	1.099208e-01	9.819587e-02
4	-1.902076e+02	9.601723e-02	3.846004e-01	2.886908e-01	1.098167e-01	1.035862e-01
5	-1.907684e+02	9.197662e-02	3.863249e-01	2.898919e-01	1.096811e-01	1.057947e-01
6	-1.909054e+02	9.015316e-02	3.874399e-01	2.902785e-01	1.095998e-01	1.066183e-01
7	-1.909440e+02	8.932996e-02	3.881004e-01	2.903843e-01	1.095580e-01	1.069026e-01
8	-1.909568e+02	8.895304e-02	3.884753e-01	2.904017e-01	1.095372e-01	1.069911e-01
9	-1.909617e+02	8.877724e-02	3.886830e-01	2.903960e-01	1.095269e-01	1.070133e-01
10	-1.909638e+02	8.869366e-02	3.887961e-01	2.903872e-01	1.095218e-01	1.070154e-01
11	-1.909647e+02	8.865321e-02	3.888571e-01	2.903803e-01	1.095192e-01	1.070127e-01
12	-1.909651e+02	8.863333e-02	3.888897e-01	2.903758e-01	1.095179e-01	1.070099e-01
13	-1.909653e+02	8.862342e-02	3.889071e-01	2.903731e-01	1.095173e-01	1.070078e-01
14	-1.909654e+02	8.861843e-02	3.889163e-01	2.903716e-01	1.095169e-01	1.070065e-01
15	-1.909654e+02	8.861589e-02	3.889211e-01	2.903707e-01	1.095168e-01	1.070058e-01
16	-1.909655e+02	8.861459e-02	3.889237e-01	2.903702e-01	1.095167e-01	1.070053e-01
17	-1.909655e+02	8.861393e-02	3.889250e-01	2.903700e-01	1.095166e-01	1.070051e-01
18	-1.909655e+02	8.861358e-02	3.889257e-01	2.903698e-01	1.095166e-01	1.070050e-01
19	-1.909655e+02	8.861340e-02	3.889261e-01	2.903698e-01	1.095166e-01	1.070049e-01
20	-1.909655e+02	8.861331e-02	3.889263e-01	2.903697e-01	1.095166e-01	1.070049e-01
