RTO_iter	cost	con	merit
1	1.330000e+00	1.910000e+00	2.043000e+01
2	1.230306e+00	1.725258e+00	1.848289e+01
3	1.064068e+00	1.377177e+00	1.483583e+01
4	8.637765e-01	7.689819e-01	8.553596e+00
5	7.115327e-01	2.735210e-01	3.446743e+00
6	2.216364e-01	7.566775e-02	9.783139e-01
7	1.333023e-01	1.656009e-01	1.789311e+00
8	1.430472e-01	2.131147e-02	3.561619e-01
9	1.468246e-01	5.292265e-03	1.997472e-01
10	1.456393e-01	6.701901e-03	2.126583e-01
11	1.456402e-01	6.699636e-03	2.126365e-01
12	1.444665e-01	2.877783e-03	1.732444e-01
13	1.453870e-01	6.260811e-05	1.460131e-01
14	1.453572e-01	2.118669e-04	1.474759e-01
15	1.453567e-01	2.133135e-04	1.474899e-01
16	1.453571e-01	2.121993e-04	1.474791e-01
17	1.453583e-01	2.087117e-04	1.474454e-01
18	1.453576e-01	2.106704e-04	1.474643e-01
19	1.453482e-01	1.680975e-04	1.470292e-01
20	1.453573e-01	1.337333e-04	1.466947e-01
21	1.453646e-01	1.172702e-04	1.465373e-01
22	1.453681e-01	1.115279e-04	1.464834e-01
23	1.453696e-01	1.097826e-04	1.464674e-01
24	1.453719e-01	1.041643e-04	1.464136e-01
25	1.453702e-01	1.098741e-04	1.464689e-01
26	1.453702e-01	1.100222e-04	1.464704e-01
27	1.453701e-01	1.100655e-04	1.464708e-01
28	1.453701e-01	1.100738e-04	1.464709e-01
29	1.453701e-01	1.100763e-04	1.464709e-01
30	1.453702e-01	1.100641e-04	1.464708e-01
