RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.762916e+00	9.819845e+00	8.937039e+01
2	3.228560e+00	9.091958e+00	9.366743e+01
3	4.174471e+00	9.072773e+00	9.042882e+01
4	3.670626e+00	9.053207e+00	9.136357e+01
5	4.133645e+00	9.186483e+00	9.002748e+01
6	3.670936e+00	9.239410e+00	9.184680e+01
7	4.144846e+00	9.279492e+00	9.030397e+01
8	3.899249e+00	9.235545e+00	9.082901e+01
9	3.665013e+00	9.224843e+00	9.169618e+01
10	3.783534e+00	9.252743e+00	9.126948e+01
11	3.901266e+00	9.259077e+00	9.085417e+01
12	3.785525e+00	9.269560e+00	9.131460e+01
13	3.845014e+00	9.272701e+00	9.109025e+01
14	3.899194e+00	9.301965e+00	9.098284e+01
15	3.841947e+00	9.310450e+00	9.121907e+01
16	3.871399e+00	9.309428e+00	9.110503e+01
17	3.842548e+00	9.312607e+00	9.122124e+01
18	3.857963e+00	9.314322e+00	9.116881e+01
19	3.872643e+00	9.317545e+00	9.112493e+01
20	3.858981e+00	9.321824e+00	9.118831e+01
21	3.866369e+00	9.320944e+00	9.115827e+01
22	3.872683e+00	9.325569e+00	9.114943e+01
23	3.866655e+00	9.329349e+00	9.118321e+01
24	3.870004e+00	9.328030e+00	9.116682e+01
25	3.872618e+00	9.331100e+00	9.116673e+01
26	3.872406e+00	9.334925e+00	9.117932e+01
27	3.875469e+00	9.337528e+00	9.117616e+01
28	3.873634e+00	9.340714e+00	9.119271e+01
29	3.874585e+00	9.339333e+00	9.118496e+01
30	3.875925e+00	9.341070e+00	9.118542e+01
31	3.877646e+00	9.344684e+00	9.119028e+01
32	3.882288e+00	9.351042e+00	9.119296e+01
33	3.875135e+00	9.352357e+00	9.122320e+01
34	3.878871e+00	9.352391e+00	9.120959e+01
35	3.880525e+00	9.351964e+00	9.120223e+01
36	3.879626e+00	9.353760e+00	9.121105e+01
37	3.881603e+00	9.354591e+00	9.120639e+01
38	3.880258e+00	9.356048e+00	9.121579e+01
39	3.880876e+00	9.355632e+00	9.121225e+01
40	3.882018e+00	9.356419e+00	9.121051e+01
41	3.881719e+00	9.357689e+00	9.121551e+01
42	3.882887e+00	9.358430e+00	9.121353e+01
43	3.882148e+00	9.359461e+00	9.121940e+01
44	3.882345e+00	9.359286e+00	9.121814e+01
45	3.883299e+00	9.359830e+00	9.121634e+01
46	3.882913e+00	9.360780e+00	9.122067e+01
47	3.883899e+00	9.361250e+00	9.121853e+01
48	3.883234e+00	9.362005e+00	9.122328e+01
49	3.883306e+00	9.361969e+00	9.122290e+01
50	3.883324e+00	9.361958e+00	9.122280e+01
51	3.883328e+00	9.361955e+00	9.122278e+01
52	3.883330e+00	9.361955e+00	9.122277e+01
53	3.883330e+00	9.361955e+00	9.122277e+01
54	3.883330e+00	9.361955e+00	9.122277e+01
55	3.883330e+00	9.361955e+00	9.122277e+01
56	3.883330e+00	9.361955e+00	9.122277e+01
57	3.883330e+00	9.361955e+00	9.122277e+01
58	3.883330e+00	9.361955e+00	9.122277e+01
59	3.883330e+00	9.361955e+00	9.122277e+01
60	3.883330e+00	9.361955e+00	9.122277e+01
61	3.883330e+00	9.361955e+00	9.122277e+01
62	3.883330e+00	9.361955e+00	9.122277e+01
63	3.883330e+00	9.361955e+00	9.122277e+01
64	3.883330e+00	9.361955e+00	9.122277e+01
65	3.883330e+00	9.361955e+00	9.122277e+01
66	3.883330e+00	9.361955e+00	9.122277e+01
67	3.883330e+00	9.361955e+00	9.122277e+01
68	3.883330e+00	9.361955e+00	9.122277e+01
69	3.883330e+00	9.361955e+00	9.122277e+01
70	3.883330e+00	9.361955e+00	9.122277e+01
71	3.883330e+00	9.361955e+00	9.122277e+01
72	3.883330e+00	9.361955e+00	9.122277e+01
73	3.883330e+00	9.361955e+00	9.122277e+01
74	3.883330e+00	9.361955e+00	9.122277e+01
75	3.883330e+00	9.361955e+00	9.122277e+01
76	3.883330e+00	9.361955e+00	9.122277e+01
77	3.883330e+00	9.361955e+00	9.122277e+01
78	3.883330e+00	9.361955e+00	9.122277e+01
79	3.883330e+00	9.361955e+00	9.122277e+01
80	3.883330e+00	9.361955e+00	9.122277e+01
