RTO_iter	rho	tr	tr_adjusted	event	base_cost	base_con	merit	base_merit	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
0																		2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	8.353672e-01	5.000000e-01	5.000000e-01		-7.752530e+01	-3.276256e-02	-1.939656e+01	-7.752530e+00	-1.992171e+02	-1.992171e+02	2.625780e-03	2.625780e-03	1.113367e-01	4.560977e-01	2.516545e-01	9.828534e-02	8.262578e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.216918e+02	-3.722328e+01	4.812623e+01	-1.797171e+01	-3.538834e-02	-3.752642e-03	1.690099e-03	-1.715440e-03
2	-4.958407e-01	5.000000e-01	2.500000e-01		-2.057965e+02	5.201651e-04	-2.298306e+01	-2.047562e+01	-1.788898e+02	-2.298307e+02	4.551885e-02	1.823093e-08	9.386183e-02	4.004631e-01	2.813306e-01	9.882568e-02	1.255188e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.690674e+01	-5.464648e+01	3.719423e+01	-1.439446e+01	-4.499868e-02	-4.082093e-03	1.300135e-03	-1.635431e-03
3	-4.958406e-01	2.500000e-01	1.250000e-01				-2.245211e+01		-1.666855e+02	-2.245212e+02	4.793063e-02	1.813200e-08	1.609146e-01	3.453345e-01	2.723092e-01	9.351105e-02	1.279306e-01												
4	-4.370865e-01	1.250000e-01	6.250000e-02				-2.245211e+01		-1.666855e+02	-2.245212e+02	4.793063e-02	1.720232e-08	1.609146e-01	3.453345e-01	2.723092e-01	9.351105e-02	1.279306e-01												
5	1.511092e-01	6.250000e-02	6.250000e-02				-2.215001e+01		-1.756390e+02	-2.215002e+02	4.586714e-02	1.731084e-08	1.562075e-01	3.490564e-01	2.738831e-01	9.498584e-02	1.258671e-01												
6	-3.163322e-01	6.250000e-02	3.125000e-02		-2.091758e+02	1.465824e-03	-2.146028e+01	-2.062441e+01	-1.880476e+02	-2.146028e+02	4.404536e-02	1.613640e-08	1.299348e-01	3.705200e-01	2.778988e-01	9.760096e-02	1.240454e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.112820e+01	-4.071544e+01	3.730236e+01	-1.568249e+01	-4.257954e-02	4.863325e-04	-5.268062e-04	-1.705396e-03
7	5.126771e-01	3.125000e-02	3.125000e-02				-2.127053e+01		-1.733662e+02	-2.127053e+02	4.768865e-02	1.829731e-08	9.010838e-02	4.025443e-01	2.814810e-01	9.817762e-02	1.276887e-01												
8	1.677109e-01	3.125000e-02	3.125000e-02		-2.089318e+02	3.515153e-04	-2.101154e+01	-2.082288e+01	-1.857662e+02	-2.101154e+02	4.479271e-02	1.619040e-08	1.097110e-01	3.877362e-01	2.795718e-01	9.818833e-02	1.247927e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.316566e+01	-4.848777e+01	3.790590e+01	-1.543102e+01	-4.444119e-02	-1.821618e-03	5.206602e-04	-1.695932e-03
9	-9.564087e-02	3.125000e-02	1.562500e-02		-2.087593e+02	1.505570e-04	-2.095962e+01	-2.084581e+01	-1.880508e+02	-2.095963e+02	4.394264e-02	1.734112e-08	1.225790e-01	3.783387e-01	2.776360e-01	9.750377e-02	1.239426e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.070842e+01	-4.373516e+01	3.810599e+01	-1.616630e+01	-4.379208e-02	-4.322069e-04	-4.097517e-05	-1.721329e-03
10	5.788472e-01	1.562500e-02	1.562500e-02				-2.102933e+01		-1.811756e+02	-2.102934e+02	4.615520e-02	1.736346e-08	1.028515e-01	3.936253e-01	2.796131e-01	9.775484e-02	1.261552e-01												
11	6.937253e-01	1.562500e-02	1.562500e-02		-2.092284e+02	8.372031e-05	-2.094995e+01	-2.090609e+01	-1.856584e+02	-2.094995e+02	4.492888e-02	1.754022e-08	1.128011e-01	3.860029e-01	2.786067e-01	9.766041e-02	1.249289e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.356993e+01	-4.756651e+01	3.815203e+01	-1.604881e+01	-4.484516e-02	-1.528235e-03	4.323016e-04	-1.712652e-03
12	5.745909e-02	1.562500e-02	1.562500e-02		-2.093301e+02	1.249534e-05	-2.094129e+01	-2.093051e+01	-1.859240e+02	-2.094129e+02	4.488272e-02	1.733363e-08	1.165311e-01	3.833400e-01	2.779158e-01	9.733032e-02	1.248827e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.340607e+01	-4.626222e+01	3.825581e+01	-1.642168e+01	-4.487023e-02	-1.139418e-03	2.856252e-04	-1.723974e-03
13	3.726839e-01	1.562500e-02	1.562500e-02		-2.094757e+02	7.506714e-05	-2.096607e+01	-2.093255e+01	-1.823421e+02	-2.096607e+02	4.600609e-02	1.714110e-08	1.077719e-01	3.902701e-01	2.786359e-01	9.731593e-02	1.260061e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.713359e+01	-4.985371e+01	3.816063e+01	-1.636716e+01	-4.593102e-02	-2.196714e-03	7.117751e-04	-1.710184e-03
14	-3.458060e-01	1.562500e-02	7.812500e-03		-2.097242e+02	6.728729e-05	-2.100343e+01	-2.095897e+01	-1.845980e+02	-2.100343e+02	4.544959e-02	1.888755e-08	1.158676e-01	3.839014e-01	2.777320e-01	9.704944e-02	1.254496e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.512622e+01	-4.670407e+01	3.828851e+01	-1.671830e+01	-4.538231e-02	-1.246740e-03	3.421960e-04	-1.728930e-03
15	6.453265e-01	7.812500e-03	7.812500e-03				-2.098838e+01		-1.809252e+02	-2.098838e+02	4.647778e-02	1.830154e-08	1.068268e-01	3.911653e-01	2.784596e-01	9.707054e-02	1.264778e-01												
16	6.364092e-01	7.812500e-03	7.812500e-03		-2.097429e+02	1.625517e-05	-2.097768e+01	-2.097104e+01	-1.831174e+02	-2.097768e+02	4.589509e-02	1.757241e-08	1.118262e-01	3.872159e-01	2.780186e-01	9.704427e-02	1.258951e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.662553e+01	-4.835651e+01	3.829311e+01	-1.671841e+01	-4.587884e-02	-1.725851e-03	5.405800e-04	-1.723830e-03
17	9.304425e-01	7.812500e-03	1.562500e-02		-2.098139e+02	6.531392e-06	-2.098525e+01	-2.098008e+01	-1.834966e+02	-2.098525e+02	4.581424e-02	2.133695e-08	1.144177e-01	3.852384e-01	2.776452e-01	9.688451e-02	1.258142e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.631728e+01	-4.739675e+01	3.834391e+01	-1.691010e+01	-4.580771e-02	-1.439279e-03	4.309682e-04	-1.730956e-03
18	3.728975e-02	1.562500e-02	1.562500e-02		-2.099149e+02	6.519150e-06	-2.099094e+01	-2.099019e+01	-1.821579e+02	-2.099095e+02	4.624291e-02	1.830062e-08	1.118967e-01	3.872988e-01	2.777617e-01	9.679988e-02	1.262429e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.775699e+01	-4.848203e+01	3.834386e+01	-1.699020e+01	-4.623639e-02	-1.744609e-03	5.584329e-04	-1.728771e-03
19	-1.499436e-03	1.562500e-02	7.812500e-03		-2.099702e+02	2.971766e-05	-2.101405e+01	-2.099108e+01	-1.827876e+02	-2.101406e+02	4.608443e-02	1.904700e-08	1.174268e-01	3.830198e-01	2.769981e-01	9.647092e-02	1.260844e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.718265e+01	-4.642709e+01	3.841239e+01	-1.737136e+01	-4.605471e-02	-1.148080e-03	3.252656e-04	-1.742631e-03
20	5.788800e-01	7.812500e-03	7.812500e-03				-2.104041e+01		-1.795148e+02	-2.104042e+02	4.704697e-02	1.741045e-08	1.080865e-01	3.903620e-01	2.779024e-01	9.660219e-02	1.270470e-01												
21	7.543177e-01	7.812500e-03	7.812500e-03		-2.101065e+02	2.068597e-05	-2.101774e+01	-2.100651e+01	-1.813437e+02	-2.101775e+02	4.655517e-02	1.713795e-08	1.127827e-01	3.866927e-01	2.774364e-01	9.653312e-02	1.265552e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.876285e+01	-4.828523e+01	3.839470e+01	-1.729230e+01	-4.653449e-02	-1.666712e-03	5.377579e-04	-1.735393e-03
22	-1.504600e-01	7.812500e-03	3.906250e-03		-2.101233e+02	2.080235e-06	-2.101368e+01	-2.101192e+01	-1.812492e+02	-2.101368e+02	4.659123e-02	1.758838e-08	1.142545e-01	3.856228e-01	2.771523e-01	9.637908e-02	1.265912e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.887416e+01	-4.777680e+01	3.843937e+01	-1.747866e+01	-4.658915e-02	-1.515078e-03	4.828753e-04	-1.740836e-03
23	6.467796e-01	3.906250e-03	3.906250e-03				-2.102046e+01		-1.794380e+02	-2.102046e+02	4.709925e-02	1.618608e-08	1.098437e-01	3.891445e-01	2.775193e-01	9.639323e-02	1.270993e-01												
24	7.244325e-01	3.906250e-03	3.906250e-03		-2.101602e+02	4.143352e-06	-2.101698e+01	-2.101519e+01	-1.804095e+02	-2.101699e+02	4.684043e-02	1.711220e-08	1.122329e-01	3.872431e-01	2.773092e-01	9.637445e-02	1.268404e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.975073e+01	-4.861064e+01	3.842593e+01	-1.747128e+01	-4.683629e-02	-1.748429e-03	5.771232e-04	-1.737587e-03
25	1.003865e+00	3.906250e-03	7.812500e-03		-2.101794e+02	1.169901e-06	-2.101866e+01	-2.101771e+01	-1.804944e+02	-2.101867e+02	4.682669e-02	1.616657e-08	1.133142e-01	3.864166e-01	2.771454e-01	9.629712e-02	1.268267e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.968504e+01	-4.821351e+01	3.844952e+01	-1.756770e+01	-4.682552e-02	-1.631149e-03	5.332618e-04	-1.740971e-03
26	1.494685e-01	7.812500e-03	7.812500e-03		-2.102080e+02	1.178383e-06	-2.102055e+01	-2.102057e+01	-1.798336e+02	-2.102056e+02	4.702149e-02	1.616296e-08	1.122613e-01	3.872868e-01	2.771806e-01	9.624980e-02	1.270215e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.037438e+01	-4.867666e+01	3.844977e+01	-1.761434e+01	-4.702031e-02	-1.757485e-03	5.856761e-04	-1.740037e-03
27	-9.783946e-03	7.812500e-03	3.906250e-03		-2.102269e+02	6.244993e-06	-2.102642e+01	-2.102144e+01	-1.800823e+02	-2.102642e+02	4.696494e-02	1.618642e-08	1.147631e-01	3.853477e-01	2.768306e-01	9.609366e-02	1.269649e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.014462e+01	-4.774381e+01	3.849101e+01	-1.780782e+01	-4.695869e-02	-1.487343e-03	4.826926e-04	-1.747170e-03
28	5.764408e-01	3.906250e-03	3.906250e-03				-2.103345e+01		-1.784325e+02	-2.103345e+02	4.742203e-02	1.714399e-08	1.101917e-01	3.889780e-01	2.772548e-01	9.615339e-02	1.274220e-01												
29	7.472031e-01	3.906250e-03	3.906250e-03		-2.102620e+02	5.129901e-06	-2.102791e+01	-2.102517e+01	-1.792821e+02	-2.102791e+02	4.719783e-02	1.712151e-08	1.125063e-01	3.871474e-01	2.770318e-01	9.611663e-02	1.271978e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.097989e+01	-4.865836e+01	3.847389e+01	-1.776858e+01	-4.719270e-02	-1.741447e-03	5.843768e-04	-1.743000e-03
30	7.477954e-02	3.906250e-03	3.906250e-03		-2.102678e+02	6.110953e-07	-2.102716e+01	-2.102666e+01	-1.792331e+02	-2.102717e+02	4.721619e-02	1.955169e-08	1.132838e-01	3.865667e-01	2.768924e-01	9.604082e-02	1.272162e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.103468e+01	-4.838453e+01	3.849518e+01	-1.786287e+01	-4.721558e-02	-1.659994e-03	5.548508e-04	-1.745861e-03
31	3.814831e-01	3.906250e-03	3.906250e-03		-2.102773e+02	4.485084e-06	-2.102891e+01	-2.102683e+01	-1.783374e+02	-2.102892e+02	4.746096e-02	1.618942e-08	1.112057e-01	3.882386e-01	2.770545e-01	9.604027e-02	1.274610e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.193982e+01	-4.924413e+01	3.847428e+01	-1.784476e+01	-4.745648e-02	-1.899608e-03	6.496406e-04	-1.741887e-03
32	-2.943288e-01	3.906250e-03	1.953125e-03		-2.102922e+02	3.837908e-06	-2.103109e+01	-2.102845e+01	-1.788448e+02	-2.103109e+02	4.733347e-02	1.772866e-08	1.131278e-01	3.867171e-01	2.768441e-01	9.597757e-02	1.273335e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.144737e+01	-4.848791e+01	3.850380e+01	-1.793464e+01	-4.732964e-02	-1.683505e-03	5.666241e-04	-1.746777e-03
