RTO_iter	rho	tr	tr_adjusted	event	base_cost	base_con	merit	base_merit	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
0																		2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	9.868471e-01	1.000000e-01	2.000000e-01		-7.752530e+01	-3.276256e-02	1.113673e+02	-7.752530e+00	-1.992171e+02	-1.992171e+02	2.625780e-03	2.625780e-03	1.113367e-01	4.560977e-01	2.516545e-01	9.828534e-02	8.262578e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.216918e+02	-3.722328e+01	4.812623e+01	-1.797171e+01	-3.538834e-02	-3.752642e-03	1.690099e-03	-1.715440e-03
2	-1.385428e+02	2.000000e-01	1.000000e-01		-2.093185e+02	-3.070750e-06	-2.110751e+01	-2.093185e+01	-1.723140e+02	-2.110756e+02	4.861449e-02	1.097067e-09	1.005438e-01	3.972200e-01	2.776621e-01	9.595957e-02	1.286145e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.700453e+01	-5.378315e+01	3.822244e+01	-1.770116e+01	-4.861756e-02	-3.250968e-03	1.143993e-03	-1.710960e-03
3	-1.385428e+02	1.000000e-01	5.000000e-02				-2.164639e+01		-1.714034e+02	-2.164643e+02	4.815589e-02	6.309939e-10	1.435387e-01	3.614499e-01	2.730494e-01	9.380607e-02	1.281559e-01												
4	-9.228583e+01	5.000000e-02	2.500000e-02				-2.164639e+01		-1.714034e+02	-2.164643e+02	4.815589e-02	6.309938e-10	1.435387e-01	3.614499e-01	2.730494e-01	9.380607e-02	1.281559e-01												
5	-4.940847e+01	2.500000e-02	1.250000e-02				-2.137736e+01		-1.779991e+02	-2.137740e+02	4.758184e-02	8.975391e-10	1.274997e-01	3.745093e-01	2.752910e-01	9.511820e-02	1.275818e-01												
6	-2.506762e+01	1.250000e-02	6.250000e-03				-2.116442e+01		-1.778083e+02	-2.116446e+02	4.780410e-02	8.976844e-10	1.144243e-01	3.853900e-01	2.766553e-01	9.572629e-02	1.278041e-01												
7	-1.216315e+01	6.250000e-03	3.125000e-03				-2.105023e+01		-1.758184e+02	-2.105028e+02	4.812591e-02	8.976049e-10	1.075357e-01	3.912175e-01	2.772197e-01	9.590119e-02	1.281259e-01												
8	-5.556401e+00	3.125000e-03	1.562500e-03				-2.099174e+01		-1.742636e+02	-2.099178e+02	4.834959e-02	8.977630e-10	1.040431e-01	3.942020e-01	2.774590e-01	9.594632e-02	1.283496e-01												
9	-2.225283e+00	1.562500e-03	7.812500e-04				-2.096219e+01		-1.733370e+02	-2.096224e+02	4.847829e-02	8.977832e-10	1.022931e-01	3.957056e-01	2.775660e-01	9.595692e-02	1.284783e-01												
10	-5.615193e-01	7.812500e-04	3.906250e-04				-2.094736e+01		-1.728360e+02	-2.094741e+02	4.854691e-02	8.977848e-10	1.014192e-01	3.964588e-01	2.776161e-01	9.595906e-02	1.285469e-01												
11	2.559625e-01	3.906250e-04	3.906250e-04				-2.093995e+01		-1.725767e+02	-2.093999e+02	4.858221e-02	8.977850e-10	1.009838e-01	3.968345e-01	2.776401e-01	9.595932e-02	1.285822e-01												
12	5.356754e-01	3.906250e-04	3.906250e-04		-2.093631e+02	6.642794e-08	-2.093628e+01	-2.093298e+01	-1.724462e+02	-2.093633e+02	4.859992e-02	8.977840e-10	1.007688e-01	3.970202e-01	2.776518e-01	9.595925e-02	1.285999e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.691687e+01	-5.368756e+01	3.823001e+01	-1.770854e+01	-4.859985e-02	-3.220162e-03	1.133477e-03	-1.711847e-03
13	5.298240e-01	3.906250e-04	3.906250e-04		-2.094004e+02	6.576959e-08	-2.094002e+01	-2.093675e+01	-1.725837e+02	-2.094006e+02	4.858102e-02	8.977876e-10	1.009944e-01	3.968257e-01	2.776395e-01	9.595940e-02	1.285810e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.681676e+01	-5.359130e+01	3.823863e+01	-1.771595e+01	-4.858095e-02	-3.189598e-03	1.123062e-03	-1.712736e-03
14	5.253639e-01	3.906250e-04	3.906250e-04		-2.094370e+02	6.556556e-08	-2.094368e+01	-2.094042e+01	-1.727199e+02	-2.094372e+02	4.856206e-02	8.977864e-10	1.012202e-01	3.966313e-01	2.776270e-01	9.595946e-02	1.285621e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.671707e+01	-5.349508e+01	3.824712e+01	-1.772333e+01	-4.856200e-02	-3.159121e-03	1.112648e-03	-1.713618e-03
15	5.207974e-01	3.906250e-04	3.906250e-04		-2.094728e+02	6.536179e-08	-2.094726e+01	-2.094401e+01	-1.728550e+02	-2.094731e+02	4.854306e-02	8.977853e-10	1.014461e-01	3.964372e-01	2.776143e-01	9.595944e-02	1.285431e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.661780e+01	-5.339890e+01	3.825549e+01	-1.773070e+01	-4.854300e-02	-3.128730e-03	1.102235e-03	-1.714492e-03
16	5.161202e-01	3.906250e-04	3.906250e-04		-2.095079e+02	6.515787e-08	-2.095077e+01	-2.094753e+01	-1.729889e+02	-2.095081e+02	4.852401e-02	8.977844e-10	1.016721e-01	3.962432e-01	2.776013e-01	9.595934e-02	1.285240e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.651896e+01	-5.330276e+01	3.826374e+01	-1.773804e+01	-4.852395e-02	-3.098427e-03	1.091825e-03	-1.715358e-03
17	5.113263e-01	3.906250e-04	3.906250e-04		-2.095422e+02	6.495367e-08	-2.095420e+01	-2.095097e+01	-1.731216e+02	-2.095424e+02	4.850492e-02	8.977837e-10	1.018983e-01	3.960494e-01	2.775882e-01	9.595915e-02	1.285049e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.642054e+01	-5.320666e+01	3.827188e+01	-1.774537e+01	-4.850485e-02	-3.068210e-03	1.081416e-03	-1.716217e-03
18	5.064136e-01	3.906250e-04	3.906250e-04		-2.095757e+02	6.474933e-08	-2.095755e+01	-2.095434e+01	-1.732532e+02	-2.095760e+02	4.848577e-02	8.977825e-10	1.021247e-01	3.958557e-01	2.775749e-01	9.595888e-02	1.284858e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.632255e+01	-5.311061e+01	3.827989e+01	-1.775268e+01	-4.848571e-02	-3.038080e-03	1.071009e-03	-1.717068e-03
19	5.013765e-01	3.906250e-04	3.906250e-04		-2.096085e+02	6.454467e-08	-2.096083e+01	-2.095762e+01	-1.733835e+02	-2.096087e+02	4.846658e-02	8.977819e-10	1.023511e-01	3.956623e-01	2.775615e-01	9.595853e-02	1.284666e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.622499e+01	-5.301460e+01	3.828779e+01	-1.775997e+01	-4.846652e-02	-3.008036e-03	1.060604e-03	-1.717912e-03
20	4.962110e-01	3.906250e-04	3.906250e-04		-2.096405e+02	6.433968e-08	-2.096403e+01	-2.096084e+01	-1.735127e+02	-2.096408e+02	4.844735e-02	8.977809e-10	1.025778e-01	3.954690e-01	2.775478e-01	9.595810e-02	1.284473e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.612785e+01	-5.291863e+01	3.829556e+01	-1.776725e+01	-4.844728e-02	-2.978080e-03	1.050202e-03	-1.718748e-03
21	4.909106e-01	3.906250e-04	3.906250e-04		-2.096718e+02	6.413428e-08	-2.096716e+01	-2.096397e+01	-1.736407e+02	-2.096720e+02	4.842807e-02	8.977803e-10	1.028045e-01	3.952759e-01	2.775339e-01	9.595758e-02	1.284281e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.603114e+01	-5.282271e+01	3.830322e+01	-1.777450e+01	-4.842800e-02	-2.948211e-03	1.039801e-03	-1.719576e-03
22	4.846370e-01	3.906250e-04	3.906250e-04		-2.097023e+02	6.392859e-08	-2.097021e+01	-2.096703e+01	-1.737674e+02	-2.097025e+02	4.840874e-02	8.977789e-10	1.030315e-01	3.950830e-01	2.775198e-01	9.595698e-02	1.284087e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.593486e+01	-5.272684e+01	3.831076e+01	-1.778174e+01	-4.840868e-02	-2.918430e-03	1.029404e-03	-1.720397e-03
23	4.807407e-01	3.906250e-04	3.906250e-04		-2.097321e+02	6.392247e-08	-2.097317e+01	-2.097001e+01	-1.738930e+02	-2.097323e+02	4.838938e-02	1.097776e-09	1.032585e-01	3.948903e-01	2.775055e-01	9.595630e-02	1.283894e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.583901e+01	-5.263101e+01	3.831818e+01	-1.778897e+01	-4.838931e-02	-2.888736e-03	1.019009e-03	-1.721211e-03
