RTO_iter	rho	tr	tr_adjusted	event	base_cost	base_con	merit	base_merit	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
0																		2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	1.007575e+00	1.000000e-02	2.000000e-02		-7.752530e+01	-3.276256e-02	3.259389e+01	-7.752530e+00	-1.992171e+02	-1.992171e+02	2.625780e-03	2.625780e-03	1.113367e-01	4.560977e-01	2.516545e-01	9.828534e-02	8.262578e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.216918e+02	-3.722328e+01	4.812623e+01	-1.797171e+01	-3.538834e-02	-3.752642e-03	1.690099e-03	-1.715440e-03
2	1.013284e+00	2.000000e-02	4.000000e-02		-9.880560e+01	-2.935033e-02	-9.864561e+00	-9.880560e+00	-2.016204e+02	-9.864561e+01	7.748248e-03	-2.934244e-02	1.103633e-01	4.485519e-01	2.550573e-01	9.827925e-02	8.774825e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.028148e+02	-3.982469e+01	4.746247e+01	-1.824713e+01	-3.709857e-02	-3.720553e-03	1.657052e-03	-1.734685e-03
3	1.014001e+00	4.000000e-02	8.000000e-02		-1.370132e+02	-2.209933e-02	-1.365123e+01	-1.370132e+01	-2.013493e+02	-1.365123e+02	1.843845e-02	-2.208144e-02	1.085514e-01	4.335486e-01	2.615163e-01	9.794531e-02	9.843845e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	6.433616e+01	-4.445945e+01	4.573605e+01	-1.865826e+01	-4.053778e-02	-3.589493e-03	1.553974e-03	-1.760088e-03
4	-1.908349e+01	8.000000e-02	4.000000e-02		-1.955252e+02	-5.934115e-03	-1.947173e+01	-1.955252e+01	-1.815535e+02	-1.947173e+02	4.139881e-02	-5.975614e-03	1.053121e-01	4.041336e-01	2.730812e-01	9.607431e-02	1.213988e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.397173e+01	-5.123901e+01	4.067125e+01	-1.890011e+01	-4.733292e-02	-3.055967e-03	1.188128e-03	-1.756286e-03
5	-5.740045e+00	4.000000e-02	2.000000e-02				-2.126607e+01		-1.718243e+02	-2.126643e+02	4.797469e-02	1.804627e-08	1.427219e-01	3.624852e-01	2.729843e-01	9.383390e-02	1.279747e-01												
6	-4.304141e-01	2.000000e-02	1.000000e-02				-2.117049e+01		-1.754410e+02	-2.117085e+02	4.828999e-02	1.832540e-08	1.241394e-01	3.776928e-01	2.750941e-01	9.478373e-02	1.282900e-01												
7	9.985038e-01	1.000000e-02	2.000000e-02				-2.106860e+01		-1.730610e+02	-2.106904e+02	4.895726e-02	2.228287e-08	1.113532e-01	3.883878e-01	2.761917e-01	9.511009e-02	1.289573e-01												
8	-5.570744e+00	2.000000e-02	1.000000e-02		-2.064246e+02	-1.538977e-03	-2.064409e+01	-2.064246e+01	-1.728241e+02	-2.064409e+02	4.746129e-02	-1.549683e-03	1.046818e-01	3.968085e-01	2.756903e-01	9.535806e-02	1.274613e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.360045e+01	-5.234786e+01	3.907277e+01	-1.886061e+01	-4.900027e-02	-2.850002e-03	1.056058e-03	-1.744532e-03
9	-8.890442e-01	1.000000e-02	5.000000e-03				-2.109078e+01		-1.736957e+02	-2.109113e+02	4.880179e-02	1.741908e-08	1.151085e-01	3.853646e-01	2.757727e-01	9.495243e-02	1.288018e-01												
10	5.707338e-01	5.000000e-03	5.000000e-03				-2.103516e+01		-1.719477e+02	-2.103551e+02	4.915308e-02	1.741256e-08	1.094409e-01	3.901028e-01	2.762361e-01	9.506702e-02	1.291531e-01												
11	-2.864489e-02	5.000000e-03	2.500000e-03		-2.100137e+02	7.673589e-06	-2.100241e+01	-2.084790e+01	-1.705059e+02	-2.100276e+02	4.940289e-02	1.715163e-08	1.063098e-01	3.927460e-01	2.764504e-01	9.509091e-02	1.294029e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.950784e+01	-5.189405e+01	3.854002e+01	-1.888294e+01	-4.939522e-02	-2.547539e-03	9.263765e-04	-1.745603e-03
12	7.260528e-01	2.500000e-03	2.500000e-03				-2.102149e+01		-1.718282e+02	-2.102192e+02	4.915297e-02	2.134533e-08	1.090488e-01	3.904729e-01	2.762509e-01	9.507446e-02	1.291530e-01												
13	1.600328e-01	2.500000e-03	2.500000e-03		-2.101018e+02	2.210239e-06	-2.101053e+01	-2.096598e+01	-1.712100e+02	-2.101096e+02	4.926846e-02	2.130239e-08	1.076754e-01	3.916172e-01	2.763523e-01	9.508665e-02	1.292685e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.889184e+01	-5.131854e+01	3.857427e+01	-1.891933e+01	-4.926624e-02	-2.384359e-03	8.672041e-04	-1.749904e-03
14	1.280753e-01	2.500000e-03	2.500000e-03		-2.101746e+02	2.159775e-06	-2.101778e+01	-2.097427e+01	-1.718673e+02	-2.101821e+02	4.913796e-02	2.132690e-08	1.090405e-01	3.904888e-01	2.762525e-01	9.508024e-02	1.291380e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.830733e+01	-5.074686e+01	3.860201e+01	-1.895293e+01	-4.913580e-02	-2.224147e-03	8.080367e-04	-1.753883e-03
15	1.371380e-01	2.500000e-03	2.500000e-03		-2.102213e+02	2.084848e-06	-2.102240e+01	-2.098043e+01	-1.724948e+02	-2.102283e+02	4.900299e-02	2.133098e-08	1.103989e-01	3.893744e-01	2.761498e-01	9.507388e-02	1.290030e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.772653e+01	-5.018014e+01	3.862510e+01	-1.898229e+01	-4.900090e-02	-2.067813e-03	7.492771e-04	-1.757525e-03
16	9.649279e-01	2.500000e-03	5.000000e-03		-2.102437e+02	1.894498e-06	-2.102451e+01	-2.098648e+01	-1.731021e+02	-2.102493e+02	4.886145e-02	2.133458e-08	1.117092e-01	3.883055e-01	2.760518e-01	9.507207e-02	1.288614e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.714160e+01	-4.963293e+01	3.864256e+01	-1.900157e+01	-4.885955e-02	-1.919540e-03	6.924316e-04	-1.760664e-03
