RTO_iter	rho	tr	tr_adjusted	event	base_cost	base_con	merit	base_merit	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
0																		2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	1.000773e+00	1.000000e-03	2.000000e-03		-7.752530e+01	-3.276256e-02	-1.965914e+01	-7.752530e+00	-1.992171e+02	-1.992171e+02	2.625780e-03	2.625780e-03	1.113367e-01	4.560977e-01	2.516545e-01	9.828534e-02	8.262578e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.216918e+02	-3.722328e+01	4.812623e+01	-1.797171e+01	-3.538834e-02	-3.752642e-03	1.690099e-03	-1.715440e-03
2	1.001514e+00	2.000000e-03	4.000000e-03		-7.972840e+01	-3.242602e-02	-7.972670e+00	-7.972840e+00	-1.995363e+02	-7.972670e+01	3.133815e-03	-3.242593e-02	1.112367e-01	4.553381e-01	2.520018e-01	9.828960e-02	8.313382e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.198079e+02	-3.749320e+01	4.806518e+01	-1.800187e+01	-3.555983e-02	-3.750413e-03	1.687287e-03	-1.717591e-03
3	1.002990e+00	4.000000e-03	8.000000e-03		-8.407544e+01	-3.175113e-02	-8.406887e+00	-8.407544e+00	-2.001203e+02	-8.406887e+01	4.150808e-03	-3.175079e-02	1.110389e-01	4.538254e-01	2.526901e-01	9.829479e-02	8.415081e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.160449e+02	-3.802481e+01	4.794049e+01	-1.805968e+01	-3.590193e-02	-3.745258e-03	1.681398e-03	-1.721685e-03
4	1.005712e+00	8.000000e-03	1.600000e-02		-9.259000e+01	-3.038542e-02	-9.256462e+00	-9.259000e+00	-2.010805e+02	-9.256462e+01	6.201481e-03	-3.038419e-02	1.106497e-01	4.508052e-01	2.540516e-01	9.829198e-02	8.620148e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.084905e+02	-3.906617e+01	4.767494e+01	-1.817036e+01	-3.658690e-02	-3.732383e-03	1.668173e-03	-1.729399e-03
5	1.010123e+00	1.600000e-02	3.200000e-02		-1.089246e+02	-2.758606e-02	-1.088318e+01	-1.089246e+01	-2.021804e+02	-1.088318e+02	1.037487e-02	-2.758201e-02	1.098946e-01	4.447780e-01	2.567183e-01	9.823419e-02	9.037487e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	9.325579e+01	-4.105984e+01	4.708045e+01	-1.836959e+01	-3.796093e-02	-3.695996e-03	1.635926e-03	-1.742757e-03
6	1.012411e+00	3.200000e-02	6.400000e-02		-1.387906e+02	-2.171477e-02	-1.384913e+01	-1.387906e+01	-2.011525e+02	-1.384913e+02	1.900198e-02	-2.170569e-02	1.084709e-01	4.327832e-01	2.618297e-01	9.791421e-02	9.900198e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	6.236190e+01	-4.467378e+01	4.563512e+01	-1.867828e+01	-4.071675e-02	-3.579536e-03	1.547158e-03	-1.761008e-03
7	8.275333e-01	6.400000e-02	6.400000e-02		-1.870753e+02	-8.901672e-03	-1.864834e+01	-1.870753e+01	-1.867283e+02	-1.864834e+02	3.727753e-02	-8.923636e-03	1.058953e-01	4.091441e-01	2.711837e-01	9.649932e-02	1.172775e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.470479e-01	-5.029663e+01	4.170994e+01	-1.892657e+01	-4.617921e-02	-3.169330e-03	1.266204e-03	-1.762572e-03
8	2.763015e-01	6.400000e-02	6.400000e-02		-2.092620e+02	1.263664e-03	-2.123589e+01	-2.079983e+01	-1.750949e+02	-2.123589e+02	4.783645e-02	1.895223e-08	1.355345e-01	3.681172e-01	2.740826e-01	9.442916e-02	1.278364e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.416711e+01	-4.032367e+01	3.780784e+01	-1.922079e+01	-4.657278e-02	4.113487e-04	-3.615793e-04	-1.775168e-03
9	-4.300548e-01	6.400000e-02	3.200000e-02		-2.115174e+02	1.083210e-03	-2.168145e+01	-2.104342e+01	-1.675727e+02	-2.168145e+02	5.069862e-02	1.741772e-08	1.000504e-01	3.959782e-01	2.778927e-01	9.538014e-02	1.306986e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-4.394479e+01	-5.442358e+01	3.786872e+01	-1.811608e+01	-4.961541e-02	-3.256759e-03	1.142872e-03	-1.711830e-03
10	2.598176e-02	3.200000e-02	3.200000e-02				-2.150705e+01		-1.742195e+02	-2.150705e+02	4.825591e-02	1.829422e-08	1.335917e-01	3.696287e-01	2.741838e-01	9.433992e-02	1.282559e-01												
11	-7.930683e-01	3.200000e-02	1.600000e-02		-2.108368e+02	3.528314e-04	-2.123468e+01	-2.104839e+01	-1.760856e+02	-2.123468e+02	4.830434e-02	1.890554e-08	1.175886e-01	3.829026e-01	2.759817e-01	9.522274e-02	1.283043e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.475111e+01	-4.710502e+01	3.849183e+01	-1.876836e+01	-4.795151e-02	-1.239692e-03	4.054107e-04	-1.765850e-03
12	-5.620014e-01	1.600000e-02	8.000000e-03				-2.114201e+01		-1.701658e+02	-2.114201e+02	4.945322e-02	1.743973e-08	1.008966e-01	3.965650e-01	2.774908e-01	9.559435e-02	1.294532e-01												
13	-2.000000e+00	8.000000e-03	4.000000e-03	model merit increases			-2.107497e+01		-1.740553e+02	-2.107497e+02	4.865440e-02	1.622129e-08	1.088970e-01	3.902786e-01	2.767032e-01	9.546678e-02	1.286544e-01												
14	-2.000000e+00	4.000000e-03	2.000000e-03	model merit increases			-2.104347e+01		-1.755924e+02	-2.104347e+02	4.824817e-02	1.618486e-08	1.132028e-01	3.869155e-01	2.762552e-01	9.537822e-02	1.282482e-01												
15	-2.000000e+00	2.000000e-03	1.000000e-03	model merit increases			-2.102748e+01		-1.762711e+02	-2.102748e+02	4.803597e-02	1.818500e-08	1.154531e-01	3.851617e-01	2.760185e-01	9.533061e-02	1.280360e-01												
16	-2.000000e+00	1.000000e-03	5.000000e-04	model merit increases			-2.101911e+01		-1.765945e+02	-2.101911e+02	4.792458e-02	1.611164e-08	1.166276e-01	3.842473e-01	2.758947e-01	9.530583e-02	1.279246e-01												
17	-2.000000e+00	5.000000e-04	2.500000e-04	model merit increases			-2.102754e+01		-1.764817e+02	-2.103934e+02	4.803166e-02	1.179571e-04	1.171567e-01	3.836358e-01	2.759021e-01	9.527382e-02	1.280317e-01												
18	-2.000000e+00	2.500000e-04	1.250000e-04	model merit increases			-2.103734e+01		-1.762995e+02	-2.106022e+02	4.815894e-02	2.287685e-04	1.173744e-01	3.832789e-01	2.759383e-01	9.524949e-02	1.281589e-01												
19	-2.000000e+00	1.250000e-04	6.250000e-05	model merit increases			-2.104167e+01		-1.762189e+02	-2.106958e+02	4.821566e-02	2.790646e-04	1.174846e-01	3.831082e-01	2.759534e-01	9.523817e-02	1.282157e-01												
20	-2.000000e+00	6.250000e-05	3.125000e-05	model merit increases			-2.104323e+01		-1.761912e+02	-2.107308e+02	4.823624e-02	2.984869e-04	1.175411e-01	3.830314e-01	2.759578e-01	9.523348e-02	1.282362e-01												
21	-2.000000e+00	3.125000e-05	1.562500e-05	model merit increases			-2.104363e+01		-1.761854e+02	-2.107409e+02	4.824157e-02	3.045488e-04	1.175703e-01	3.829984e-01	2.759579e-01	9.523177e-02	1.282416e-01												
22	-2.000000e+00	1.562500e-05	7.812500e-06	model merit increases			-2.104369e+01		-1.761855e+02	-2.107431e+02	4.824234e-02	3.061873e-04	1.175853e-01	3.829840e-01	2.759572e-01	9.523116e-02	1.282423e-01												
23	-2.000000e+00	7.812500e-06	3.906250e-06	model merit increases			-2.104368e+01		-1.761865e+02	-2.107434e+02	4.824218e-02	3.066060e-04	1.175929e-01	3.829774e-01	2.759566e-01	9.523092e-02	1.282422e-01												
24	-2.000000e+00	3.906250e-06	1.953125e-06	model merit increases			-2.104366e+01		-1.761872e+02	-2.107433e+02	4.824196e-02	3.067113e-04	1.175967e-01	3.829742e-01	2.759563e-01	9.523082e-02	1.282420e-01												
25	-2.000000e+00	1.953125e-06	9.765625e-07	model merit increases			-2.104365e+01		-1.761877e+02	-2.107432e+02	4.824181e-02	3.067376e-04	1.175986e-01	3.829727e-01	2.759561e-01	9.523077e-02	1.282418e-01												
26	-2.000000e+00	9.765625e-07	4.882813e-07	model merit increases			-2.104364e+01		-1.761879e+02	-2.107432e+02	4.824173e-02	3.067442e-04	1.175996e-01	3.829719e-01	2.759560e-01	9.523075e-02	1.282417e-01												
27	-2.000000e+00	4.882813e-07	2.441406e-07	model merit increases			-2.104364e+01		-1.761880e+02	-2.107431e+02	4.824169e-02	3.067458e-04	1.176001e-01	3.829716e-01	2.759559e-01	9.523074e-02	1.282417e-01												
28	-2.000000e+00	2.441406e-07	1.220703e-07	model merit increases			-2.104364e+01		-1.761881e+02	-2.107431e+02	4.824167e-02	3.067463e-04	1.176003e-01	3.829714e-01	2.759559e-01	9.523074e-02	1.282417e-01												
29	-2.000000e+00	1.220703e-07	6.103516e-08	model merit increases			-2.104364e+01		-1.761881e+02	-2.107431e+02	4.824166e-02	3.067464e-04	1.176004e-01	3.829713e-01	2.759559e-01	9.523073e-02	1.282417e-01												
30	-2.000000e+00	6.103516e-08	3.051758e-08	model merit increases			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824165e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282417e-01												
31	-2.000000e+00	3.051758e-08	1.525879e-08	model merit increases			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824165e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
32	-2.000000e+00	1.525879e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824165e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
33	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824165e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
34	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
35	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
36	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
37	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
38	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
39	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
40	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
41	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
42	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
43	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
44	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
45	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
46	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
47	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
48	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
49	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
50	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
51	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
52	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
53	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
54	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
55	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824165e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
56	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
57	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
58	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
59	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
60	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
61	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
62	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824165e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
63	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
64	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
65	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
66	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
67	-2.000000e+00	1.000000e-08	1.000000e-08	trust region too small			-2.104363e+01		-1.761881e+02	-2.107431e+02	4.824164e-02	3.067464e-04	1.176005e-01	3.829712e-01	2.759559e-01	9.523073e-02	1.282416e-01												
