RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	4.043813e+00	9.116073e+00	8.647322e+01
2	3.817952e+00	8.276777e+00	8.697673e+01
3	3.526118e+00	7.894489e+00	8.735237e+01
4	3.424968e+00	7.760852e+00	8.758115e+01
5	3.382893e+00	7.744304e+00	8.773938e+01
6	3.377355e+00	7.769796e+00	8.786208e+01
7	3.385068e+00	7.808035e+00	8.796963e+01
8	3.397152e+00	7.849394e+00	8.806951e+01
9	3.410368e+00	7.890807e+00	8.816444e+01
10	3.423644e+00	7.931327e+00	8.825543e+01
11	3.436639e+00	7.970682e+00	8.834294e+01
12	3.449252e+00	8.008820e+00	8.842722e+01
13	3.461461e+00	8.045755e+00	8.850846e+01
14	3.473255e+00	8.081500e+00	8.858679e+01
15	3.484670e+00	8.116135e+00	8.866239e+01
16	3.495718e+00	8.149696e+00	8.873537e+01
17	3.506410e+00	8.182224e+00	8.880586e+01
18	3.516760e+00	8.213758e+00	8.887397e+01
19	3.526783e+00	8.244335e+00	8.893980e+01
20	3.536490e+00	8.273992e+00	8.900346e+01
21	3.545896e+00	8.302763e+00	8.906504e+01
22	3.555011e+00	8.330680e+00	8.912462e+01
23	3.563846e+00	8.357775e+00	8.918229e+01
24	3.572413e+00	8.384077e+00	8.923813e+01
25	3.580721e+00	8.409615e+00	8.929220e+01
26	3.588781e+00	8.434415e+00	8.934458e+01
27	3.596601e+00	8.458503e+00	8.939534e+01
28	3.604190e+00	8.481904e+00	8.944454e+01
29	3.611556e+00	8.504641e+00	8.949223e+01
30	3.618707e+00	8.526737e+00	8.953848e+01
31	3.625652e+00	8.548212e+00	8.958333e+01
32	3.632396e+00	8.569088e+00	8.962685e+01
33	3.638948e+00	8.589384e+00	8.966907e+01
34	3.645313e+00	8.609119e+00	8.971005e+01
35	3.651497e+00	8.628312e+00	8.974983e+01
36	3.657508e+00	8.646978e+00	8.978844e+01
37	3.663351e+00	8.665136e+00	8.982594e+01
38	3.669030e+00	8.682801e+00	8.986236e+01
39	3.674552e+00	8.699989e+00	8.989774e+01
40	3.679922e+00	8.716713e+00	8.993211e+01
41	3.685144e+00	8.732990e+00	8.996551e+01
42	3.690223e+00	8.748831e+00	8.999796e+01
43	3.695164e+00	8.764251e+00	9.002951e+01
44	3.699971e+00	8.779262e+00	9.006018e+01
45	3.704648e+00	8.793876e+00	9.008999e+01
46	3.709199e+00	8.808106e+00	9.011898e+01
47	3.713629e+00	8.821961e+00	9.014718e+01
48	3.717940e+00	8.835455e+00	9.017460e+01
49	3.722136e+00	8.848596e+00	9.020127e+01
50	3.726221e+00	8.861395e+00	9.022722e+01
51	3.730198e+00	8.873863e+00	9.025247e+01
52	3.734070e+00	8.886008e+00	9.027703e+01
53	3.737841e+00	8.897840e+00	9.030094e+01
54	3.741513e+00	8.909368e+00	9.032421e+01
55	3.745090e+00	8.920600e+00	9.034685e+01
56	3.748573e+00	8.931545e+00	9.036890e+01
57	3.751966e+00	8.942211e+00	9.039036e+01
58	3.755271e+00	8.952605e+00	9.041125e+01
59	3.758491e+00	8.962735e+00	9.043160e+01
60	3.761628e+00	8.972608e+00	9.045141e+01
61	3.764685e+00	8.982231e+00	9.047070e+01
62	3.767663e+00	8.991612e+00	9.048949e+01
63	3.770566e+00	9.000757e+00	9.050779e+01
64	3.773394e+00	9.009671e+00	9.052562e+01
65	3.776151e+00	9.018362e+00	9.054299e+01
66	3.778837e+00	9.026836e+00	9.055991e+01
67	3.781456e+00	9.035098e+00	9.057639e+01
68	3.784009e+00	9.043154e+00	9.059245e+01
69	3.786497e+00	9.051009e+00	9.060810e+01
70	3.788923e+00	9.058670e+00	9.062335e+01
71	3.791288e+00	9.066140e+00	9.063821e+01
72	3.793594e+00	9.073425e+00	9.065270e+01
73	3.795842e+00	9.080530e+00	9.066682e+01
74	3.798034e+00	9.087460e+00	9.068058e+01
75	3.800171e+00	9.094218e+00	9.069399e+01
76	3.802255e+00	9.100811e+00	9.070706e+01
77	3.804288e+00	9.107241e+00	9.071981e+01
78	3.806270e+00	9.113514e+00	9.073224e+01
79	3.808203e+00	9.119632e+00	9.074435e+01
80	3.810089e+00	9.125601e+00	9.075616e+01
