RTO_iter	rho	tr	tr_adjusted	event	base_cost	base_con	merit	base_merit	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
0																		2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	1.000773e+00	1.000000e-03	2.000000e-03		-7.752530e+01	-3.276256e-02	-1.989546e+01	-7.752530e+00	-1.992171e+02	-1.992171e+02	2.625780e-03	2.625780e-03	1.113367e-01	4.560977e-01	2.516545e-01	9.828534e-02	8.262578e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.216918e+02	-3.722328e+01	4.812623e+01	-1.797171e+01	-3.538834e-02	-3.752642e-03	1.690099e-03	-1.715440e-03
2	1.001514e+00	2.000000e-03	4.000000e-03		-7.972840e+01	-3.242602e-02	-7.972670e+00	-7.972840e+00	-1.995363e+02	-7.972670e+01	3.133815e-03	-3.242593e-02	1.112367e-01	4.553381e-01	2.520018e-01	9.828960e-02	8.313382e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.198079e+02	-3.749320e+01	4.806518e+01	-1.800187e+01	-3.555983e-02	-3.750413e-03	1.687287e-03	-1.717591e-03
3	1.002990e+00	4.000000e-03	8.000000e-03		-8.407544e+01	-3.175113e-02	-8.406887e+00	-8.407544e+00	-2.001203e+02	-8.406887e+01	4.150808e-03	-3.175079e-02	1.110389e-01	4.538254e-01	2.526901e-01	9.829479e-02	8.415081e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.160449e+02	-3.802481e+01	4.794049e+01	-1.805968e+01	-3.590193e-02	-3.745258e-03	1.681398e-03	-1.721685e-03
4	1.005712e+00	8.000000e-03	1.600000e-02		-9.259000e+01	-3.038542e-02	-9.256462e+00	-9.259000e+00	-2.010805e+02	-9.256462e+01	6.201481e-03	-3.038419e-02	1.106497e-01	4.508052e-01	2.540516e-01	9.829198e-02	8.620148e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.084905e+02	-3.906617e+01	4.767494e+01	-1.817036e+01	-3.658690e-02	-3.732383e-03	1.668173e-03	-1.729399e-03
5	1.010123e+00	1.600000e-02	3.200000e-02		-1.089246e+02	-2.758606e-02	-1.088318e+01	-1.089246e+01	-2.021804e+02	-1.088318e+02	1.037487e-02	-2.758201e-02	1.098946e-01	4.447780e-01	2.567183e-01	9.823419e-02	9.037487e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	9.325579e+01	-4.105984e+01	4.708045e+01	-1.836959e+01	-3.796093e-02	-3.695996e-03	1.635926e-03	-1.742757e-03
6	1.012411e+00	3.200000e-02	6.400000e-02		-1.387906e+02	-2.171477e-02	-1.384913e+01	-1.387906e+01	-2.011525e+02	-1.384913e+02	1.900198e-02	-2.170569e-02	1.084709e-01	4.327832e-01	2.618297e-01	9.791421e-02	9.900198e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	6.236190e+01	-4.467378e+01	4.563512e+01	-1.867828e+01	-4.071675e-02	-3.579536e-03	1.547158e-03	-1.761008e-03
7	9.038814e-01	6.400000e-02	1.280000e-01		-1.870753e+02	-8.901672e-03	-1.864834e+01	-1.870753e+01	-1.867283e+02	-1.864834e+02	3.727753e-02	-8.923636e-03	1.058953e-01	4.091441e-01	2.711837e-01	9.649932e-02	1.172775e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.470479e-01	-5.029663e+01	4.170994e+01	-1.892657e+01	-4.617921e-02	-3.169330e-03	1.266204e-03	-1.762572e-03
8	-2.000000e+00	1.280000e-01	6.400000e-02	model merit increases	-2.325403e+02	1.564140e-02	-2.356446e+01	-2.309762e+01	-1.318744e+02	-2.371725e+02	7.002567e-02	1.527894e-02	9.829902e-02	3.738686e-01	2.852102e-01	9.259654e-02	1.500257e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-1.006660e+02	-5.614344e+01	3.205808e+01	-1.758253e+01	-5.438427e-02	-2.429399e-03	6.217079e-04	-1.642115e-03
9	-2.000000e+00	6.400000e-02	3.200000e-02	model merit increases			-2.293071e+01		-1.507153e+02	-2.300142e+02	5.907794e-02	7.070696e-03	1.257850e-01	3.650616e-01	2.776232e-01	9.245229e-02	1.390779e-01												
10	-2.000000e+00	3.200000e-02	1.600000e-02	model merit increases			-2.305356e+01		-1.478682e+02	-2.315396e+02	6.192710e-02	1.004007e-02	1.259026e-01	3.600909e-01	2.795923e-01	9.248710e-02	1.419271e-01												
11	-2.000000e+00	1.600000e-02	8.000000e-03	model merit increases			-2.305577e+01		-1.436352e+02	-2.318155e+02	6.526071e-02	1.257753e-02	1.134308e-01	3.661341e-01	2.823964e-01	9.277797e-02	1.452607e-01												
12	-2.000000e+00	8.000000e-03	4.000000e-03	model merit increases			-2.306079e+01		-1.393799e+02	-2.319997e+02	6.725941e-02	1.391778e-02	1.062440e-01	3.699212e-01	2.837745e-01	9.280078e-02	1.472594e-01												
13	-2.000000e+00	4.000000e-03	2.000000e-03	model merit increases			-2.306762e+01		-1.363304e+02	-2.321406e+02	6.842578e-02	1.464395e-02	1.023550e-01	3.720137e-01	2.844538e-01	9.275164e-02	1.484258e-01												
14	-2.000000e+00	2.000000e-03	1.000000e-03	model merit increases			-2.307593e+01		-1.344010e+02	-2.322659e+02	6.911476e-02	1.506541e-02	1.003377e-01	3.730448e-01	2.848051e-01	9.269764e-02	1.491148e-01												
15	-2.000000e+00	1.000000e-03	5.000000e-04	model merit increases			-2.308381e+01		-1.332524e+02	-2.323700e+02	6.952318e-02	1.531914e-02	9.931727e-02	3.735084e-01	2.849948e-01	9.265634e-02	1.495232e-01												
16	-2.000000e+00	5.000000e-04	2.500000e-04	model merit increases			-2.308964e+01		-1.326034e+02	-2.324431e+02	6.975732e-02	1.546764e-02	9.880822e-02	3.737073e-01	2.850975e-01	9.262964e-02	1.497573e-01												
17	-2.000000e+00	2.500000e-04	1.250000e-04	model merit increases			-2.309325e+01		-1.322554e+02	-2.324874e+02	6.988463e-02	1.554956e-02	9.855664e-02	3.737929e-01	2.851516e-01	9.261425e-02	1.498846e-01												
18	-2.000000e+00	1.250000e-04	6.250000e-05	model merit increases			-2.309522e+01		-1.320786e+02	-2.325114e+02	6.994982e-02	1.559186e-02	9.843482e-02	3.738304e-01	2.851788e-01	9.260615e-02	1.499498e-01												
19	-2.000000e+00	6.250000e-05	3.125000e-05	model merit increases			-2.309617e+01		-1.319967e+02	-2.325228e+02	6.998018e-02	1.561166e-02	9.837969e-02	3.738464e-01	2.851914e-01	9.260232e-02	1.499802e-01												
20	-2.000000e+00	3.125000e-05	1.562500e-05	model merit increases			-2.309654e+01		-1.319647e+02	-2.325274e+02	6.999205e-02	1.561940e-02	9.835843e-02	3.738524e-01	2.851963e-01	9.260082e-02	1.499920e-01												
21	-2.000000e+00	1.562500e-05	7.812500e-06	model merit increases			-2.309666e+01		-1.319547e+02	-2.325288e+02	6.999577e-02	1.562183e-02	9.835179e-02	3.738542e-01	2.851979e-01	9.260035e-02	1.499958e-01												
22	-2.000000e+00	7.812500e-06	3.906250e-06	model merit increases			-2.309669e+01		-1.319520e+02	-2.325292e+02	6.999677e-02	1.562249e-02	9.835000e-02	3.738547e-01	2.851983e-01	9.260022e-02	1.499968e-01												
23	-2.000000e+00	3.906250e-06	1.953125e-06	model merit increases			-2.309670e+01		-1.319513e+02	-2.325293e+02	6.999703e-02	1.562266e-02	9.834954e-02	3.738548e-01	2.851984e-01	9.260019e-02	1.499970e-01												
24	-2.000000e+00	1.953125e-06	9.765625e-07	model merit increases			-2.309670e+01		-1.319511e+02	-2.325293e+02	6.999710e-02	1.562270e-02	9.834943e-02	3.738549e-01	2.851984e-01	9.260018e-02	1.499971e-01												
25	-2.000000e+00	9.765625e-07	4.882813e-07	model merit increases			-2.309670e+01		-1.319511e+02	-2.325293e+02	6.999711e-02	1.562271e-02	9.834940e-02	3.738549e-01	2.851984e-01	9.260018e-02	1.499971e-01												
