RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.762916e+00	9.819845e+00	8.937039e+01
2	3.228560e+00	9.091958e+00	9.366743e+01
3	4.174471e+00	9.072773e+00	9.042882e+01
4	3.670626e+00	9.053207e+00	9.136357e+01
5	4.133645e+00	9.186483e+00	9.002748e+01
6	3.670936e+00	9.239410e+00	9.184680e+01
7	3.904602e+00	9.246053e+00	9.083318e+01
8	3.670551e+00	9.234669e+00	9.170447e+01
9	3.788912e+00	9.262170e+00	9.127839e+01
10	3.906684e+00	9.268643e+00	9.086441e+01
11	3.790882e+00	9.278995e+00	9.132362e+01
12	3.850321e+00	9.281974e+00	9.109950e+01
13	3.903595e+00	9.313166e+00	9.100142e+01
14	3.846185e+00	9.320977e+00	9.123601e+01
15	3.875671e+00	9.320255e+00	9.112291e+01
16	3.846597e+00	9.322256e+00	9.123615e+01
17	3.861912e+00	9.324355e+00	9.118535e+01
18	3.876648e+00	9.326996e+00	9.113952e+01
19	3.862670e+00	9.330402e+00	9.120129e+01
20	3.870098e+00	9.329895e+00	9.117228e+01
21	3.876527e+00	9.334338e+00	9.116247e+01
22	3.869965e+00	9.337197e+00	9.119534e+01
23	3.873485e+00	9.336342e+00	9.117976e+01
24	3.876091e+00	9.339419e+00	9.117972e+01
25	3.874335e+00	9.342657e+00	9.119614e+01
26	3.875248e+00	9.341248e+00	9.118845e+01
27	3.876704e+00	9.342889e+00	9.118819e+01
28	3.877044e+00	9.344992e+00	9.119344e+01
29	3.879731e+00	9.347997e+00	9.119289e+01
30	3.876632e+00	9.349915e+00	9.121014e+01
31	3.878292e+00	9.349358e+00	9.120234e+01
32	3.878873e+00	9.348924e+00	9.119888e+01
33	3.879218e+00	9.350249e+00	9.120171e+01
34	3.880409e+00	9.352087e+00	9.120303e+01
35	3.881972e+00	9.355761e+00	9.120865e+01
36	3.874541e+00	9.355179e+00	9.123408e+01
37	3.878428e+00	9.356803e+00	9.122482e+01
38	3.880617e+00	9.357208e+00	9.121805e+01
39	3.881270e+00	9.356820e+00	9.121447e+01
40	3.881441e+00	9.356625e+00	9.121324e+01
41	3.881487e+00	9.356564e+00	9.121289e+01
42	3.882196e+00	9.357310e+00	9.121260e+01
43	3.882294e+00	9.358299e+00	9.121529e+01
44	3.882992e+00	9.359165e+00	9.121541e+01
45	3.882841e+00	9.360202e+00	9.121916e+01
46	3.882834e+00	9.360120e+00	9.121893e+01
47	3.883660e+00	9.360723e+00	9.121778e+01
48	3.883184e+00	9.361532e+00	9.122200e+01
49	3.883198e+00	9.361518e+00	9.122191e+01
50	3.883202e+00	9.361514e+00	9.122188e+01
51	3.883202e+00	9.361513e+00	9.122188e+01
52	3.883203e+00	9.361513e+00	9.122188e+01
53	3.883203e+00	9.361513e+00	9.122187e+01
54	3.883203e+00	9.361513e+00	9.122187e+01
55	3.883203e+00	9.361513e+00	9.122187e+01
56	3.883203e+00	9.361513e+00	9.122187e+01
57	3.883203e+00	9.361513e+00	9.122187e+01
58	3.883203e+00	9.361513e+00	9.122187e+01
59	3.883203e+00	9.361513e+00	9.122187e+01
60	3.883203e+00	9.361513e+00	9.122187e+01
61	3.883203e+00	9.361513e+00	9.122187e+01
62	3.883203e+00	9.361513e+00	9.122187e+01
63	3.883203e+00	9.361513e+00	9.122187e+01
64	3.883203e+00	9.361513e+00	9.122187e+01
65	3.883203e+00	9.361513e+00	9.122187e+01
66	3.883203e+00	9.361513e+00	9.122187e+01
67	3.883203e+00	9.361513e+00	9.122187e+01
68	3.883203e+00	9.361513e+00	9.122187e+01
69	3.883203e+00	9.361513e+00	9.122187e+01
70	3.883203e+00	9.361513e+00	9.122187e+01
71	3.883203e+00	9.361513e+00	9.122187e+01
72	3.883203e+00	9.361513e+00	9.122187e+01
73	3.883203e+00	9.361513e+00	9.122187e+01
74	3.883203e+00	9.361513e+00	9.122187e+01
75	3.883203e+00	9.361513e+00	9.122187e+01
76	3.883203e+00	9.361513e+00	9.122187e+01
77	3.883203e+00	9.361513e+00	9.122187e+01
78	3.883203e+00	9.361513e+00	9.122187e+01
79	3.883203e+00	9.361513e+00	9.122187e+01
80	3.883203e+00	9.361513e+00	9.122187e+01
