RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
0												2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	-1.792546e+02	1.456398e-01	1.456398e-01	3.793878e-01	3.793878e-01	2.781069e-01	2.781069e-01	1.101474e-01	1.101474e-01	8.671814e-02	8.671814e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.449895e-03	9.279710e-03	4.228969e-04	1.189590e-02	1.511610e-02	-7.736797e-05	-2.105380e-02	-1.092478e-02	1.145080e-03	-3.693946e-03	-4.835124e-03	9.188909e-04	-1.994897e-02	-3.060296e-03	-1.323108e-03
2	-1.811889e+02	1.036691e-01	1.119736e-01	3.615634e-01	3.779487e-01	2.992717e-01	2.844633e-01	1.067058e-01	1.093667e-01	1.287901e-01	9.626733e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	8.133199e-03	7.599766e-03	4.114438e-04	1.604780e-02	1.244771e-02	-1.538012e-04	-1.545230e-02	-9.406784e-03	9.861301e-04	3.341642e-03	-4.671201e-03	9.585958e-04	-3.304852e-02	-2.044824e-03	-1.546692e-03
3	-1.886911e+02	8.863945e-02	9.948247e-02	3.619175e-01	3.798018e-01	3.032530e-01	2.891474e-01	1.043447e-01	1.098291e-01	1.418454e-01	1.035536e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.083963e-02	5.770208e-03	3.122448e-04	1.785280e-02	1.114772e-02	-2.600101e-04	-1.414235e-02	-8.498026e-03	1.070910e-03	5.622755e-03	-4.236406e-03	9.627423e-04	-3.783610e-02	-2.004722e-03	-1.593002e-03
4	-1.903537e+02	8.054280e-02	9.272270e-02	3.671398e-01	3.863061e-01	3.035323e-01	2.896785e-01	1.032567e-01	1.096571e-01	1.455284e-01	1.050326e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.225894e-02	4.770294e-03	1.587526e-04	1.925535e-02	8.429289e-03	-2.515151e-04	-1.403332e-02	-7.392690e-03	1.008685e-03	6.315862e-03	-4.138997e-03	1.103831e-03	-4.031662e-02	7.312046e-04	-1.414040e-03
5	-1.926900e+02	6.350736e-02	7.781305e-02	3.736426e-01	3.943331e-01	3.047877e-01	2.927272e-01	9.955960e-02	1.091905e-01	1.585027e-01	1.126020e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.459958e-02	3.587983e-03	2.192421e-04	2.064657e-02	7.219457e-03	-3.529744e-04	-1.203527e-02	-7.205948e-03	1.049993e-03	9.210697e-03	-4.178608e-03	8.628189e-04	-4.582255e-02	1.318402e-03	-1.236617e-03
6	-1.940996e+02	8.026531e-02	9.299337e-02	3.699633e-01	3.902265e-01	3.026999e-01	2.880757e-01	1.034892e-01	1.101170e-01	1.435824e-01	1.026823e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.227827e-02	5.403594e-03	3.088948e-04	1.962122e-02	9.091725e-03	-3.027719e-04	-1.426369e-02	-9.511262e-03	9.265833e-04	6.340741e-03	-5.916628e-03	8.271676e-04	-4.011446e-02	7.539899e-04	-1.438503e-03
7	-1.969713e+02	1.004752e-01	1.096161e-01	3.539420e-01	3.709073e-01	3.026491e-01	2.892192e-01	1.055200e-01	1.115798e-01	1.374137e-01	1.015860e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	8.368362e-03	7.725718e-03	4.858346e-04	1.549021e-02	1.179408e-02	-7.183518e-05	-1.390109e-02	-9.717727e-03	1.025590e-03	4.770108e-03	-4.356148e-03	8.526276e-04	-3.486188e-02	-2.092045e-03	-1.489763e-03
8	-1.884137e+02	9.356889e-02	1.035036e-01	3.618307e-01	3.790694e-01	3.020108e-01	2.874323e-01	1.052132e-01	1.099901e-01	1.373764e-01	1.010176e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	9.981904e-03	5.918123e-03	3.566943e-04	1.715100e-02	1.134780e-02	4.354974e-06	-1.470749e-02	-8.608855e-03	1.085329e-03	4.887208e-03	-5.179954e-03	9.652040e-04	-3.647461e-02	3.283300e-04	-1.400005e-03
9	-1.897666e+02	8.946608e-02	9.996826e-02	3.578381e-01	3.751508e-01	3.043274e-01	2.908363e-01	1.040614e-01	1.100644e-01	1.443070e-01	1.061149e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.045682e-02	5.902470e-03	3.577481e-04	1.728258e-02	1.003346e-02	-2.060349e-04	-1.360312e-02	-8.357984e-03	1.014356e-03	5.842181e-03	-3.594701e-03	1.097937e-03	-3.823352e-02	-7.563736e-04	-1.458278e-03
