RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.740433e+02	1.075631e-01	4.206152e-01	2.664657e-01	1.077935e-01	7.631810e-02
3	-1.825277e+02	9.612434e-02	4.197469e-01	2.730923e-01	1.083924e-01	8.446121e-02
4	-1.853370e+02	9.187016e-02	4.179059e-01	2.761345e-01	1.085774e-01	8.846955e-02
5	-1.862969e+02	9.040352e-02	4.167713e-01	2.773890e-01	1.086453e-01	9.014759e-02
6	-1.866329e+02	8.991226e-02	4.162582e-01	2.778660e-01	1.086714e-01	9.078478e-02
7	-1.867716e+02	8.967091e-02	4.160776e-01	2.780677e-01	1.086801e-01	9.106144e-02
8	-1.867763e+02	8.978460e-02	4.159243e-01	2.780796e-01	1.086877e-01	9.105623e-02
9	-1.867779e+02	8.974779e-02	4.159632e-01	2.780805e-01	1.086858e-01	9.106355e-02
10	-1.868141e+02	8.958565e-02	4.160338e-01	2.781300e-01	1.086820e-01	9.114879e-02
11	-1.868539e+02	8.937227e-02	4.161507e-01	2.781841e-01	1.086759e-01	9.124853e-02
12	-1.868794e+02	8.940467e-02	4.160238e-01	2.782248e-01	1.086821e-01	9.129081e-02
13	-1.868892e+02	8.943521e-02	4.159531e-01	2.782412e-01	1.086856e-01	9.130488e-02
14	-1.869136e+02	8.922029e-02	4.161227e-01	2.782724e-01	1.086768e-01	9.137824e-02
15	-1.869311e+02	8.921057e-02	4.160731e-01	2.782995e-01	1.086792e-01	9.141173e-02
16	-1.869302e+02	8.918152e-02	4.161103e-01	2.782973e-01	1.086773e-01	9.141412e-02
17	-1.869335e+02	8.925637e-02	4.160107e-01	2.783046e-01	1.086823e-01	9.140989e-02
18	-1.869332e+02	8.931479e-02	4.159427e-01	2.783059e-01	1.086858e-01	9.140148e-02
19	-1.868723e+02	8.949413e-02	4.159419e-01	2.782168e-01	1.086863e-01	9.126625e-02
20	-1.868653e+02	8.942297e-02	4.160507e-01	2.782036e-01	1.086809e-01	9.126278e-02
