RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.070814e+00	8.205967e+01
2	4.341000e+00	8.500224e+01
3	4.542892e+00	8.688703e+01
4	4.741525e+00	9.002471e+01
5	4.682991e+00	8.808597e+01
6	4.233600e+00	8.531944e+01
7	4.460512e+00	8.545171e+01
8	4.389306e+00	8.658213e+01
9	4.825050e+00	8.981342e+01
10	4.967082e+00	9.139814e+01
11	4.647049e+00	8.879055e+01
12	4.605927e+00	8.901253e+01
13	4.584968e+00	8.866771e+01
14	4.724631e+00	8.901073e+01
15	4.846696e+00	9.030032e+01
16	4.986478e+00	9.141159e+01
17	4.500216e+00	8.710782e+01
18	4.857812e+00	8.893634e+01
19	5.005605e+00	9.173559e+01
20	5.037955e+00	9.137189e+01
