RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue	profit_eps	Fb_profit_lam	Tr_profit_lam
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04		0.000000e+00	0.000000e+00	0.000000e+00
1	-1.679091e+02	-1.679091e+02	1.572452e-01	3.974997e-01	2.650938e-01	1.087396e-01	7.142177e-02	3.680066e+08	8.620000e+12	8.334308e+03	1.198369e+04	6.572092e+04	1.644754e+01	2.853487e+01	-2.349818e+00
2	-1.955498e+02	-1.955498e+02	1.274898e-01	3.745630e-01	2.886149e-01	1.117950e-01	9.753729e-02	3.306577e+08	8.620000e+12	8.313584e+03	1.202807e+04	3.533105e+04	1.281432e+01	2.192657e+01	-1.966909e+00
3	-1.996013e+02	-1.996013e+02	1.126298e-01	3.803596e-01	2.920921e-01	1.116098e-01	1.033086e-01	3.203320e+08	8.620000e+12	8.321290e+03	1.205611e+04	2.551128e+04	1.170663e+01	1.716713e+01	-1.982331e+00
4	-2.008119e+02	-2.008119e+02	1.029475e-01	3.882796e-01	2.924790e-01	1.112123e-01	1.050815e-01	3.005018e+08	8.620000e+12	8.313507e+03	1.207691e+04	2.078643e+04	1.177490e+01	1.546492e+01	-3.035892e+00
5	-2.007081e+02	-2.007081e+02	9.164152e-02	3.938622e-01	2.942782e-01	1.105996e-01	1.096186e-01	2.819598e+08	8.620000e+12	8.308147e+03	1.210307e+04	1.591929e+04	1.015687e+01	1.508221e+01	-1.556311e+00
6	-2.011023e+02	-2.011023e+02	9.666180e-02	3.896733e-01	2.942207e-01	1.109434e-01	1.085008e-01	2.898194e+08	8.620000e+12	8.309527e+03	1.209115e+04	1.762442e+04	8.833777e+00	2.784107e+01	-9.487536e-01
7	-1.986345e+02	-1.986345e+02	1.148287e-01	3.632861e-01	2.982225e-01	1.118355e-01	1.118273e-01	3.101666e+08	8.620000e+12	8.299604e+03	1.204833e+04	2.604234e+04	1.095654e+01	1.664878e+01	-1.319230e+00
8	-2.004997e+02	-2.004997e+02	1.076064e-01	3.851460e-01	2.920435e-01	1.114306e-01	1.037736e-01	2.973559e+08	8.620000e+12	8.302472e+03	1.206687e+04	2.292861e+04	1.075195e+01	2.324876e+01	-1.995906e+00
9	-2.004507e+02	-2.004507e+02	1.071312e-01	3.765289e-01	2.957648e-01	1.115360e-01	1.090391e-01	3.067473e+08	8.620000e+12	8.310711e+03	1.206621e+04	2.270461e+04	1.211235e+01	1.124902e+01	-3.007564e+00
10	-2.005751e+02	-2.005751e+02	8.964266e-02	4.005488e-01	2.922341e-01	1.103883e-01	1.071862e-01	2.884062e+08	8.620000e+12	8.321662e+03	1.210884e+04	1.472105e+04	1.000425e+01	9.561560e+00	-2.828632e+00
11	-1.995322e+02	-1.995322e+02	8.380649e-02	4.046294e-01	2.925710e-01	1.099317e-01	1.090614e-01	2.735229e+08	8.620000e+12	8.313171e+03	1.212462e+04	1.282377e+04	8.875798e+00	1.904673e+01	-1.780722e+00
12	-2.002924e+02	-2.002924e+02	9.542073e-02	3.832601e-01	2.972327e-01	1.108812e-01	1.132053e-01	2.958135e+08	8.620000e+12	8.316108e+03	1.209225e+04	1.690675e+04	1.025030e+01	1.936901e+01	-2.524241e+00
13	-2.006664e+02	-2.006664e+02	9.524462e-02	3.830886e-01	2.974066e-01	1.109248e-01	1.133353e-01	3.043054e+08	8.620000e+12	8.326276e+03	1.209278e+04	1.733024e+04	1.049552e+01	1.984295e+01	-2.365534e+00
14	-2.008780e+02	-2.008780e+02	9.638975e-02	3.818466e-01	2.975245e-01	1.110238e-01	1.132153e-01	3.011847e+08	8.620000e+12	8.320407e+03	1.209021e+04	1.710722e+04	9.691119e+00	1.413453e+01	-2.327886e+00
15	-2.010469e+02	-2.010469e+02	9.234292e-02	3.925755e-01	2.945885e-01	1.106948e-01	1.097983e-01	2.950299e+08	8.620000e+12	8.322827e+03	1.210123e+04	1.598986e+04	1.060219e+01	1.178011e+01	-2.626868e+00
16	-2.002152e+02	-2.002152e+02	8.743814e-02	3.990313e-01	2.936257e-01	1.102668e-01	1.096382e-01	2.838608e+08	8.620000e+12	8.318971e+03	1.211441e+04	1.369687e+04	1.007878e+01	8.672079e+00	-2.777604e+00
17	-1.992548e+02	-1.992548e+02	8.269020e-02	4.055436e-01	2.925731e-01	1.098333e-01	1.093598e-01	2.726176e+08	8.620000e+12	8.314511e+03	1.212832e+04	1.207386e+04	7.472560e+00	2.151684e+01	-9.458037e-01
18	-2.005630e+02	-2.005630e+02	1.024658e-01	3.755911e-01	2.978609e-01	1.113546e-01	1.127276e-01	2.990385e+08	8.620000e+12	8.306834e+03	1.207535e+04	1.971334e+04	1.117462e+01	7.424609e+00	-2.257767e+00
19	-2.004718e+02	-2.004718e+02	8.970859e-02	4.052723e-01	2.902517e-01	1.103050e-01	1.044624e-01	2.807523e+08	8.620000e+12	8.313742e+03	1.210987e+04	1.499529e+04	1.095222e+01	7.937319e+00	-2.916796e+00
20	-1.995181e+02	-1.995181e+02	8.230168e-02	4.086166e-01	2.914736e-01	1.098011e-01	1.078070e-01	2.735837e+08	8.620000e+12	8.316772e+03	1.212927e+04	1.185933e+04	1.065913e+01	7.649164e+00	-2.435036e+00
