RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.852407e+02	1.118864e-01	3.775505e-01	2.837321e-01	1.099577e-01	9.572517e-02
3	-1.896412e+02	9.937708e-02	3.797169e-01	2.891294e-01	1.099603e-01	1.038133e-01
4	-1.906869e+02	9.270544e-02	3.862871e-01	2.895629e-01	1.097046e-01	1.052307e-01
5	-1.898549e+02	7.817394e-02	3.943089e-01	2.927883e-01	1.088245e-01	1.127090e-01
6	-1.905916e+02	9.255468e-02	3.894575e-01	2.882902e-01	1.096429e-01	1.035066e-01
7	-1.870517e+02	1.089795e-01	3.694068e-01	2.887284e-01	1.101781e-01	1.025584e-01
8	-1.885159e+02	1.035004e-01	3.790886e-01	2.873578e-01	1.100059e-01	1.010188e-01
9	-1.895411e+02	9.993790e-02	3.750647e-01	2.908179e-01	1.100336e-01	1.061262e-01
10	-1.891197e+02	7.510052e-02	3.997257e-01	2.918537e-01	1.085218e-01	1.122153e-01
11	-1.894115e+02	7.594510e-02	4.037555e-01	2.898130e-01	1.085429e-01	1.090906e-01
12	-1.906605e+02	9.289307e-02	3.864044e-01	2.894242e-01	1.097082e-01	1.050118e-01
13	-1.907765e+02	9.075442e-02	3.817558e-01	2.923758e-01	1.096869e-01	1.095032e-01
14	-1.906226e+02	9.250726e-02	3.796540e-01	2.924356e-01	1.097755e-01	1.093269e-01
15	-1.909725e+02	8.812369e-02	3.880993e-01	2.909429e-01	1.095060e-01	1.078964e-01
16	-1.905526e+02	8.125139e-02	3.958327e-01	2.908128e-01	1.090325e-01	1.091216e-01
17	-1.895478e+02	7.641646e-02	4.029676e-01	2.899402e-01	1.085916e-01	1.091357e-01
18	-1.894225e+02	9.983384e-02	3.823090e-01	2.878027e-01	1.099181e-01	1.019498e-01
19	-1.905119e+02	8.262613e-02	4.013548e-01	2.878652e-01	1.090168e-01	1.047475e-01
20	-1.879454e+02	7.179963e-02	4.086808e-01	2.895060e-01	1.081125e-01	1.099215e-01
