RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue
0							2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	
1	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	3.680066e+08	8.620000e+12	8.334308e+03	1.198369e+04	6.572092e+04
2	-1.904629e+02	1.073397e-01	4.140255e-01	2.791982e-01	1.096804e-01	8.975614e-02	2.960197e+08	8.620000e+12	8.308503e+03	1.206008e+04	2.995884e+04
3	-1.923114e+02	1.002061e-01	4.207615e-01	2.792267e-01	1.095171e-01	9.028857e-02	2.918712e+08	8.620000e+12	8.317846e+03	1.208483e+04	2.181436e+04
4	-1.951519e+02	9.689498e-02	4.206060e-01	2.807841e-01	1.097306e-01	9.198435e-02	2.809061e+08	8.620000e+12	8.309286e+03	1.209428e+04	1.955511e+04
5	-1.964565e+02	9.580134e-02	4.201038e-01	2.815196e-01	1.098521e-01	9.272308e-02	2.750773e+08	8.620000e+12	8.303416e+03	1.209767e+04	1.914471e+04
6	-1.970973e+02	9.543695e-02	4.197940e-01	2.818438e-01	1.099202e-01	9.300510e-02	2.756466e+08	8.620000e+12	8.304831e+03	1.209914e+04	1.835363e+04
7	-1.974312e+02	9.523498e-02	4.196759e-01	2.819992e-01	1.099544e-01	9.313548e-02	2.638568e+08	8.620000e+12	8.289072e+03	1.209967e+04	1.816272e+04
8	-1.977948e+02	9.539829e-02	4.195676e-01	2.820204e-01	1.100085e-01	9.300523e-02	2.687743e+08	8.620000e+12	8.295521e+03	1.209922e+04	1.804561e+04
9	-1.976948e+02	9.531903e-02	4.195517e-01	2.820459e-01	1.099928e-01	9.309055e-02	2.760500e+08	8.620000e+12	8.305321e+03	1.209944e+04	1.850480e+04
10	-1.976761e+02	9.513140e-02	4.195978e-01	2.820935e-01	1.099814e-01	9.319595e-02	2.856438e+08	8.620000e+12	8.317667e+03	1.209938e+04	1.802695e+04
11	-1.976069e+02	9.485592e-02	4.196420e-01	2.821688e-01	1.099599e-01	9.337341e-02	2.772923e+08	8.620000e+12	8.307545e+03	1.210046e+04	1.838901e+04
12	-1.977659e+02	9.498333e-02	4.196467e-01	2.821362e-01	1.099852e-01	9.324855e-02	2.798361e+08	8.620000e+12	8.311018e+03	1.209994e+04	1.821126e+04
13	-1.972333e+02	9.502971e-02	4.196320e-01	2.820725e-01	1.099214e-01	9.334443e-02	2.894431e+08	8.620000e+12	8.322857e+03	1.210009e+04	1.873117e+04
14	-1.976686e+02	9.472059e-02	4.196485e-01	2.822215e-01	1.099614e-01	9.344797e-02	2.837339e+08	8.620000e+12	8.316028e+03	1.210091e+04	1.791319e+04
15	-1.978773e+02	9.476385e-02	4.196666e-01	2.822190e-01	1.099890e-01	9.336157e-02	2.862735e+08	8.620000e+12	8.319054e+03	1.210059e+04	1.821026e+04
16	-1.978419e+02	9.469961e-02	4.196552e-01	2.822436e-01	1.099819e-01	9.341967e-02	2.819199e+08	8.620000e+12	8.313876e+03	1.210083e+04	1.778805e+04
17	-1.976625e+02	9.483818e-02	4.196576e-01	2.821743e-01	1.099658e-01	9.336409e-02	2.775968e+08	8.620000e+12	8.308396e+03	1.210129e+04	1.794287e+04
18	-1.978802e+02	9.493516e-02	4.196300e-01	2.821720e-01	1.099975e-01	9.326537e-02	2.722745e+08	8.620000e+12	8.300776e+03	1.210026e+04	1.782251e+04
19	-1.978162e+02	9.507802e-02	4.195637e-01	2.821408e-01	1.099969e-01	9.322047e-02	2.795862e+08	8.620000e+12	8.310112e+03	1.209988e+04	1.807444e+04
20	-1.977719e+02	9.495285e-02	4.195985e-01	2.821677e-01	1.099853e-01	9.329556e-02	2.802041e+08	8.620000e+12	8.310826e+03	1.210047e+04	1.781151e+04
