rto_iter	test_point_no	variable_name	noise
0	0	profit	4.63E-01
0	0	XFr_A	-7.47E-05
0	0	XFr_B	-7.41E-05
0	0	XFr_E	2.00E-04
0	0	XFr_P	5.67E-05
0	0	XFr_G	2.00E-04
0	1	profit	6.20E-02
0	1	XFr_A	-9.02E-06
0	1	XFr_B	1.01E-04
0	1	XFr_E	1.21E-04
0	1	XFr_P	-2.38E-05
0	1	XFr_G	5.06E-05
0	2	profit	2.06E-01
0	2	XFr_A	1.05E-04
0	2	XFr_B	-4.70E-05
0	2	XFr_E	-1.45E-05
0	2	XFr_P	3.81E-05
0	2	XFr_G	-7.31E-05
0	3	profit	-1.20E+00
0	3	XFr_A	1.69E-04
0	3	XFr_B	-1.78E-04
0	3	XFr_E	1.21E-04
0	3	XFr_P	1.09E-04
0	3	XFr_G	1.61E-04
0	4	profit	-1.69E-02
0	4	XFr_A	-7.49E-05
0	4	XFr_B	2.00E-04
0	4	XFr_E	-1.65E-04
0	4	XFr_P	1.12E-05
0	4	XFr_G	-3.62E-05
0	5	profit	-3.11E-01
0	5	XFr_A	1.84E-05
0	5	XFr_B	-7.92E-05
0	5	XFr_E	-1.52E-04
0	5	XFr_P	8.01E-05
0	5	XFr_G	8.86E-05
1	0	profit	2.61E-01
1	0	XFr_A	2.85E-05
1	0	XFr_B	4.81E-05
1	0	XFr_E	-2.01E-04
1	0	XFr_P	5.89E-05
1	0	XFr_G	7.17E-05
1	1	profit	-8.83E-01
1	1	XFr_A	2.96E-05
1	1	XFr_B	5.36E-05
1	1	XFr_E	-6.02E-05
1	1	XFr_P	4.67E-05
1	1	XFr_G	8.38E-05
1	2	profit	2.65E-02
1	2	XFr_A	-1.61E-05
1	2	XFr_B	6.62E-05
1	2	XFr_E	-3.73E-05
1	2	XFr_P	-1.82E-06
1	2	XFr_G	-6.87E-05
1	3	profit	8.34E-01
1	3	XFr_A	-2.85E-04
1	3	XFr_B	4.96E-05
1	3	XFr_E	1.43E-04
1	3	XFr_P	-6.08E-05
1	3	XFr_G	1.11E-04
1	4	profit	-5.77E-01
1	4	XFr_A	1.65E-06
1	4	XFr_B	6.51E-05
1	4	XFr_E	-6.14E-05
