rto_iter	test_point_no	variable_name	noise
0	0	cost	4.630000e+00
0	0	XFr_A	-7.470000e-04
0	0	XFr_B	-7.410000e-04
0	0	XFr_E	2.000000e-03
0	0	XFr_P	5.670000e-04
0	0	XFr_G	2.000000e-03
0	1	cost	6.200000e-01
0	1	XFr_A	-9.020000e-05
0	1	XFr_B	1.010000e-03
0	1	XFr_E	1.210000e-03
0	1	XFr_P	-2.380000e-04
0	1	XFr_G	5.060000e-04
0	2	cost	2.060000e+00
0	2	XFr_A	1.050000e-03
0	2	XFr_B	-4.700000e-04
0	2	XFr_E	-1.450000e-04
0	2	XFr_P	3.810000e-04
0	2	XFr_G	-7.310000e-04
0	3	cost	-1.200000e+01
0	3	XFr_A	1.690000e-03
0	3	XFr_B	-1.780000e-03
0	3	XFr_E	1.210000e-03
0	3	XFr_P	1.090000e-03
0	3	XFr_G	1.610000e-03
0	4	cost	-1.690000e-01
0	4	XFr_A	-7.490000e-04
0	4	XFr_B	2.000000e-03
0	4	XFr_E	-1.650000e-03
0	4	XFr_P	1.120000e-04
0	4	XFr_G	-3.620000e-04
0	5	cost	-3.110000e+00
0	5	XFr_A	1.840000e-04
0	5	XFr_B	-7.920000e-04
0	5	XFr_E	-1.520000e-03
0	5	XFr_P	8.010000e-04
0	5	XFr_G	8.860000e-04
1	0	cost	2.610000e+00
1	0	XFr_A	2.850000e-04
1	0	XFr_B	4.810000e-04
1	0	XFr_E	-2.010000e-03
1	0	XFr_P	5.890000e-04
1	0	XFr_G	7.170000e-04
1	1	cost	-8.830000e+00
1	1	XFr_A	2.960000e-04
1	1	XFr_B	5.360000e-04
1	1	XFr_E	-6.020000e-04
1	1	XFr_P	4.670000e-04
1	1	XFr_G	8.380000e-04
1	2	cost	2.650000e-01
1	2	XFr_A	-1.610000e-04
1	2	XFr_B	6.620000e-04
1	2	XFr_E	-3.730000e-04
1	2	XFr_P	-1.820000e-05
1	2	XFr_G	-6.870000e-04
1	3	cost	8.340000e+00
1	3	XFr_A	-2.850000e-03
1	3	XFr_B	4.960000e-04
1	3	XFr_E	1.430000e-03
