rto_iter	test_point_no	variable_name	noise
0	0	profit	0.000000e+00
0	0	XFr_A	0.000000e+00
0	0	XFr_B	-0.000000e+00
0	0	XFr_E	-0.000000e+00
0	0	XFr_P	0.000000e+00
0	0	XFr_G	0.000000e+00
0	1	profit	-0.000000e+00
0	1	XFr_A	0.000000e+00
0	1	XFr_B	-0.000000e+00
0	1	XFr_E	-0.000000e+00
0	1	XFr_P	0.000000e+00
0	1	XFr_G	-0.000000e+00
0	2	profit	0.000000e+00
0	2	XFr_A	0.000000e+00
0	2	XFr_B	-0.000000e+00
0	2	XFr_E	-0.000000e+00
0	2	XFr_P	0.000000e+00
0	2	XFr_G	0.000000e+00
0	3	profit	0.000000e+00
0	3	XFr_A	0.000000e+00
0	3	XFr_B	0.000000e+00
0	3	XFr_E	0.000000e+00
0	3	XFr_P	-0.000000e+00
0	3	XFr_G	0.000000e+00
0	4	profit	0.000000e+00
0	4	XFr_A	0.000000e+00
0	4	XFr_B	-0.000000e+00
0	4	XFr_E	-0.000000e+00
0	4	XFr_P	0.000000e+00
0	4	XFr_G	0.000000e+00
0	5	profit	-0.000000e+00
0	5	XFr_A	0.000000e+00
0	5	XFr_B	-0.000000e+00
0	5	XFr_E	-0.000000e+00
0	5	XFr_P	-0.000000e+00
0	5	XFr_G	-0.000000e+00
1	0	profit	-0.000000e+00
1	0	XFr_A	0.000000e+00
1	0	XFr_B	0.000000e+00
1	0	XFr_E	0.000000e+00
1	0	XFr_P	-0.000000e+00
1	0	XFr_G	-0.000000e+00
1	1	profit	-0.000000e+00
1	1	XFr_A	-0.000000e+00
1	1	XFr_B	0.000000e+00
1	1	XFr_E	0.000000e+00
1	1	XFr_P	0.000000e+00
1	1	XFr_G	-0.000000e+00
1	2	profit	0.000000e+00
1	2	XFr_A	0.000000e+00
1	2	XFr_B	0.000000e+00
1	2	XFr_E	-0.000000e+00
1	2	XFr_P	-0.000000e+00
1	2	XFr_G	0.000000e+00
1	3	profit	0.000000e+00
1	3	XFr_A	0.000000e+00
1	3	XFr_B	-0.000000e+00
1	3	XFr_E	0.000000e+00
1	3	XFr_P	-0.000000e+00
1	3	XFr_G	0.000000e+00
1	4	profit	0.000000e+00
1	4	XFr_A	-0.000000e+00
1	4	XFr_B	-0.000000e+00
1	4	XFr_E	-0.000000e+00
1	4	XFr_P	-0.000000e+00
1	4	XFr_G	-0.000000e+00
1	5	profit	0.000000e+00
1	5	XFr_A	-0.000000e+00
1	5	XFr_B	0.000000e+00
1	5	XFr_E	-0.000000e+00
1	5	XFr_P	0.000000e+00
1	5	XFr_G	-0.000000e+00
2	0	profit	0.000000e+00
2	0	XFr_A	0.000000e+00
2	0	XFr_B	0.000000e+00
2	0	XFr_E	0.000000e+00
2	0	XFr_P	-0.000000e+00
2	0	XFr_G	-0.000000e+00
2	1	profit	0.000000e+00
2	1	XFr_A	-0.000000e+00
2	1	XFr_B	-0.000000e+00
2	1	XFr_E	0.000000e+00
2	1	XFr_P	-0.000000e+00
2	1	XFr_G	-0.000000e+00
2	2	profit	0.000000e+00
2	2	XFr_A	0.000000e+00
2	2	XFr_B	0.000000e+00
2	2	XFr_E	-0.000000e+00
2	2	XFr_P	0.000000e+00
2	2	XFr_G	-0.000000e+00
2	3	profit	0.000000e+00
2	3	XFr_A	-0.000000e+00
2	3	XFr_B	0.000000e+00
2	3	XFr_E	-0.000000e+00
2	3	XFr_P	-0.000000e+00
2	3	XFr_G	-0.000000e+00
2	4	profit	0.000000e+00
2	4	XFr_A	-0.000000e+00
2	4	XFr_B	0.000000e+00
2	4	XFr_E	-0.000000e+00
2	4	XFr_P	0.000000e+00
2	4	XFr_G	0.000000e+00
2	5	profit	-0.000000e+00
2	5	XFr_A	-0.000000e+00
2	5	XFr_B	0.000000e+00
2	5	XFr_E	-0.000000e+00
2	5	XFr_P	0.000000e+00
2	5	XFr_G	0.000000e+00
3	0	profit	0.000000e+00
3	0	XFr_A	0.000000e+00
3	0	XFr_B	-0.000000e+00
3	0	XFr_E	-0.000000e+00
3	0	XFr_P	-0.000000e+00
