rto_iter	test_point_no	variable_name	noise
0	0	cost	2.315000e-01
0	0	XFr_A	-3.735000e-05
0	0	XFr_B	-3.705000e-05
0	0	XFr_E	1.000000e-04
0	0	XFr_P	2.835000e-05
0	0	XFr_G	1.000000e-04
0	1	cost	3.100000e-02
0	1	XFr_A	-4.510000e-06
0	1	XFr_B	5.050000e-05
0	1	XFr_E	6.050000e-05
0	1	XFr_P	-1.190000e-05
0	1	XFr_G	2.530000e-05
0	2	cost	1.030000e-01
0	2	XFr_A	5.250000e-05
0	2	XFr_B	-2.350000e-05
0	2	XFr_E	-7.250000e-06
0	2	XFr_P	1.905000e-05
0	2	XFr_G	-3.655000e-05
0	3	cost	-6.000000e-01
0	3	XFr_A	8.450000e-05
0	3	XFr_B	-8.900000e-05
0	3	XFr_E	6.050000e-05
0	3	XFr_P	5.450000e-05
0	3	XFr_G	8.050000e-05
0	4	cost	-8.450000e-03
0	4	XFr_A	-3.745000e-05
0	4	XFr_B	1.000000e-04
0	4	XFr_E	-8.250000e-05
0	4	XFr_P	5.600000e-06
0	4	XFr_G	-1.810000e-05
0	5	cost	-1.555000e-01
0	5	XFr_A	9.200000e-06
0	5	XFr_B	-3.960000e-05
0	5	XFr_E	-7.600000e-05
0	5	XFr_P	4.005000e-05
0	5	XFr_G	4.430000e-05
1	0	cost	1.305000e-01
1	0	XFr_A	1.425000e-05
1	0	XFr_B	2.405000e-05
1	0	XFr_E	-1.005000e-04
1	0	XFr_P	2.945000e-05
1	0	XFr_G	3.585000e-05
1	1	cost	-4.415000e-01
1	1	XFr_A	1.480000e-05
1	1	XFr_B	2.680000e-05
1	1	XFr_E	-3.010000e-05
1	1	XFr_P	2.335000e-05
1	1	XFr_G	4.190000e-05
1	2	cost	1.325000e-02
1	2	XFr_A	-8.050000e-06
1	2	XFr_B	3.310000e-05
1	2	XFr_E	-1.865000e-05
1	2	XFr_P	-9.100000e-07
1	2	XFr_G	-3.435000e-05
1	3	cost	4.170000e-01
1	3	XFr_A	-1.425000e-04
1	3	XFr_B	2.480000e-05
1	3	XFr_E	7.150000e-05
1	3	XFr_P	-3.040000e-05
1	3	XFr_G	5.550000e-05
1	4	cost	-2.885000e-01
1	4	XFr_A	8.250000e-07
1	4	XFr_B	3.255000e-05
1	4	XFr_E	-3.070000e-05
1	4	XFr_P	-4.155000e-05
1	4	XFr_G	5.450000e-05
1	5	cost	2.495000e-01
1	5	XFr_A	1.515000e-06
1	5	XFr_B	5.200000e-05
1	5	XFr_E	-1.305000e-05
1	5	XFr_P	2.680000e-05
1	5	XFr_G	-3.405000e-05
2	0	cost	-1.590000e-01
2	0	XFr_A	-4.205000e-05
2	0	XFr_B	3.035000e-05
2	0	XFr_E	4.365000e-05
2	0	XFr_P	4.490000e-05
2	0	XFr_G	8.200000e-06
2	1	cost	-1.915000e-03
2	1	XFr_A	-4.180000e-06
2	1	XFr_B	4.900000e-05
2	1	XFr_E	1.110000e-04
2	1	XFr_P	2.190000e-05
2	1	XFr_G	-1.660000e-05
2	2	cost	3.335000e-01
2	2	XFr_A	-2.365000e-05
2	2	XFr_B	1.820000e-06
2	2	XFr_E	-6.850000e-06
2	2	XFr_P	-3.150000e-06
2	2	XFr_G	-7.350000e-05
2	3	cost	-2.625000e-01
2	3	XFr_A	2.515000e-05
2	3	XFr_B	-6.550000e-05
2	3	XFr_E	-9.550000e-05
2	3	XFr_P	1.800000e-05
2	3	XFr_G	-1.165000e-05
2	4	cost	4.195000e-01
2	4	XFr_A	-5.200000e-05
2	4	XFr_B	5.100000e-05
2	4	XFr_E	-2.010000e-05
2	4	XFr_P	-2.555000e-05
2	4	XFr_G	-3.885000e-06
2	5	cost	-4.935000e-02
2	5	XFr_A	-8.250000e-05
2	5	XFr_B	-1.640000e-05
2	5	XFr_E	-2.005000e-05
2	5	XFr_P	-2.995000e-06
2	5	XFr_G	-4.185000e-05
3	0	cost	-3.385000e-01
3	0	XFr_A	5.100000e-05
