rto_iter	test_point_no	variable_name	noise
0	0	cost	9.260000e-02
0	0	XFr_A	-1.494000e-05
0	0	XFr_B	-1.482000e-05
0	0	XFr_E	4.000000e-05
0	0	XFr_P	1.134000e-05
0	0	XFr_G	4.000000e-05
0	1	cost	1.240000e-02
0	1	XFr_A	-1.804000e-06
0	1	XFr_B	2.020000e-05
0	1	XFr_E	2.420000e-05
0	1	XFr_P	-4.760000e-06
0	1	XFr_G	1.012000e-05
0	2	cost	4.120000e-02
0	2	XFr_A	2.100000e-05
0	2	XFr_B	-9.400000e-06
0	2	XFr_E	-2.900000e-06
0	2	XFr_P	7.620000e-06
0	2	XFr_G	-1.462000e-05
0	3	cost	-2.400000e-01
0	3	XFr_A	3.380000e-05
0	3	XFr_B	-3.560000e-05
0	3	XFr_E	2.420000e-05
0	3	XFr_P	2.180000e-05
0	3	XFr_G	3.220000e-05
0	4	cost	-3.380000e-03
0	4	XFr_A	-1.498000e-05
0	4	XFr_B	4.000000e-05
0	4	XFr_E	-3.300000e-05
0	4	XFr_P	2.240000e-06
0	4	XFr_G	-7.240000e-06
0	5	cost	-6.220000e-02
0	5	XFr_A	3.680000e-06
0	5	XFr_B	-1.584000e-05
0	5	XFr_E	-3.040000e-05
0	5	XFr_P	1.602000e-05
0	5	XFr_G	1.772000e-05
1	0	cost	5.220000e-02
1	0	XFr_A	5.700000e-06
1	0	XFr_B	9.620000e-06
1	0	XFr_E	-4.020000e-05
1	0	XFr_P	1.178000e-05
1	0	XFr_G	1.434000e-05
1	1	cost	-1.766000e-01
1	1	XFr_A	5.920000e-06
1	1	XFr_B	1.072000e-05
1	1	XFr_E	-1.204000e-05
1	1	XFr_P	9.340000e-06
1	1	XFr_G	1.676000e-05
1	2	cost	5.300000e-03
1	2	XFr_A	-3.220000e-06
1	2	XFr_B	1.324000e-05
1	2	XFr_E	-7.460000e-06
1	2	XFr_P	-3.640000e-07
1	2	XFr_G	-1.374000e-05
1	3	cost	1.668000e-01
1	3	XFr_A	-5.700000e-05
1	3	XFr_B	9.920000e-06
1	3	XFr_E	2.860000e-05
1	3	XFr_P	-1.216000e-05
1	3	XFr_G	2.220000e-05
1	4	cost	-1.154000e-01
1	4	XFr_A	3.300000e-07
1	4	XFr_B	1.302000e-05
1	4	XFr_E	-1.228000e-05
1	4	XFr_P	-1.662000e-05
1	4	XFr_G	2.180000e-05
1	5	cost	9.980000e-02
1	5	XFr_A	6.060000e-07
1	5	XFr_B	2.080000e-05
1	5	XFr_E	-5.220000e-06
1	5	XFr_P	1.072000e-05
1	5	XFr_G	-1.362000e-05
2	0	cost	-6.360000e-02
2	0	XFr_A	-1.682000e-05
2	0	XFr_B	1.214000e-05
2	0	XFr_E	1.746000e-05
2	0	XFr_P	1.796000e-05
2	0	XFr_G	3.280000e-06
2	1	cost	-7.660000e-04
2	1	XFr_A	-1.672000e-06
2	1	XFr_B	1.960000e-05
2	1	XFr_E	4.440000e-05
2	1	XFr_P	8.760000e-06
2	1	XFr_G	-6.640000e-06
2	2	cost	1.334000e-01
2	2	XFr_A	-9.460000e-06
2	2	XFr_B	7.280000e-07
2	2	XFr_E	-2.740000e-06
2	2	XFr_P	-1.260000e-06
2	2	XFr_G	-2.940000e-05
2	3	cost	-1.050000e-01
2	3	XFr_A	1.006000e-05
2	3	XFr_B	-2.620000e-05
2	3	XFr_E	-3.820000e-05
2	3	XFr_P	7.200000e-06
2	3	XFr_G	-4.660000e-06
2	4	cost	1.678000e-01
2	4	XFr_A	-2.080000e-05
2	4	XFr_B	2.040000e-05
2	4	XFr_E	-8.040000e-06
2	4	XFr_P	-1.022000e-05
2	4	XFr_G	-1.554000e-06
2	5	cost	-1.974000e-02
2	5	XFr_A	-3.300000e-05
2	5	XFr_B	-6.560000e-06
2	5	XFr_E	-8.020000e-06
2	5	XFr_P	-1.198000e-06
2	5	XFr_G	-1.674000e-05
3	0	cost	-1.354000e-01
3	0	XFr_A	2.040000e-05
3	0	XFr_B	1.068000e-05
3	0	XFr_E	-3.760000e-06
3	0	XFr_P	1.432000e-06
3	0	XFr_G	3.920000e-05
3	1	cost	-9.540000e-02
3	1	XFr_A	7.560000e-06
3	1	XFr_B	3.040000e-05
3	1	XFr_E	2.140000e-05
3	1	XFr_P	5.740000e-06
3	1	XFr_G	-1.466000e-05
3	2	cost	-1.364000e-01
3	2	XFr_A	1.052000e-05
3	2	XFr_B	-2.120000e-05
3	2	XFr_E	1.080000e-05
3	2	XFr_P	-1.316000e-05
3	2	XFr_G	-1.964000e-05
3	3	cost	4.220000e-02
3	3	XFr_A	-2.320000e-05
3	3	XFr_B	1.304000e-05
3	3	XFr_E	-1.058000e-05
3	3	XFr_P	-3.360000e-05
3	3	XFr_G	-2.580000e-05
3	4	cost	1.362000e-02
3	4	XFr_A	5.460000e-05
3	4	XFr_B	5.140000e-06
3	4	XFr_E	-2.040000e-05
3	4	XFr_P	-1.290000e-05
3	4	XFr_G	-3.540000e-05
3	5	cost	-5.220000e-02
3	5	XFr_A	1.084000e-05
3	5	XFr_B	9.840000e-07
3	5	XFr_E	3.140000e-05
3	5	XFr_P	2.820000e-06
3	5	XFr_G	-1.688000e-05
4	0	cost	2.020000e-01
4	0	XFr_A	1.926000e-05
4	0	XFr_B	2.160000e-05
4	0	XFr_E	-1.278000e-05
4	0	XFr_P	-2.640000e-05
4	0	XFr_G	-3.780000e-06
4	1	cost	-2.700000e-02
4	1	XFr_A	-1.756000e-06
4	1	XFr_B	-2.200000e-05
4	1	XFr_E	2.940000e-05
4	1	XFr_P	-1.952000e-05
4	1	XFr_G	1.498000e-05
4	2	cost	-1.292000e-03
4	2	XFr_A	-3.640000e-05
4	2	XFr_B	1.038000e-05
4	2	XFr_E	-2.640000e-05
4	2	XFr_P	1.764000e-05
4	2	XFr_G	-2.560000e-06
4	3	cost	-1.010000e-01
4	3	XFr_A	-2.240000e-05
4	3	XFr_B	-9.380000e-06
4	3	XFr_E	2.600000e-06
4	3	XFr_P	2.340000e-06
4	3	XFr_G	7.280000e-06
4	4	cost	8.460000e-02
4	4	XFr_A	2.400000e-06
4	4	XFr_B	-2.240000e-06
4	4	XFr_E	-1.262000e-05
4	4	XFr_P	1.650000e-05
4	4	XFr_G	-1.418000e-05
4	5	cost	-1.892000e-01
4	5	XFr_A	-5.400000e-07
4	5	XFr_B	-3.820000e-05
4	5	XFr_E	3.080000e-07
4	5	XFr_P	-4.460000e-05
4	5	XFr_G	-2.080000e-05
5	0	cost	-7.360000e-03
5	0	XFr_A	-1.340000e-05
5	0	XFr_B	-3.940000e-06
5	0	XFr_E	-7.180000e-06
5	0	XFr_P	-1.084000e-05
5	0	XFr_G	-5.760000e-06
5	1	cost	2.120000e-01
5	1	XFr_A	-1.972000e-05
5	1	XFr_B	-5.720000e-06
5	1	XFr_E	-1.398000e-05
5	1	XFr_P	-1.134000e-05
5	1	XFr_G	-3.080000e-05
5	2	cost	8.440000e-02
5	2	XFr_A	-6.320000e-07
5	2	XFr_B	-9.420000e-06
5	2	XFr_E	-8.460000e-06
5	2	XFr_P	-4.700000e-05
5	2	XFr_G	1.154000e-05
5	3	cost	-6.340000e-02
5	3	XFr_A	4.720000e-05
5	3	XFr_B	-6.140000e-07
5	3	XFr_E	-8.800000e-06
5	3	XFr_P	-7.040000e-06
