RTO_iter	profit_unmodified	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue	profit_eps	Fb_profit_lam	Tr_profit_lam
0								2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04		0.000000e+00	0.000000e+00	0.000000e+00
1	-1.680483e+02	-1.680483e+02	1.569135e-01	3.969957e-01	2.654385e-01	1.087527e-01	7.189960e-02	1.094500e+09	8.620000e+12	8.711704e+03	1.198023e+04	6.663368e+08	1.694884e+01	2.806092e+01	-1.643409e+00
2	-1.900791e+02	-1.900791e+02	1.336671e-01	3.843735e-01	2.817037e-01	1.111499e-01	8.910589e-02	1.094500e+09	8.620000e+12	8.732646e+03	1.201509e+04	4.208768e+08	1.387519e+01	2.246190e+01	-1.315506e+00
3	-1.971362e+02	-1.971362e+02	1.184861e-01	3.841612e-01	2.881229e-01	1.114773e-01	9.775253e-02	1.094500e+09	8.620000e+12	8.752205e+03	1.204165e+04	3.039190e+08	1.215520e+01	1.943381e+01	-1.159909e+00
4	-1.996116e+02	-1.996116e+02	1.089622e-01	3.862280e-01	2.910088e-01	1.113561e-01	1.024449e-01	1.094500e+09	8.620000e+12	8.766726e+03	1.206027e+04	2.436731e+08	1.113164e+01	1.770294e+01	-1.075441e+00
5	-2.004330e+02	-2.004330e+02	1.030027e-01	3.881212e-01	2.924842e-01	1.111673e-01	1.052245e-01	1.094500e+09	8.620000e+12	8.776695e+03	1.207279e+04	2.103657e+08	1.050134e+01	1.665489e+01	-1.027619e+00
6	-2.006460e+02	-2.006460e+02	9.923461e-02	3.894722e-01	2.933203e-01	1.110037e-01	1.069692e-01	1.094500e+09	8.620000e+12	8.783348e+03	1.208108e+04	1.908973e+08	1.010410e+01	1.599694e+01	-9.998184e-01
7	-2.006488e+02	-2.006488e+02	9.682377e-02	3.903677e-01	2.938282e-01	1.108810e-01	1.080993e-01	1.094500e+09	8.620000e+12	8.787747e+03	1.208653e+04	1.790523e+08	9.849678e+00	1.557497e+01	-9.832572e-01
8	-2.005917e+02	-2.005917e+02	9.526597e-02	3.909473e-01	2.941499e-01	1.107940e-01	1.088428e-01	1.094500e+09	8.620000e+12	8.790647e+03	1.209012e+04	1.716422e+08	9.684900e+00	1.530086e+01	-9.731631e-01
9	-2.005285e+02	-2.005285e+02	9.425176e-02	3.913204e-01	2.943585e-01	1.107342e-01	1.093352e-01	1.094500e+09	8.620000e+12	8.792558e+03	1.209249e+04	1.669177e+08	9.577366e+00	1.512144e+01	-9.668856e-01
10	-2.004757e+02	-2.004757e+02	9.358780e-02	3.915611e-01	2.944953e-01	1.106936e-01	1.096622e-01	1.094500e+09	8.620000e+12	8.793820e+03	1.209405e+04	1.638666e+08	9.506825e+00	1.500342e+01	-9.629160e-01
11	-2.004358e+02	-2.004358e+02	9.315142e-02	3.917172e-01	2.945856e-01	1.106663e-01	1.098795e-01	1.094500e+09	8.620000e+12	8.794652e+03	1.209508e+04	1.618790e+08	9.460390e+00	1.492558e+01	-9.603726e-01
12	-2.004074e+02	-2.004074e+02	9.286384e-02	3.918188e-01	2.946454e-01	1.106481e-01	1.100239e-01	1.094500e+09	8.620000e+12	8.795203e+03	1.209576e+04	1.605767e+08	9.429750e+00	1.487413e+01	-9.587267e-01
13	-2.003876e+02	-2.003876e+02	9.267395e-02	3.918854e-01	2.946850e-01	1.106359e-01	1.101198e-01	1.094500e+09	8.620000e+12	8.795567e+03	1.209621e+04	1.597200e+08	9.409501e+00	1.484009e+01	-9.576538e-01
14	-2.003740e+02	-2.003740e+02	9.254840e-02	3.919290e-01	2.947113e-01	1.106278e-01	1.101835e-01	1.094500e+09	8.620000e+12	8.795808e+03	1.209651e+04	1.591550e+08	9.396105e+00	1.481756e+01	-9.569507e-01
15	-2.003649e+02	-2.003649e+02	9.246532e-02	3.919578e-01	2.947287e-01	1.106224e-01	1.102258e-01	1.094500e+09	8.620000e+12	8.795968e+03	1.209671e+04	1.587818e+08	9.387237e+00	1.480263e+01	-9.564883e-01
16	-2.003588e+02	-2.003588e+02	9.241031e-02	3.919768e-01	2.947402e-01	1.106189e-01	1.102538e-01	1.094500e+09	8.620000e+12	8.796074e+03	1.209684e+04	1.585349e+08	9.381362e+00	1.479274e+01	-9.561833e-01
17	-2.003547e+02	-2.003547e+02	9.237387e-02	3.919893e-01	2.947479e-01	1.106165e-01	1.102724e-01	1.094500e+09	8.620000e+12	8.796144e+03	1.209693e+04	1.583714e+08	9.377470e+00	1.478618e+01	-9.559819e-01
18	-2.003519e+02	-2.003519e+02	9.234972e-02	3.919976e-01	2.947530e-01	1.106149e-01	1.102847e-01	1.094500e+09	8.620000e+12	8.796191e+03	1.209698e+04	1.582632e+08	9.374891e+00	1.478184e+01	-9.558487e-01
19	-2.003501e+02	-2.003501e+02	9.233372e-02	3.920031e-01	2.947564e-01	1.106139e-01	1.102929e-01	1.094500e+09	8.620000e+12	8.796221e+03	1.209702e+04	1.581915e+08	9.373181e+00	1.477896e+01	-9.557606e-01
20	-2.003489e+02	-2.003489e+02	9.232311e-02	3.920068e-01	2.947586e-01	1.106132e-01	1.102984e-01	1.094500e+09	8.620000e+12	8.796242e+03	1.209705e+04	1.581440e+08	9.372048e+00	1.477705e+01	-9.557022e-01
