RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.070422e+00	7.992804e+01
2	4.245635e+00	8.323556e+01
3	4.405809e+00	8.545441e+01
4	4.524677e+00	8.691382e+01
5	4.606403e+00	8.785250e+01
6	4.660498e+00	8.844653e+01
7	4.695503e+00	8.881886e+01
8	4.717831e+00	8.905107e+01
9	4.731938e+00	8.919554e+01
10	4.740796e+00	8.928532e+01
11	4.746336e+00	8.934108e+01
12	4.749792e+00	8.937571e+01
13	4.751944e+00	8.939722e+01
14	4.753283e+00	8.941057e+01
15	4.754115e+00	8.941886e+01
16	4.754632e+00	8.942401e+01
17	4.754953e+00	8.942721e+01
18	4.755153e+00	8.942920e+01
19	4.755277e+00	8.943043e+01
20	4.755354e+00	8.943120e+01
