RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.786562e+02	1.214396e-01	3.820423e-01	2.766020e-01	1.094108e-01	8.667060e-02
3	-1.877527e+02	1.048571e-01	3.824194e-01	2.852397e-01	1.099220e-01	9.809333e-02
4	-1.902260e+02	9.591081e-02	3.846625e-01	2.887159e-01	1.098134e-01	1.036337e-01
5	-1.907991e+02	9.163949e-02	3.865071e-01	2.899741e-01	1.096671e-01	1.059599e-01
6	-1.909293e+02	8.969120e-02	3.876918e-01	2.903880e-01	1.095782e-01	1.068474e-01
7	-1.909617e+02	8.880772e-02	3.883883e-01	2.905057e-01	1.095323e-01	1.071617e-01
8	-1.909712e+02	8.840336e-02	3.887804e-01	2.905282e-01	1.095096e-01	1.072635e-01
9	-1.909744e+02	8.821559e-02	3.889957e-01	2.905245e-01	1.094984e-01	1.072915e-01
10	-1.909756e+02	8.812703e-02	3.891119e-01	2.905166e-01	1.094930e-01	1.072961e-01
11	-1.909762e+02	8.808464e-02	3.891739e-01	2.905102e-01	1.094902e-01	1.072946e-01
12	-1.909764e+02	8.806407e-02	3.892067e-01	2.905059e-01	1.094889e-01	1.072922e-01
13	-1.909765e+02	8.805397e-02	3.892239e-01	2.905033e-01	1.094882e-01	1.072904e-01
14	-1.909766e+02	8.804897e-02	3.892330e-01	2.905018e-01	1.094878e-01	1.072892e-01
15	-1.909766e+02	8.804646e-02	3.892377e-01	2.905010e-01	1.094877e-01	1.072885e-01
16	-1.909766e+02	8.804520e-02	3.892401e-01	2.905006e-01	1.094876e-01	1.072881e-01
17	-1.909766e+02	8.804457e-02	3.892414e-01	2.905003e-01	1.094875e-01	1.072879e-01
18	-1.909766e+02	8.804424e-02	3.892420e-01	2.905002e-01	1.094875e-01	1.072878e-01
19	-1.909766e+02	8.804408e-02	3.892424e-01	2.905001e-01	1.094875e-01	1.072877e-01
20	-1.909766e+02	8.804399e-02	3.892426e-01	2.905001e-01	1.094875e-01	1.072877e-01
