RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	$residue
0							2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	
1	-1.792546e+02	1.456398e-01	3.793878e-01	2.781069e-01	1.101474e-01	8.671814e-02	1.094500e+09	8.620000e+12	8.711704e+03	1.198023e+04	6.663368e+08
2	-1.943689e+02	1.143164e-01	4.085875e-01	2.792904e-01	1.105650e-01	8.724073e-02	1.094500e+09	8.620000e+12	8.760375e+03	1.204270e+04	3.518523e+08
3	-1.962746e+02	1.001417e-01	4.197776e-01	2.800528e-01	1.100257e-01	9.000211e-02	1.068719e+09	8.620000e+12	8.778949e+03	1.207788e+04	2.356743e+08
4	-1.967981e+02	9.264596e-02	4.231834e-01	2.814357e-01	1.097093e-01	9.302564e-02	8.542704e+08	8.620000e+12	8.713563e+03	1.209803e+04	1.844429e+08
5	-1.965486e+02	8.957960e-02	4.236711e-01	2.823285e-01	1.095360e-01	9.488473e-02	7.938504e+08	8.620000e+12	8.693801e+03	1.210753e+04	1.629589e+08
6	-1.968225e+02	8.790526e-02	4.230749e-01	2.832113e-01	1.095042e-01	9.630440e-02	7.732441e+08	8.620000e+12	8.687597e+03	1.211240e+04	1.524483e+08
7	-1.970692e+02	8.697012e-02	4.224469e-01	2.838348e-01	1.095021e-01	9.724607e-02	7.654960e+08	8.620000e+12	8.685687e+03	1.211502e+04	1.468872e+08
8	-1.972361e+02	8.643807e-02	4.219832e-01	2.842360e-01	1.095056e-01	9.783715e-02	7.623663e+08	8.620000e+12	8.685150e+03	1.211648e+04	1.438148e+08
9	-1.973407e+02	8.613164e-02	4.216772e-01	2.844839e-01	1.095093e-01	9.819803e-02	7.610157e+08	8.620000e+12	8.685039e+03	1.211731e+04	1.420746e+08
10	-1.974044e+02	8.595381e-02	4.214853e-01	2.846339e-01	1.095120e-01	9.841500e-02	7.603940e+08	8.620000e+12	8.685046e+03	1.211778e+04	1.410744e+08
11	-1.974426e+02	8.585011e-02	4.213682e-01	2.847237e-01	1.095137e-01	9.854428e-02	7.600901e+08	8.620000e+12	8.685076e+03	1.211806e+04	1.404946e+08
12	-1.974654e+02	8.578947e-02	4.212978e-01	2.847770e-01	1.095149e-01	9.862088e-02	7.599335e+08	8.620000e+12	8.685103e+03	1.211822e+04	1.401566e+08
13	-1.974789e+02	8.575395e-02	4.212558e-01	2.848085e-01	1.095155e-01	9.866613e-02	7.598495e+08	8.620000e+12	8.685122e+03	1.211831e+04	1.399591e+08
14	-1.974869e+02	8.573312e-02	4.212310e-01	2.848271e-01	1.095160e-01	9.869281e-02	7.598031e+08	8.620000e+12	8.685134e+03	1.211837e+04	1.398433e+08
15	-1.974916e+02	8.572089e-02	4.212163e-01	2.848381e-01	1.095162e-01	9.870851e-02	7.597768e+08	8.620000e+12	8.685142e+03	1.211840e+04	1.397755e+08
16	-1.974943e+02	8.571372e-02	4.212076e-01	2.848445e-01	1.095164e-01	9.871775e-02	7.597618e+08	8.620000e+12	8.685147e+03	1.211842e+04	1.397357e+08
17	-1.974960e+02	8.570950e-02	4.212026e-01	2.848483e-01	1.095164e-01	9.872318e-02	7.597531e+08	8.620000e+12	8.685150e+03	1.211843e+04	1.397123e+08
18	-1.974969e+02	8.570703e-02	4.211996e-01	2.848506e-01	1.095165e-01	9.872637e-02	7.597480e+08	8.620000e+12	8.685151e+03	1.211844e+04	1.396986e+08
19	-1.974975e+02	8.570557e-02	4.211978e-01	2.848519e-01	1.095165e-01	9.872824e-02	7.597451e+08	8.620000e+12	8.685152e+03	1.211844e+04	1.396905e+08
20	-1.974978e+02	8.570472e-02	4.211968e-01	2.848526e-01	1.095165e-01	9.872935e-02	7.597434e+08	8.620000e+12	8.685153e+03	1.211844e+04	1.396858e+08
